,timestamp,logNumber,Statistic.recvSeq1,Statistic.recvNum1,Statistic.compute1num1,Statistic.compute2num1,Statistic.dist1,UAV3x,UAV3y,UAV3z,distance_3_to_1,Statistic.recvSeq3,Statistic.recvNum3,Statistic.compute1num3,Statistic.compute2num3,Statistic.dist3,UAV0x,UAV0y,UAV0z
995,67084,0,,,,,,-0.016840538,1.2340262,0.44935063,1.313400256850191,739.0,645.0,640.0,0.0,171.0,0.45530385,-0.57733774,0.44813538
996,76407,1,647.0,646.0,640.0,0.0,173.0,-0.016483951,1.2346061,0.44928598,1.3139185491702536,,,,,,0.45444253,-0.6723386,0.4492269
997,67184,0,,,,,,-0.01549565,1.2344084,0.44970402,1.3138637170622005,740.0,646.0,641.0,0.0,176.0,0.45386362,-0.69827366,0.44880125
998,76507,1,648.0,647.0,641.0,0.0,185.0,-0.014615187,1.2339528,0.44969255,1.3134216407726786,,,,,,0.45396656,-0.7469729,0.45216912
999,67284,0,,,,,,-0.01404358,1.2336861,0.44972485,1.3131759337724427,741.0,647.0,642.0,0.0,192.0,0.4537363,-0.78249794,0.45233113
1000,76607,1,649.0,648.0,642.0,0.0,199.0,-0.012079987,1.2327944,0.44959432,1.3122739882525556,,,,,,0.45454004,-0.8110293,0.45120564
1001,67384,0,,,,,,-0.011817284,1.2331285,0.44945502,1.3125378016671363,742.0,648.0,643.0,0.0,203.0,,,
1002,76707,1,650.0,649.0,643.0,0.0,207.0,-0.009588849,1.231923,0.44929004,1.3113305160482083,,,,,,0.45300698,-0.85366213,0.44693518
1003,67484,0,,,,,,-0.009290619,1.2326232,0.4486105,1.3117536775082779,743.0,649.0,644.0,0.0,209.0,0.45308492,-0.85664076,0.44618472
1004,76807,1,651.0,650.0,644.0,0.0,211.0,-0.0071182996,1.2320107,0.4476262,1.3108280999378894,,,,,,0.45235324,-0.87000144,0.44015294
1005,67584,0,,,,,,-0.006596176,1.23201,0.4475673,1.310804587698137,744.0,650.0,645.0,0.0,212.0,0.4523391,-0.87414396,0.43846807
1006,76907,1,652.0,651.0,645.0,0.0,213.0,-0.0049599768,1.231096,0.44730982,1.3098504156584772,,,,,,0.45156494,-0.8768838,0.4354698
1007,67684,0,,,,,,-0.0048049,1.2307489,0.4466904,1.3093121264719836,745.0,651.0,646.0,0.0,212.0,0.4513285,-0.87720054,0.4348401
1008,77007,1,653.0,652.0,646.0,0.0,210.0,-0.004390696,1.2303053,0.44737983,1.3091291586697962,,,,,,0.45055902,-0.87647265,0.4339717
1009,67784,0,,,,,,-0.0046833325,1.2299293,0.44757155,1.3088423793705501,746.0,652.0,647.0,0.0,210.0,0.45036325,-0.87642664,0.43460974
1010,77107,1,654.0,653.0,647.0,0.0,212.0,-0.0049314215,1.2296214,0.44846964,1.3088613940006026,,,,,,0.45030978,-0.8773439,0.43641007
1011,67884,0,,,,,,-0.0054873624,1.2296144,0.44872716,1.3089452593854196,747.0,653.0,648.0,0.0,213.0,0.449716,-0.87766564,0.43660656
1012,77207,1,655.0,654.0,648.0,0.0,212.0,-0.007383672,1.2286515,0.4504963,1.3086580870768416,,,,,,0.44782865,-0.8818821,0.43878722
1013,67984,0,,,,,,-0.008834799,1.2290452,0.45128915,1.3093097170962282,748.0,654.0,649.0,0.0,211.0,0.44727245,-0.8837773,0.43901718
1014,77307,1,656.0,655.0,649.0,0.0,210.0,-0.0110351285,1.2275267,0.45272392,1.308396894962098,,,,,,0.44599602,-0.8905543,0.44016874
