recvSeq2,recvNum2,compute1num2,compute2num2,timestamp
724,268,241,24,19817.0
725,269,241,25,19877.0
726,270,242,25,19937.0
727,271,243,25,19997.0
728,272,244,25,20057.0
729,273,245,25,20118.0
730,274,246,25,20177.0
730,274,246,25,20237.0
732,275,247,25,20297.0
732,275,247,25,20357.0
734,276,248,25,20417.0
735,277,249,25,20477.0
736,278,250,25,20537.0
737,279,251,25,20597.0
738,280,252,25,20657.0
739,281,253,25,20717.0
740,282,254,25,20777.0
741,283,254,26,20837.0
742,284,255,26,20897.0
743,285,256,26,20957.0
744,286,257,26,21017.0
745,287,258,26,21077.0
745,287,258,26,21137.0
747,288,259,26,21197.0
748,289,260,26,21257.0
749,290,261,26,21317.0
750,291,262,26,21377.0
751,292,263,26,21437.0
752,293,264,26,21497.0
753,294,265,26,21557.0
754,295,266,26,21617.0
755,296,267,26,21677.0
756,297,268,26,21737.0
757,298,269,26,21797.0
758,299,270,26,21857.0
759,300,271,26,21917.0
760,301,272,26,21977.0
761,302,273,26,22037.0
762,303,274,26,22097.0
763,304,275,26,22157.0
763,304,275,26,22217.0
765,305,276,26,22277.0
766,306,277,26,22337.0
767,307,278,26,22397.0
768,308,278,27,22457.0
769,309,279,27,22517.0
769,309,279,27,22577.0
771,310,280,27,22637.0
772,311,280,28,22697.0
773,312,281,28,22757.0
774,313,282,28,22817.0
775,314,283,28,22877.0
776,315,284,28,22937.0
777,316,285,28,22997.0
778,317,286,28,23057.0
779,318,287,28,23117.0
779,318,287,28,23177.0
781,319,288,28,23237.0
782,320,289,28,23297.0
783,321,290,28,23357.0
784,322,291,28,23417.0
785,323,292,28,23477.0
786,324,293,28,23537.0
787,325,294,28,23597.0
788,326,295,28,23657.0
789,327,296,28,23717.0
790,328,297,28,23777.0
791,329,298,28,23837.0
792,330,299,28,23897.0
793,331,300,28,23957.0
794,332,301,28,24017.0
795,333,302,28,24077.0
795,333,302,28,24137.0
797,334,303,28,24197.0
798,335,304,28,24257.0
799,336,305,28,24317.0
800,337,306,28,24377.0
801,338,307,28,24437.0
802,339,308,28,24497.0
803,340,309,28,24557.0
804,341,310,28,24617.0
805,342,311,28,24677.0
806,343,311,29,24737.0
807,344,312,29,24797.0
808,345,313,29,24857.0
809,346,314,29,24917.0
810,347,315,29,24977.0
811,348,316,29,25037.0
812,349,317,29,25097.0
813,350,317,30,25157.0
814,351,318,30,25217.0
815,352,319,30,25277.0
816,353,320,30,25337.0
817,354,321,30,25397.0
818,355,321,31,25457.0
819,356,322,31,25517.0
820,357,323,31,25577.0
821,358,323,32,25637.0
822,359,324,32,25697.0
823,360,325,32,25757.0
824,361,326,32,25817.0
825,362,327,32,25877.0
826,363,328,32,25937.0
827,364,329,32,25997.0
828,365,330,32,26057.0
829,366,331,32,26117.0
829,366,331,32,26177.0
831,367,332,32,26237.0
832,368,333,32,26297.0
832,368,333,32,26357.0
834,369,334,32,26417.0
834,369,334,32,26477.0
836,370,335,32,26537.0
837,371,336,32,26597.0
838,372,337,32,26657.0
839,373,338,32,26717.0
840,374,339,32,26777.0
841,375,340,32,26837.0
842,376,341,32,26898.0
843,377,342,32,26957.0
843,377,342,32,27017.0
845,378,343,32,27077.0
846,379,344,32,27137.0
847,380,345,32,27197.0
848,381,346,32,27257.0
849,382,347,32,27317.0
850,383,348,32,27377.0
851,384,349,32,27437.0
852,385,350,32,27497.0
853,386,351,32,27557.0
854,387,352,32,27617.0
855,388,353,32,27677.0
856,389,354,32,27737.0
857,390,355,32,27797.0
857,390,355,32,27857.0
859,391,356,32,27917.0
860,392,357,32,27977.0
861,393,358,32,28038.0
862,394,359,32,28097.0
863,395,360,32,28157.0
864,396,361,32,28217.0
865,397,362,32,28277.0
866,398,363,32,28337.0
866,398,363,32,28397.0
866,398,363,32,28457.0
866,398,363,32,28517.0
870,399,363,32,28577.0
871,400,364,32,28637.0
871,400,364,32,28697.0
871,400,364,32,28757.0
874,401,365,32,28817.0
875,402,366,32,28877.0
875,402,366,32,28937.0
877,403,367,32,28997.0
878,404,368,32,29057.0
879,405,369,32,29117.0
880,406,370,32,29177.0
881,407,371,32,29237.0
882,408,372,32,29297.0
883,409,373,32,29357.0
884,410,374,32,29417.0
885,411,375,32,29477.0
885,411,375,32,29537.0
887,412,376,32,29597.0
888,413,377,32,29657.0
889,414,378,32,29717.0
890,415,379,32,29777.0
891,416,380,32,29837.0
892,417,381,32,29897.0
893,418,382,32,29957.0
894,419,382,33,30017.0
895,420,383,33,30077.0
896,421,384,33,30137.0
897,422,385,33,30197.0
898,423,386,33,30257.0
899,424,387,33,30317.0
900,425,388,33,30377.0
901,426,389,33,30437.0
902,427,390,33,30497.0
903,428,391,33,30557.0
904,429,392,33,30617.0
905,430,393,33,30677.0
906,431,394,33,30737.0
907,432,395,33,30797.0
908,433,395,34,30857.0
909,434,395,35,30917.0
910,435,396,35,30977.0
911,436,397,35,31037.0
912,437,398,35,31097.0
913,438,399,35,31157.0
914,439,400,35,31217.0
915,440,401,35,31277.0
916,441,402,35,31337.0
917,442,403,35,31397.0
918,443,404,35,31457.0
919,444,405,35,31517.0
920,445,406,35,31577.0
921,446,407,35,31637.0
921,446,407,35,31697.0
923,447,408,35,31757.0
924,448,409,35,31817.0
925,449,410,35,31877.0
926,450,411,35,31937.0
927,451,412,35,31997.0
928,452,413,35,32057.0
929,453,414,35,32117.0
930,454,415,35,32177.0
931,455,416,35,32237.0
932,456,417,35,32297.0
932,456,417,35,32357.0
934,457,418,35,32417.0
935,458,419,35,32477.0
936,459,420,35,32537.0
937,460,421,35,32597.0
938,461,422,35,32657.0
939,462,423,35,32717.0
940,463,423,36,32777.0
941,464,424,36,32837.0
942,465,425,36,32897.0
942,465,425,36,32957.0
944,466,426,36,33017.0
944,466,426,36,33077.0
946,467,427,36,33137.0
947,468,428,36,33197.0
948,469,429,36,33257.0
949,470,430,36,33317.0
950,471,431,36,33377.0
951,472,432,36,33437.0
952,473,433,36,33497.0
953,474,434,36,33557.0
954,475,435,36,33617.0
955,476,436,36,33677.0
956,477,437,36,33737.0
956,477,437,36,33797.0
958,478,438,36,33857.0
959,479,439,36,33917.0
960,480,440,36,33977.0
961,481,441,36,34037.0
962,482,442,36,34097.0
962,482,442,36,34157.0
964,483,443,36,34217.0
965,484,444,36,34277.0
966,485,445,36,34337.0
967,486,446,36,34397.0
968,487,447,36,34457.0
969,488,448,36,34517.0
970,489,449,36,34577.0
971,490,449,36,34637.0
972,491,450,36,34697.0
973,492,451,36,34757.0
974,493,452,36,34817.0
975,494,453,36,34877.0
976,495,454,36,34937.0
977,496,455,36,34997.0
978,497,455,37,35057.0
979,498,456,37,35117.0
980,499,457,37,35177.0
981,500,458,37,35237.0
982,501,459,37,35297.0
983,502,460,37,35357.0
984,503,461,37,35417.0
985,504,462,37,35477.0
985,504,462,37,35537.0
987,505,463,37,35597.0
988,506,464,37,35657.0
989,507,465,37,35717.0
990,508,465,38,35777.0
991,509,466,38,35837.0
992,510,467,38,35897.0
993,511,468,38,35957.0
994,512,469,38,36017.0
995,513,470,38,36077.0
995,513,470,38,36137.0
997,514,471,38,36197.0
997,514,471,38,36257.0
997,514,471,38,36317.0
1000,515,472,38,36377.0
1001,516,473,38,36437.0
1002,517,474,38,36497.0
1003,518,475,38,36557.0
1003,518,475,38,36617.0
1005,519,476,38,36677.0
1006,520,477,38,36737.0
1007,521,478,38,36797.0
1008,522,479,38,36857.0
1009,523,480,38,36917.0
1010,524,481,38,36977.0
1011,525,482,38,37037.0
1011,525,482,38,37097.0
1013,526,483,38,37157.0
1014,527,483,39,37217.0
1015,528,484,39,37277.0
1016,529,485,39,37337.0
1017,530,486,39,37397.0
1018,531,487,39,37457.0
1019,532,488,39,37517.0
1020,533,489,39,37577.0
1021,534,490,39,37637.0
1022,535,491,39,37697.0
1023,536,492,39,37757.0
1024,537,493,39,37817.0
1024,537,493,39,37877.0
1026,538,494,39,37937.0
1026,538,494,39,37997.0
1028,539,495,39,38057.0
1029,540,496,39,38117.0
1029,540,496,39,38177.0
1031,541,497,39,38237.0
1032,542,498,39,38297.0
1033,543,499,39,38357.0
1034,544,500,39,38417.0
1035,545,501,39,38477.0
1036,546,502,39,38537.0
1037,547,503,39,38597.0
1037,547,503,39,38657.0
1039,548,504,39,38717.0
1039,548,504,39,38777.0
1041,549,505,39,38837.0
1042,550,506,39,38897.0
1043,551,507,39,38957.0
1043,551,507,39,39017.0
1045,552,508,39,39077.0
1046,553,509,39,39137.0
1047,554,510,39,39197.0
1048,555,511,39,39257.0
1049,556,512,39,39317.0
1050,557,513,39,39377.0
1051,558,514,39,39437.0
1052,559,515,39,39497.0
1053,560,516,39,39557.0
1054,561,517,39,39617.0
