recvSeq1,recvNum1,compute1num1,compute2num1,timestamp
505,180,178,0,11628.0
505,180,178,0,11668.0
506,181,179,0,11708.0
507,182,180,0,11748.0
508,183,181,0,11788.0
509,184,182,0,11828.0
509,184,182,0,11868.0
510,185,183,0,11908.0
511,186,184,0,11948.0
512,187,185,0,11988.0
513,188,186,0,12028.0
513,188,186,0,12068.0
514,189,187,0,12108.0
515,190,188,0,12148.0
516,191,189,0,12188.0
517,192,190,0,12228.0
517,192,190,0,12268.0
518,193,191,0,12308.0
519,194,192,0,12348.0
520,195,193,0,12388.0
521,196,194,0,12428.0
521,196,194,0,12468.0
522,197,195,0,12508.0
523,198,196,0,12548.0
524,199,197,0,12588.0
525,200,198,0,12628.0
525,200,198,0,12668.0
526,201,199,0,12708.0
527,202,200,0,12748.0
528,203,201,0,12788.0
529,204,202,0,12828.0
529,204,202,0,12868.0
530,205,203,0,12908.0
531,206,204,0,12948.0
532,207,205,0,12988.0
533,208,206,0,13028.0
533,208,206,0,13068.0
534,209,207,0,13108.0
535,210,208,0,13148.0
536,211,209,0,13188.0
537,212,210,0,13228.0
537,212,210,0,13268.0
538,213,211,0,13308.0
539,214,212,0,13348.0
540,215,213,0,13388.0
541,216,214,0,13428.0
541,216,214,0,13468.0
542,217,215,0,13508.0
543,218,216,0,13548.0
544,219,217,0,13588.0
545,220,218,0,13628.0
545,220,218,0,13668.0
546,221,219,0,13708.0
547,222,220,0,13748.0
548,223,221,0,13788.0
549,224,222,0,13828.0
549,224,222,0,13868.0
550,225,223,0,13908.0
551,226,224,0,13948.0
552,227,225,0,13988.0
553,228,226,0,14028.0
553,228,226,0,14068.0
554,229,227,0,14108.0
555,230,228,0,14148.0
556,231,229,0,14188.0
557,232,230,0,14228.0
557,232,230,0,14268.0
558,233,231,0,14308.0
559,234,232,0,14348.0
560,235,233,0,14388.0
561,236,234,0,14428.0
561,236,234,0,14468.0
562,237,235,0,14508.0
563,238,236,0,14548.0
564,239,237,0,14588.0
565,240,238,0,14628.0
565,240,238,0,14668.0
566,241,239,0,14708.0
567,242,240,0,14748.0
568,243,241,0,14788.0
569,244,242,0,14828.0
569,244,242,0,14868.0
570,245,243,0,14908.0
571,246,244,0,14948.0
572,247,245,0,14988.0
573,248,246,0,15028.0
573,248,246,0,15068.0
574,249,247,0,15108.0
575,250,248,0,15148.0
576,251,249,0,15188.0
577,252,250,0,15228.0
577,252,250,0,15268.0
578,253,251,0,15308.0
579,254,252,0,15348.0
580,255,253,0,15388.0
581,256,254,0,15428.0
581,256,254,0,15468.0
582,257,255,0,15508.0
583,258,256,0,15548.0
584,259,257,0,15588.0
585,260,258,0,15628.0
585,260,258,0,15668.0
586,261,259,0,15708.0
587,262,260,0,15748.0
588,263,261,0,15788.0
589,264,262,0,15828.0
589,264,262,0,15868.0
590,265,263,0,15908.0
591,266,264,0,15948.0
592,267,265,0,15988.0
593,268,266,0,16028.0
593,268,266,0,16068.0
594,269,267,0,16108.0
595,270,268,0,16148.0
596,271,269,0,16188.0
597,272,270,0,16228.0
597,272,270,0,16268.0
598,273,271,0,16308.0
599,274,272,0,16348.0
600,275,273,0,16388.0
601,276,274,0,16428.0
601,276,274,0,16468.0
602,277,275,0,16508.0
603,278,276,0,16548.0
