,timestamp,logNumber,Statistic.recvSeq2,Statistic.recvNum2,Statistic.computenum2,Statistic.recvSeq13,Statistic.recvNum13,Statistic.computenum13
0,8717,log0,0,0,0,286,203,27
1,11171,log1,123,122,28,0,0,0
2,8747,log0,0,0,0,287,204,28
3,11201,log1,124,123,28,0,0,0
4,8777,log0,0,0,0,288,205,28
5,11231,log1,124,123,28,0,0,0
6,8807,log0,0,0,0,289,206,28
7,11261,log1,125,124,28,0,0,0
8,8837,log0,0,0,0,290,207,28
9,11291,log1,125,124,28,0,0,0
10,8867,log0,0,0,0,291,208,28
11,11321,log1,126,125,28,0,0,0
12,11351,log1,127,126,29,0,0,0
13,8897,log0,0,0,0,292,209,28
14,8927,log0,0,0,0,293,210,28
15,11381,log1,127,126,29,0,0,0
16,8957,log0,0,0,0,294,211,29
17,11411,log1,128,127,29,0,0,0
18,8987,log0,0,0,0,295,212,29
19,11441,log1,128,127,29,0,0,0
20,9017,log0,0,0,0,296,213,29
21,11471,log1,129,128,29,0,0,0
22,9047,log0,0,0,0,297,214,29
23,11501,log1,130,129,29,0,0,0
24,11531,log1,130,129,29,0,0,0
25,9077,log0,0,0,0,298,215,29
26,9107,log0,0,0,0,299,216,29
27,11561,log1,131,130,30,0,0,0
28,9137,log0,0,0,0,300,217,29
29,11591,log1,131,130,30,0,0,0
30,11621,log1,132,131,30,0,0,0
31,9167,log0,0,0,0,301,218,30
32,11651,log1,133,132,30,0,0,0
33,9197,log0,0,0,0,302,219,30
34,11681,log1,133,132,30,0,0,0
35,9227,log0,0,0,0,303,220,30
36,9257,log0,0,0,0,304,221,30
37,11711,log1,134,133,30,0,0,0
38,9287,log0,0,0,0,305,222,30
39,11741,log1,134,133,30,0,0,0
40,9317,log0,0,0,0,306,223,30
41,11771,log1,135,134,31,0,0,0
42,9347,log0,0,0,0,307,224,30
43,11801,log1,136,135,31,0,0,0
44,9377,log0,0,0,0,308,225,31
45,11831,log1,136,135,31,0,0,0
46,11861,log1,137,136,31,0,0,0
47,9407,log0,0,0,0,309,226,31
48,9437,log0,0,0,0,310,227,31
49,11891,log1,137,136,31,0,0,0
50,11921,log1,138,137,31,0,0,0
51,9467,log0,0,0,0,311,228,31
52,9497,log0,0,0,0,312,229,31
53,11951,log1,139,138,32,0,0,0
54,9527,log0,0,0,0,313,230,31
55,11981,log1,139,138,32,0,0,0
56,9557,log0,0,0,0,314,231,31
57,12011,log1,140,139,32,0,0,0
58,9587,log0,0,0,0,315,232,32
59,12041,log1,140,139,32,0,0,0
60,9617,log0,0,0,0,316,233,32
61,12071,log1,141,140,32,0,0,0
62,9647,log0,0,0,0,317,234,32
63,12101,log1,142,141,32,0,0,0
64,9677,log0,0,0,0,318,235,32
65,12131,log1,142,141,32,0,0,0
66,9707,log0,0,0,0,319,236,32
67,12161,log1,143,142,33,0,0,0
68,9737,log0,0,0,0,320,237,32
69,12191,log1,143,142,33,0,0,0
70,9767,log0,0,0,0,321,238,32
71,12221,log1,144,143,33,0,0,0
72,9797,log0,0,0,0,322,239,33
73,12251,log1,145,144,33,0,0,0
74,9827,log0,0,0,0,323,240,33
75,12281,log1,145,144,33,0,0,0
76,12311,log1,146,145,33,0,0,0
77,9857,log0,0,0,0,324,241,33
78,12341,log1,146,145,33,0,0,0
79,9887,log0,0,0,0,325,242,33
80,12371,log1,147,146,34,0,0,0
81,9917,log0,0,0,0,326,243,33
82,12401,log1,148,147,34,0,0,0
83,9947,log0,0,0,0,327,244,33
84,9977,log0,0,0,0,328,245,33
85,12431,log1,148,147,34,0,0,0
86,10007,log0,0,0,0,329,246,34
87,12461,log1,149,148,34,0,0,0
88,10037,log0,0,0,0,330,247,34
89,12491,log1,149,148,34,0,0,0
90,10067,log0,0,0,0,331,248,34
91,12521,log1,150,149,34,0,0,0
92,12551,log1,151,150,35,0,0,0
93,10097,log0,0,0,0,332,249,34
94,10127,log0,0,0,0,333,250,34
95,12581,log1,151,150,35,0,0,0
96,10157,log0,0,0,0,334,251,34
97,12611,log1,152,151,35,0,0,0
98,10187,log0,0,0,0,335,252,34
99,12641,log1,152,151,35,0,0,0
100,10217,log0,0,0,0,336,253,35
101,12671,log1,153,152,35,0,0,0
102,10247,log0,0,0,0,337,254,35
103,12701,log1,154,153,35,0,0,0
104,12731,log1,154,153,35,0,0,0
105,10277,log0,0,0,0,338,255,35
106,10307,log0,0,0,0,339,256,35
107,12761,log1,155,154,36,0,0,0
108,10337,log0,0,0,0,340,257,35
109,12791,log1,155,154,36,0,0,0
110,12821,log1,156,155,36,0,0,0
111,10367,log0,0,0,0,341,258,35
112,10397,log0,0,0,0,342,259,35
113,12851,log1,157,156,36,0,0,0
114,12881,log1,157,156,36,0,0,0
115,10427,log0,0,0,0,343,260,36
116,10457,log0,0,0,0,344,261,36
117,12911,log1,158,157,36,0,0,0
118,10487,log0,0,0,0,345,262,36
119,12941,log1,158,157,36,0,0,0
120,10517,log0,0,0,0,346,263,36
121,12971,log1,159,158,37,0,0,0
122,10547,log0,0,0,0,347,264,36
123,13001,log1,160,159,37,0,0,0
124,10577,log0,0,0,0,348,265,36
125,13031,log1,160,159,37,0,0,0
126,10607,log0,0,0,0,349,266,36
127,13061,log1,161,160,37,0,0,0
128,13091,log1,161,160,37,0,0,0
129,10637,log0,0,0,0,350,267,37
130,10667,log0,0,0,0,351,268,37
131,13121,log1,162,161,37,0,0,0
132,10697,log0,0,0,0,352,269,37
133,13151,log1,163,162,38,0,0,0
134,13181,log1,163,162,38,0,0,0
135,10727,log0,0,0,0,353,270,37
136,10757,log0,0,0,0,354,271,37
137,13211,log1,164,163,38,0,0,0
138,10787,log0,0,0,0,355,272,37
139,13241,log1,164,163,38,0,0,0
140,10817,log0,0,0,0,356,273,37
141,13271,log1,165,164,38,0,0,0
142,10847,log0,0,0,0,357,274,38
143,13301,log1,166,165,38,0,0,0
144,10877,log0,0,0,0,358,275,38
145,13331,log1,166,165,38,0,0,0
146,10907,log0,0,0,0,359,276,38
147,13361,log1,167,166,39,0,0,0
148,10937,log0,0,0,0,360,277,38
149,13391,log1,167,166,39,0,0,0
150,10967,log0,0,0,0,361,278,38
151,13421,log1,168,167,39,0,0,0
152,10997,log0,0,0,0,362,279,38
153,13451,log1,169,168,39,0,0,0
154,13481,log1,169,168,39,0,0,0
155,11027,log0,0,0,0,363,280,38
156,11057,log0,0,0,0,364,281,39
157,13511,log1,170,169,39,0,0,0
158,11087,log0,0,0,0,365,282,39
159,13541,log1,170,169,39,0,0,0
160,13571,log1,171,170,40,0,0,0
161,11117,log0,0,0,0,366,283,39
162,11147,log0,0,0,0,367,284,39
163,13601,log1,172,171,40,0,0,0
164,13631,log1,172,171,40,0,0,0
165,11177,log0,0,0,0,368,285,39
166,11207,log0,0,0,0,369,286,39
167,13661,log1,173,172,40,0,0,0
168,11237,log0,0,0,0,370,287,39
169,13691,log1,173,172,40,0,0,0
170,13721,log1,174,173,40,0,0,0
171,11267,log0,0,0,0,371,288,40
172,11297,log0,0,0,0,372,289,40
173,13751,log1,175,174,41,0,0,0
174,11327,log0,0,0,0,373,290,40
175,13781,log1,175,174,41,0,0,0
176,11357,log0,0,0,0,374,291,40
177,13811,log1,176,175,41,0,0,0
178,13841,log1,176,175,41,0,0,0
179,11387,log0,0,0,0,375,292,40
180,13871,log1,177,176,41,0,0,0
181,11417,log0,0,0,0,376,293,40
182,11447,log0,0,0,0,377,294,40
183,13901,log1,178,177,41,0,0,0
184,11477,log0,0,0,0,378,295,41
185,13931,log1,178,177,41,0,0,0
186,11507,log0,0,0,0,379,296,41
187,13961,log1,179,178,42,0,0,0
188,11537,log0,0,0,0,380,297,41
189,13991,log1,179,178,42,0,0,0
190,14021,log1,180,179,42,0,0,0
191,11567,log0,0,0,0,381,298,41
192,11597,log0,0,0,0,382,299,41
193,14051,log1,181,180,42,0,0,0
194,11627,log0,0,0,0,383,300,41
195,14081,log1,181,180,42,0,0,0
196,14111,log1,182,181,42,0,0,0
197,11657,log0,0,0,0,384,301,41
198,11687,log0,0,0,0,385,302,42
199,14141,log1,182,181,42,0,0,0
200,14171,log1,183,182,43,0,0,0
201,11717,log0,0,0,0,386,303,42
202,14201,log1,184,183,43,0,0,0
203,11747,log0,0,0,0,387,304,42
204,11777,log0,0,0,0,388,305,42
205,14231,log1,184,183,43,0,0,0
206,11807,log0,0,0,0,389,306,42
207,14261,log1,185,184,43,0,0,0
208,11837,log0,0,0,0,390,307,42
209,14291,log1,185,184,43,0,0,0
210,11867,log0,0,0,0,391,308,42
211,14321,log1,186,185,43,0,0,0
212,11897,log0,0,0,0,392,309,43
213,14351,log1,187,186,44,0,0,0
214,11927,log0,0,0,0,393,310,43
215,14381,log1,187,186,44,0,0,0
216,11957,log0,0,0,0,394,311,43
217,14411,log1,188,187,44,0,0,0
218,11987,log0,0,0,0,395,312,43
219,14441,log1,188,187,44,0,0,0
220,14471,log1,189,188,44,0,0,0
221,12017,log0,0,0,0,396,313,43
222,12047,log0,0,0,0,397,314,43
223,14501,log1,190,189,44,0,0,0
224,12077,log0,0,0,0,398,315,43
225,14531,log1,190,189,44,0,0,0
226,12107,log0,0,0,0,399,316,44
227,14561,log1,191,190,44,0,0,0
228,12137,log0,0,0,0,400,317,44
229,14591,log1,191,190,44,0,0,0
230,12167,log0,0,0,0,401,318,44
231,14621,log1,192,191,44,0,0,0
232,12197,log0,0,0,0,402,319,44
233,14651,log1,193,192,44,0,0,0
234,12227,log0,0,0,0,403,320,44
235,14681,log1,193,192,44,0,0,0
236,12257,log0,0,0,0,404,321,44
237,14711,log1,194,193,44,0,0,0
238,12287,log0,0,0,0,405,322,44
239,14741,log1,194,193,44,0,0,0
240,12317,log0,0,0,0,406,323,45
241,14771,log1,195,194,45,0,0,0
242,12347,log0,0,0,0,407,324,45
243,14801,log1,196,195,45,0,0,0
244,14831,log1,196,195,45,0,0,0
245,12377,log0,0,0,0,408,325,45
246,12407,log0,0,0,0,409,326,45
247,14861,log1,197,196,45,0,0,0
248,12437,log0,0,0,0,410,327,45
249,14891,log1,197,196,45,0,0,0
250,12467,log0,0,0,0,411,328,45
251,14921,log1,198,197,45,0,0,0
252,14951,log1,199,198,46,0,0,0
253,12497,log0,0,0,0,412,329,45
254,12527,log0,0,0,0,413,330,46
255,14981,log1,199,198,46,0,0,0
256,12557,log0,0,0,0,414,331,46
257,15011,log1,200,199,46,0,0,0
258,12587,log0,0,0,0,415,332,46
259,15041,log1,200,199,46,0,0,0
260,12617,log0,0,0,0,416,333,46
261,15071,log1,201,200,46,0,0,0
262,12647,log0,0,0,0,417,334,46
263,15101,log1,202,201,46,0,0,0
264,12677,log0,0,0,0,418,335,46
265,15131,log1,202,201,46,0,0,0
266,15161,log1,203,202,47,0,0,0
267,12707,log0,0,0,0,419,336,46
268,12737,log0,0,0,0,420,337,47
269,15191,log1,203,202,47,0,0,0
270,12767,log0,0,0,0,421,338,47
271,15221,log1,204,203,47,0,0,0
272,15251,log1,205,204,47,0,0,0
273,12797,log0,0,0,0,422,339,47
274,12827,log0,0,0,0,423,340,47
275,15281,log1,205,204,47,0,0,0
276,12857,log0,0,0,0,424,341,47
277,15311,log1,206,205,47,0,0,0
278,12887,log0,0,0,0,425,342,47
279,15341,log1,206,205,47,0,0,0
280,12917,log0,0,0,0,426,343,47
281,15371,log1,207,206,48,0,0,0
282,12947,log0,0,0,0,427,344,48
283,15401,log1,208,207,48,0,0,0
284,12977,log0,0,0,0,428,345,48
285,15431,log1,208,207,48,0,0,0
286,15461,log1,209,208,48,0,0,0
287,13007,log0,0,0,0,429,346,48
288,13037,log0,0,0,0,430,347,48
289,15491,log1,209,208,48,0,0,0
290,13067,log0,0,0,0,431,348,48
291,15521,log1,210,209,48,0,0,0
292,13097,log0,0,0,0,432,349,48
293,15551,log1,211,210,49,0,0,0
294,13127,log0,0,0,0,433,350,48
295,15581,log1,211,210,49,0,0,0
296,13157,log0,0,0,0,434,351,49
297,15611,log1,212,211,49,0,0,0
298,13187,log0,0,0,0,435,352,49
299,15641,log1,212,211,49,0,0,0
300,15671,log1,213,212,49,0,0,0
301,13217,log0,0,0,0,436,353,49
302,13247,log0,0,0,0,437,354,49
303,15701,log1,214,213,49,0,0,0
304,15731,log1,214,213,49,0,0,0
305,13277,log0,0,0,0,438,355,49
306,13307,log0,0,0,0,439,356,49
307,15761,log1,215,214,50,0,0,0
308,13337,log0,0,0,0,440,357,49
309,15791,log1,215,214,50,0,0,0
310,13367,log0,0,0,0,441,358,50
311,15821,log1,216,215,50,0,0,0
312,13397,log0,0,0,0,442,359,50
313,15851,log1,217,216,50,0,0,0
314,13427,log0,0,0,0,443,360,50
315,15881,log1,217,216,50,0,0,0
316,15911,log1,218,217,50,0,0,0
317,13457,log0,0,0,0,444,361,50
318,15941,log1,218,217,50,0,0,0
319,13487,log0,0,0,0,445,362,50
320,15971,log1,219,218,51,0,0,0
321,13517,log0,0,0,0,446,363,50
322,13547,log0,0,0,0,447,364,50
323,16001,log1,220,219,51,0,0,0
324,13577,log0,0,0,0,448,365,51
325,16031,log1,220,219,51,0,0,0
326,16061,log1,221,220,51,0,0,0
327,13607,log0,0,0,0,449,366,51
328,13637,log0,0,0,0,450,367,51
329,16091,log1,221,220,51,0,0,0
330,13667,log0,0,0,0,451,368,51
331,16121,log1,222,221,51,0,0,0
332,13697,log0,0,0,0,452,369,51
333,16151,log1,223,222,52,0,0,0
334,16181,log1,223,222,52,0,0,0
335,13727,log0,0,0,0,453,370,51
336,16211,log1,224,223,52,0,0,0
337,13757,log0,0,0,0,454,371,51
338,13787,log0,0,0,0,455,372,52
339,16241,log1,224,223,52,0,0,0
340,13817,log0,0,0,0,456,373,52
341,16271,log1,225,224,52,0,0,0
342,13847,log0,0,0,0,457,374,52
343,16301,log1,226,225,52,0,0,0
344,16331,log1,226,225,52,0,0,0
345,13877,log0,0,0,0,458,375,52
346,13907,log0,0,0,0,459,376,52
347,16361,log1,227,226,53,0,0,0
348,13937,log0,0,0,0,460,377,52
349,16391,log1,227,226,53,0,0,0
350,16421,log1,228,227,53,0,0,0
351,13967,log0,0,0,0,461,378,52
352,16451,log1,229,228,53,0,0,0
353,13997,log0,0,0,0,462,379,53
354,16481,log1,229,228,53,0,0,0
355,14027,log0,0,0,0,463,380,53
356,14057,log0,0,0,0,464,381,53
357,16511,log1,230,229,53,0,0,0
358,14087,log0,0,0,0,465,382,53
359,16541,log1,230,229,53,0,0,0
360,16571,log1,231,230,54,0,0,0
361,14117,log0,0,0,0,466,383,53
362,16601,log1,232,231,54,0,0,0
363,14147,log0,0,0,0,467,384,53
364,14177,log0,0,0,0,468,385,53
365,16631,log1,232,231,54,0,0,0
366,14207,log0,0,0,0,469,386,54
367,16661,log1,233,232,54,0,0,0
368,14237,log0,0,0,0,470,387,54
369,16691,log1,233,232,54,0,0,0
370,14267,log0,0,0,0,471,388,54
371,16721,log1,234,233,54,0,0,0
372,14297,log0,0,0,0,472,389,54
373,16751,log1,235,234,55,0,0,0
374,14327,log0,0,0,0,473,390,54
375,16781,log1,235,234,55,0,0,0
376,14357,log0,0,0,0,474,391,54
377,16811,log1,236,235,55,0,0,0
378,16841,log1,236,235,55,0,0,0
379,14387,log0,0,0,0,475,392,54
380,16871,log1,237,236,55,0,0,0
381,14417,log0,0,0,0,476,393,55
382,14447,log0,0,0,0,477,394,55
383,16901,log1,238,237,55,0,0,0
384,14477,log0,0,0,0,478,395,55
385,16931,log1,238,237,55,0,0,0
386,14507,log0,0,0,0,479,396,55
387,16961,log1,239,238,56,0,0,0
388,14537,log0,0,0,0,480,397,55
389,16991,log1,239,238,56,0,0,0
390,14567,log0,0,0,0,481,398,55
391,17021,log1,240,239,56,0,0,0
392,14597,log0,0,0,0,482,399,55
393,17051,log1,241,240,56,0,0,0
394,14627,log0,0,0,0,483,400,56
395,17081,log1,241,240,56,0,0,0
396,17111,log1,242,241,56,0,0,0
397,14657,log0,0,0,0,484,401,56
398,14687,log0,0,0,0,485,402,56
399,17141,log1,242,241,56,0,0,0
400,17171,log1,243,242,57,0,0,0
401,14717,log0,0,0,0,486,403,56
402,17201,log1,244,243,57,0,0,0
403,14747,log0,0,0,0,487,404,56
404,17231,log1,244,243,57,0,0,0
405,14777,log0,0,0,0,488,405,56
406,17261,log1,245,244,57,0,0,0
407,14807,log0,0,0,0,489,406,56
408,17291,log1,245,244,57,0,0,0
409,14837,log0,0,0,0,490,407,57
410,17321,log1,246,245,57,0,0,0
411,14867,log0,0,0,0,491,408,57
412,17351,log1,247,246,58,0,0,0
413,14897,log0,0,0,0,492,409,57
414,17381,log1,247,246,58,0,0,0
415,14927,log0,0,0,0,493,410,57
416,17411,log1,248,247,58,0,0,0
417,14957,log0,0,0,0,494,411,57
418,17441,log1,248,247,58,0,0,0
419,14987,log0,0,0,0,495,412,57
420,17471,log1,249,248,58,0,0,0
421,15017,log0,0,0,0,496,413,57
422,17501,log1,250,249,58,0,0,0
423,15047,log0,0,0,0,497,414,58
424,17531,log1,250,249,58,0,0,0
425,15077,log0,0,0,0,498,415,58
426,17561,log1,251,250,59,0,0,0
427,15107,log0,0,0,0,499,416,58
428,17591,log1,251,250,59,0,0,0
429,15137,log0,0,0,0,500,417,58
430,15167,log0,0,0,0,501,418,58
431,17621,log1,252,251,59,0,0,0
432,15197,log0,0,0,0,502,419,58
433,17651,log1,253,252,59,0,0,0
434,15227,log0,0,0,0,503,420,58
435,17681,log1,253,252,59,0,0,0
436,15257,log0,0,0,0,504,421,59
437,17711,log1,254,253,59,0,0,0
438,15287,log0,0,0,0,505,422,59
439,17741,log1,254,253,59,0,0,0
440,17771,log1,255,254,60,0,0,0
441,15317,log0,0,0,0,506,423,59
442,15347,log0,0,0,0,507,424,59
443,17801,log1,256,255,60,0,0,0
444,17831,log1,256,255,60,0,0,0
445,15377,log0,0,0,0,508,425,59
446,17861,log1,257,256,60,0,0,0
447,15407,log0,0,0,0,509,426,59
448,17891,log1,257,256,60,0,0,0
449,15437,log0,0,0,0,510,427,59
450,15467,log0,0,0,0,511,428,60
451,17921,log1,258,257,60,0,0,0
452,15497,log0,0,0,0,512,429,60
453,17951,log1,259,258,61,0,0,0
454,15527,log0,0,0,0,513,430,60
455,17981,log1,259,258,61,0,0,0
456,18011,log1,260,259,61,0,0,0
457,15557,log0,0,0,0,514,431,60
458,15587,log0,0,0,0,515,432,60
459,18041,log1,260,259,61,0,0,0
460,15617,log0,0,0,0,516,433,60
461,18071,log1,261,260,61,0,0,0
462,18101,log1,262,261,61,0,0,0
463,15647,log0,0,0,0,517,434,60
464,15677,log0,0,0,0,518,435,61
465,18131,log1,262,261,61,0,0,0
466,18161,log1,263,262,62,0,0,0
467,15707,log0,0,0,0,519,436,61
468,15737,log0,0,0,0,520,437,61
469,18191,log1,263,262,62,0,0,0
470,15767,log0,0,0,0,521,438,61
471,18221,log1,264,263,62,0,0,0
472,18251,log1,265,264,62,0,0,0
473,15797,log0,0,0,0,522,439,61
474,18281,log1,265,264,62,0,0,0
475,15827,log0,0,0,0,523,440,61
476,18311,log1,266,265,62,0,0,0
477,15857,log0,0,0,0,524,441,61
478,18341,log1,266,265,62,0,0,0
479,15887,log0,0,0,0,525,442,62
480,15917,log0,0,0,0,526,443,62
481,18371,log1,267,266,63,0,0,0
482,15947,log0,0,0,0,527,444,62
483,18401,log1,268,267,63,0,0,0
484,18431,log1,268,267,63,0,0,0
485,15977,log0,0,0,0,528,445,62
486,18461,log1,269,268,63,0,0,0
487,16007,log0,0,0,0,529,446,62
488,16037,log0,0,0,0,530,447,62
489,18491,log1,269,268,63,0,0,0
490,16067,log0,0,0,0,531,448,62
491,18521,log1,270,269,63,0,0,0
492,16097,log0,0,0,0,532,449,63
493,18551,log1,271,270,64,0,0,0
494,16127,log0,0,0,0,533,450,63
495,18581,log1,271,270,64,0,0,0
496,16157,log0,0,0,0,534,451,63
497,18611,log1,272,271,64,0,0,0
498,16187,log0,0,0,0,535,452,63
499,18641,log1,272,271,64,0,0,0
500,16217,log0,0,0,0,536,453,63
501,18671,log1,273,272,64,0,0,0
502,18701,log1,274,273,64,0,0,0
503,16247,log0,0,0,0,537,454,63
504,18731,log1,274,273,64,0,0,0
505,16277,log0,0,0,0,538,455,63
506,16307,log0,0,0,0,539,456,64
507,18761,log1,275,274,64,0,0,0
508,18791,log1,275,274,64,0,0,0
509,16337,log0,0,0,0,540,457,64
510,16367,log0,0,0,0,541,458,64
511,18821,log1,276,275,64,0,0,0
512,16397,log0,0,0,0,542,459,64
513,18851,log1,277,276,64,0,0,0
514,16427,log0,0,0,0,543,460,64
515,18881,log1,277,276,64,0,0,0
516,18911,log1,278,277,64,0,0,0
517,16457,log0,0,0,0,544,461,64
518,18941,log1,278,277,64,0,0,0
519,16487,log0,0,0,0,545,462,64
520,18971,log1,279,278,65,0,0,0
521,16517,log0,0,0,0,546,463,65
522,19001,log1,280,279,65,0,0,0
523,16547,log0,0,0,0,547,464,65
524,19031,log1,280,279,65,0,0,0
525,16577,log0,0,0,0,548,465,65
526,16607,log0,0,0,0,549,466,65
527,19061,log1,281,280,65,0,0,0
528,16637,log0,0,0,0,550,467,65
529,19091,log1,281,280,65,0,0,0
530,16667,log0,0,0,0,551,468,65
531,19121,log1,282,281,65,0,0,0
532,19151,log1,283,282,66,0,0,0
533,16697,log0,0,0,0,552,469,65
534,16727,log0,0,0,0,553,470,66
535,19181,log1,283,282,66,0,0,0
536,19211,log1,284,283,66,0,0,0
537,16757,log0,0,0,0,554,471,66
538,19241,log1,284,283,66,0,0,0
539,16787,log0,0,0,0,555,472,66
540,19271,log1,285,284,66,0,0,0
541,16817,log0,0,0,0,556,473,66
542,16847,log0,0,0,0,557,474,66
543,19301,log1,286,285,66,0,0,0
544,19331,log1,286,285,66,0,0,0
545,16877,log0,0,0,0,558,475,66
546,19361,log1,287,286,67,0,0,0
547,16907,log0,0,0,0,559,476,66
548,16937,log0,0,0,0,560,477,67
549,19391,log1,287,286,67,0,0,0
550,16967,log0,0,0,0,561,478,67
551,19421,log1,288,287,67,0,0,0
552,16997,log0,0,0,0,562,479,67
553,19451,log1,289,288,67,0,0,0
554,17027,log0,0,0,0,563,480,67
555,19481,log1,289,288,67,0,0,0
556,19511,log1,290,289,67,0,0,0
557,17057,log0,0,0,0,564,481,67
558,17087,log0,0,0,0,565,482,67
559,19541,log1,290,289,67,0,0,0
560,17117,log0,0,0,0,566,483,67
561,19571,log1,291,290,68,0,0,0
562,17147,log0,0,0,0,567,484,68
563,19601,log1,292,291,68,0,0,0
564,19631,log1,292,291,68,0,0,0
565,17177,log0,0,0,0,568,485,68
566,19661,log1,293,292,68,0,0,0
567,17207,log0,0,0,0,569,486,68
568,17237,log0,0,0,0,570,487,68
569,19691,log1,293,292,68,0,0,0
570,19721,log1,294,293,68,0,0,0
571,17267,log0,0,0,0,571,488,68
572,19751,log1,295,294,69,0,0,0
573,17297,log0,0,0,0,572,489,68
574,19781,log1,295,294,69,0,0,0
575,17327,log0,0,0,0,573,490,68
576,19811,log1,296,295,69,0,0,0
577,17357,log0,0,0,0,574,491,69
578,19841,log1,296,295,69,0,0,0
579,17387,log0,0,0,0,575,492,69
580,17417,log0,0,0,0,576,493,69
581,19871,log1,297,296,69,0,0,0
582,17447,log0,0,0,0,577,494,69
583,19901,log1,298,297,69,0,0,0
584,17477,log0,0,0,0,578,495,69
585,19931,log1,298,297,69,0,0,0
586,19961,log1,299,298,70,0,0,0
587,17507,log0,0,0,0,579,496,69
588,19991,log1,299,298,70,0,0,0
589,17537,log0,0,0,0,580,497,69
590,20021,log1,300,299,70,0,0,0
591,17567,log0,0,0,0,581,498,70
592,20051,log1,301,300,70,0,0,0
593,17597,log0,0,0,0,582,499,70
594,20081,log1,301,300,70,0,0,0
595,17627,log0,0,0,0,583,500,70
596,20111,log1,302,301,70,0,0,0
597,17657,log0,0,0,0,584,501,70
598,17687,log0,0,0,0,585,502,70
599,20141,log1,302,301,70,0,0,0
600,20171,log1,303,302,71,0,0,0
601,17717,log0,0,0,0,586,503,70
602,20201,log1,304,303,71,0,0,0
603,17747,log0,0,0,0,587,504,70
604,20231,log1,304,303,71,0,0,0
605,17777,log0,0,0,0,588,505,71
606,20261,log1,305,304,71,0,0,0
607,17807,log0,0,0,0,589,506,71
608,17837,log0,0,0,0,590,507,71
609,20291,log1,305,304,71,0,0,0
610,17867,log0,0,0,0,591,508,71
611,20321,log1,306,305,71,0,0,0
612,17897,log0,0,0,0,592,509,71
613,20351,log1,307,306,72,0,0,0
614,17927,log0,0,0,0,593,510,71
615,20381,log1,307,306,72,0,0,0
616,17957,log0,0,0,0,594,511,71
617,20411,log1,308,307,72,0,0,0
618,17987,log0,0,0,0,595,512,72
619,20441,log1,308,307,72,0,0,0
620,18017,log0,0,0,0,596,513,72
621,20471,log1,309,308,72,0,0,0
622,20501,log1,310,309,72,0,0,0
623,18047,log0,0,0,0,597,514,72
624,20531,log1,310,309,72,0,0,0
625,18077,log0,0,0,0,598,515,72
626,18107,log0,0,0,0,599,516,72
627,20561,log1,311,310,73,0,0,0
628,20591,log1,311,310,73,0,0,0
629,18137,log0,0,0,0,600,517,72
630,20621,log1,312,311,73,0,0,0
631,18167,log0,0,0,0,601,518,72
632,20651,log1,313,312,73,0,0,0
633,18197,log0,0,0,0,602,519,73
634,18227,log0,0,0,0,603,520,73
635,20681,log1,313,312,73,0,0,0
636,20711,log1,314,313,73,0,0,0
637,18257,log0,0,0,0,604,521,73
638,18287,log0,0,0,0,605,522,73
639,20741,log1,314,313,73,0,0,0
640,18317,log0,0,0,0,606,523,73
641,20771,log1,315,314,74,0,0,0
642,20801,log1,316,315,74,0,0,0
643,18347,log0,0,0,0,607,524,73
644,18377,log0,0,0,0,608,525,73
645,20831,log1,316,315,74,0,0,0
646,18407,log0,0,0,0,609,526,74
647,20861,log1,317,316,74,0,0,0
648,20891,log1,317,316,74,0,0,0
649,18437,log0,0,0,0,610,527,74
650,20921,log1,318,317,74,0,0,0
651,18467,log0,0,0,0,611,528,74
652,20951,log1,319,318,75,0,0,0
653,18497,log0,0,0,0,612,529,74
654,20981,log1,319,318,75,0,0,0
655,18527,log0,0,0,0,613,530,74
656,21011,log1,320,319,75,0,0,0
657,18557,log0,0,0,0,614,531,74
658,21041,log1,320,319,75,0,0,0
659,18587,log0,0,0,0,615,532,74
660,18617,log0,0,0,0,616,533,75
661,21071,log1,321,320,75,0,0,0
662,21101,log1,322,321,75,0,0,0
663,18647,log0,0,0,0,617,534,75
664,21131,log1,322,321,75,0,0,0
665,18677,log0,0,0,0,618,535,75
666,21161,log1,323,322,76,0,0,0
667,18707,log0,0,0,0,619,536,75
668,21191,log1,323,322,76,0,0,0
669,18737,log0,0,0,0,620,537,75
670,21221,log1,324,323,76,0,0,0
671,18767,log0,0,0,0,621,538,75
672,21251,log1,325,324,76,0,0,0
673,18797,log0,0,0,0,622,539,75
674,21281,log1,325,324,76,0,0,0
675,18827,log0,0,0,0,623,540,76
676,21311,log1,326,325,76,0,0,0
677,18857,log0,0,0,0,624,541,76
678,18887,log0,0,0,0,625,542,76
679,21341,log1,326,325,76,0,0,0
680,21371,log1,327,326,77,0,0,0
681,18917,log0,0,0,0,626,543,76
682,21401,log1,328,327,77,0,0,0
683,18947,log0,0,0,0,627,544,76
684,18977,log0,0,0,0,628,545,76
685,21431,log1,328,327,77,0,0,0
686,19007,log0,0,0,0,629,546,76
687,21461,log1,329,328,77,0,0,0
688,19037,log0,0,0,0,630,547,77
689,21491,log1,329,328,77,0,0,0
690,19067,log0,0,0,0,631,548,77
691,21521,log1,330,329,77,0,0,0
692,19097,log0,0,0,0,632,549,77
693,21551,log1,331,330,78,0,0,0
694,21581,log1,331,330,78,0,0,0
695,19127,log0,0,0,0,633,550,77
