recvSeq1,recvNum1,compute1num1,compute2num1,timestamp
58,148,97,0,16237.0
60,150,99,0,16297.0
60,150,99,0,16357.0
60,150,99,0,16417.0
60,150,99,0,16477.0
63,151,99,0,16537.0
64,152,100,0,16597.0
64,152,100,0,16657.0
65,153,101,0,16717.0
66,154,102,0,16777.0
67,155,103,0,16837.0
68,156,104,0,16897.0
69,157,105,0,16957.0
70,158,105,0,17017.0
71,159,106,0,17077.0
71,159,106,0,17137.0
73,160,106,0,17197.0
74,161,107,0,17257.0
75,162,108,0,17317.0
75,162,108,0,17377.0
75,162,108,0,17437.0
78,163,108,0,17497.0
79,164,109,0,17557.0
79,164,109,0,17617.0
81,166,111,0,17677.0
82,167,111,0,17737.0
83,168,112,0,17797.0
84,169,113,0,17857.0
86,171,114,0,17917.0
87,172,115,0,17977.0
88,173,116,0,18037.0
89,174,116,0,18097.0
91,175,117,0,18157.0
91,175,117,0,18217.0
93,176,117,0,18277.0
94,177,118,0,18337.0
95,178,119,0,18397.0
96,179,120,0,18457.0
97,180,121,0,18517.0
97,180,121,0,18577.0
98,181,122,0,18637.0
99,182,123,0,18697.0
100,183,124,0,18757.0
100,183,124,0,18817.0
102,184,124,0,18877.0
103,185,125,0,18937.0
103,185,125,0,18997.0
105,186,125,0,19057.0
106,187,126,0,19117.0
106,187,126,0,19177.0
106,187,126,0,19237.0
108,188,126,0,19297.0
109,189,127,0,19357.0
110,190,128,0,19417.0
111,191,129,0,19477.0
112,192,130,0,19537.0
112,192,130,0,19597.0
112,192,130,0,19657.0
115,193,130,0,19717.0
116,194,131,0,19777.0
117,195,132,0,19837.0
117,195,132,0,19897.0
118,196,133,0,19957.0
119,197,134,0,20017.0
120,198,135,0,20077.0
120,198,135,0,20137.0
122,200,137,0,20197.0
123,201,138,0,20257.0
123,201,138,0,20317.0
125,202,138,0,20377.0
126,203,139,0,20437.0
127,204,140,0,20497.0
128,205,141,0,20557.0
129,206,142,0,20617.0
129,206,142,0,20677.0
130,207,143,0,20737.0
131,208,144,0,20797.0
133,209,144,0,20857.0
133,209,144,0,20917.0
134,210,144,0,20977.0
135,211,145,0,21037.0
136,212,146,0,21097.0
138,213,146,0,21157.0
138,213,146,0,21217.0
139,214,147,0,21277.0
141,216,149,0,21337.0
141,216,149,0,21397.0
141,216,149,0,21457.0
144,218,149,0,21517.0
145,219,150,0,21577.0
145,219,150,0,21637.0
147,221,152,0,21697.0
147,221,152,0,21757.0
149,223,153,0,21817.0
150,224,153,0,21877.0
151,225,154,0,21937.0
153,226,154,0,21997.0
153,226,154,0,22057.0
153,226,154,0,22117.0
153,226,154,0,22177.0
156,227,154,0,22237.0
156,227,154,0,22297.0
159,229,155,0,22357.0
160,230,155,0,22417.0
161,231,156,0,22477.0
161,231,156,0,22537.0
162,232,157,0,22597.0
162,232,157,0,22657.0
165,234,157,0,22717.0
165,234,157,0,22777.0
166,235,158,0,22837.0
167,236,159,0,22897.0
168,237,159,0,22957.0
170,239,160,0,23017.0
170,239,160,0,23077.0
170,239,160,0,23137.0
172,240,160,0,23197.0
173,241,161,0,23257.0
174,242,162,0,23317.0
175,243,162,0,23377.0
177,245,164,0,23437.0
177,245,164,0,23497.0
177,245,164,0,23557.0
177,245,164,0,23617.0
181,246,164,0,23677.0
181,246,164,0,23737.0
182,247,165,0,23797.0
183,248,166,0,23857.0
185,250,167,0,23917.0
186,251,168,0,23977.0
186,251,168,0,24037.0
188,252,168,0,24097.0
189,253,169,0,24157.0
190,254,170,0,24217.0
191,255,171,0,24277.0
191,255,171,0,24337.0
192,256,171,0,24397.0
193,257,172,0,24457.0
193,257,172,0,24517.0
195,258,172,0,24577.0
196,259,172,0,24637.0
196,259,172,0,24697.0
197,260,173,0,24757.0
198,261,174,0,24817.0
200,263,175,0,24877.0
201,264,176,0,24937.0
202,265,176,0,24997.0
203,266,177,0,25057.0
204,267,178,0,25117.0
206,269,180,0,25177.0
207,270,180,0,25237.0
208,271,181,0,25297.0
208,271,181,0,25357.0
210,273,183,0,25417.0
211,274,184,0,25477.0
213,276,185,0,25537.0
213,276,185,0,25597.0
214,277,186,0,25657.0
214,277,186,0,25717.0
214,277,186,0,25777.0
214,277,186,0,25837.0
219,279,186,0,25897.0
220,280,187,0,25957.0
220,280,187,0,26017.0
223,281,187,0,26077.0
224,282,188,0,26137.0
225,283,189,0,26197.0
226,284,189,0,26257.0
228,286,191,0,26317.0
228,286,191,0,26377.0
229,287,192,0,26437.0
230,288,193,0,26497.0
231,289,194,0,26557.0
231,289,194,0,26617.0
232,290,195,0,26677.0
233,291,196,0,26737.0
233,291,196,0,26797.0
234,292,197,0,26857.0
234,292,197,0,26917.0
236,293,197,0,26977.0
236,293,197,0,27037.0
236,293,197,0,27097.0
239,294,197,0,27157.0
239,294,197,0,27217.0
