,timestamp,logNumber,Statistic.recvSeq3,Statistic.recvNum3,Statistic.compute1num3,Statistic.compute2num3,Statistic.dist3,UAV0x,UAV0y,UAV0z,distance_3_to_1,Statistic.recvSeq1,Statistic.recvNum1,Statistic.compute1num1,Statistic.compute2num1,Statistic.dist1
307,82108,1,,,,,,0.9708159,0.8134598,0.62463236,1.4122202227440248,1519.0,530.0,524.0,0.0,180.0
308,230248,0,531.0,1277.0,1261.0,2.0,176.0,0.9745761,0.8195876,0.62497425,1.4184904772965656,,,,,
309,230348,0,532.0,1278.0,1262.0,2.0,186.0,1.0071163,0.8625861,0.6217511,1.4645519764939388,,,,,
310,82208,1,,,,,,1.0108615,0.8689716,0.6224953,1.4712080113884956,1520.0,531.0,525.0,0.0,186.0
311,82308,1,,,,,,1.0504409,0.92238754,0.620717,1.5295471405492895,1520.0,531.0,525.0,0.0,186.0
312,230448,0,533.0,1279.0,1263.0,2.0,192.0,1.0540748,0.9274287,0.62069666,1.5350771942326693,,,,,
313,230548,0,533.0,1279.0,1263.0,2.0,192.0,1.0836715,0.96857715,0.6205567,1.580372150682707,,,,,
314,82408,1,,,,,,1.0864105,0.9726506,0.62078804,1.584839038085311,1521.0,532.0,526.0,0.0,196.0
315,230648,0,534.0,1280.0,1264.0,2.0,208.0,1.1032633,0.9964976,0.61694896,1.6096034450851624,,,,,
316,82508,1,,,,,,1.1046767,0.99906814,0.6167024,1.6120699849903688,1522.0,533.0,527.0,0.0,211.0
317,82608,1,,,,,,1.1120007,1.0101913,0.60715854,1.62039302818456,1522.0,533.0,527.0,0.0,211.0
318,230748,0,535.0,1281.0,1265.0,2.0,216.0,1.111774,1.0114565,0.60694295,1.6209458140921966,,,,,
319,82708,1,,,,,,1.1080885,1.0070555,0.5952528,1.611318355128211,1523.0,534.0,528.0,0.0,213.0
320,230848,0,535.0,1281.0,1265.0,2.0,216.0,1.1074015,1.0053633,0.59359026,1.6091746059769743,,,,,
321,82808,1,,,,,,1.096986,0.9920458,0.58882165,1.5919309812827276,1524.0,535.0,529.0,0.0,214.0
322,230948,0,536.0,1282.0,1266.0,2.0,214.0,1.0957539,0.990231,0.58876944,1.5899319056934462,,,,,
323,82908,1,,,,,,1.0829995,0.97433114,0.59207577,1.572502060540459,1524.0,535.0,529.0,0.0,214.0
324,231048,0,537.0,1283.0,1267.0,2.0,215.0,1.0816995,0.9723023,0.59246635,1.5704973625442848,,,,,
325,83008,1,,,,,,1.0704244,0.9578028,0.6007124,1.5569361057232325,1525.0,536.0,530.0,0.0,210.0
326,231148,0,537.0,1283.0,1267.0,2.0,215.0,1.0697421,0.9557677,0.60100037,1.5553267977459284,,,,,
327,83108,1,,,,,,1.0618275,0.9452533,0.6088606,1.5465098755737796,1526.0,537.0,531.0,0.0,210.0
328,231248,0,538.0,1284.0,1268.0,2.0,211.0,1.0611767,0.94442886,0.60964465,1.5458681617624423,,,,,
329,231348,0,539.0,1285.0,1269.0,2.0,211.0,-0.11484396,-0.88325125,0.69024986,1.126839285066931,,,,,
330,83208,1,,,,,,-0.114841916,-0.8832468,0.69019556,1.1268023121473822,1526.0,537.0,531.0,0.0,210.0
331,83308,1,,,,,,1.0549432,0.94046247,0.61470735,1.5411813482305325,1527.0,538.0,532.0,0.0,210.0
332,231448,0,539.0,1285.0,1269.0,2.0,211.0,1.0549607,0.94073564,0.6144635,1.5412628201133594,,,,,
333,83408,1,,,,,,1.05661,0.9441471,0.6109218,1.5430696284893932,1528.0,539.0,533.0,0.0,207.0
334,231548,0,540.0,1286.0,1270.0,2.0,210.0,1.0568893,0.9447489,0.610523,1.5434713286186137,,,,,
335,83508,1,,,,,,1.0600106,0.9508259,0.6073729,1.54809371002837,1528.0,539.0,533.0,0.0,207.0
336,231648,0,541.0,1287.0,1271.0,2.0,210.0,1.0603958,0.951496,0.6070108,1.5486271557697517,,,,,
337,231748,0,541.0,1287.0,1271.0,2.0,210.0,1.0636476,0.95761436,0.6056659,1.5540922598833544,,,,,
338,83608,1,,,,,,1.0645137,0.95868844,0.6049401,1.5550644512198166,1529.0,540.0,534.0,0.0,209.0
339,83708,1,,,,,,1.068024,0.96427715,0.60446066,1.5607301023929427,1530.0,541.0,535.0,0.0,209.0
340,231848,0,542.0,1288.0,1272.0,2.0,212.0,1.0684756,0.96446586,0.6040603,1.5610007500274672,,,,,
341,83808,1,,,,,,1.0706345,0.9671257,0.60500383,1.5644871313540678,1530.0,541.0,535.0,0.0,209.0
342,231948,0,543.0,1289.0,1273.0,2.0,210.0,1.0706915,0.966633,0.6049966,1.5642188232878935,,,,,
343,83908,1,,,,,,1.0679972,0.9629729,0.6079921,1.5612780762592375,1531.0,542.0,536.0,0.0,210.0
344,232048,0,543.0,1289.0,1273.0,2.0,210.0,1.0670328,0.9625608,0.6092492,1.5608545173943382,,,,,
345,84008,1,,,,,,1.0544661,0.94221514,0.60921395,1.5397434297168593,1532.0,543.0,537.0,0.0,210.0
346,232148,0,544.0,1290.0,1274.0,2.0,211.0,1.0524782,0.93890864,0.6088247,1.536205473350966,,,,,
347,84108,1,,,,,,1.0274569,0.9025428,0.60543346,1.4955938211854398,1532.0,543.0,537.0,0.0,210.0
348,232248,0,545.0,1291.0,1275.0,2.0,211.0,1.0239235,0.8977318,0.60506284,1.4901150160378853,,,,,
349,84208,1,,,,,,0.9881778,0.84402794,0.5980388,1.4305694225149843,1533.0,544.0,538.0,0.0,208.0
350,232348,0,545.0,1291.0,1275.0,2.0,211.0,0.98379403,0.83701676,0.597009,1.4229783937091527,,,,,
351,84308,1,,,,,,0.9399776,0.7721104,0.5937135,1.353590810630158,1534.0,545.0,539.0,0.0,197.0
352,232448,0,546.0,1292.0,1276.0,2.0,207.0,0.9351448,0.7637077,0.5929071,1.3450962811105553,,,,,
353,84408,1,,,,,,0.8883361,0.69017774,0.5938553,1.2720654540661671,1534.0,545.0,539.0,0.0,197.0
354,232548,0,547.0,1293.0,1277.0,2.0,195.0,0.87768275,0.6748619,0.5966459,1.257677190907449,,,,,
355,84508,1,,,,,,0.83118427,0.5994197,0.60450155,1.1897871230395114,1535.0,546.0,540.0,0.0,183.0
356,232648,0,547.0,1293.0,1277.0,2.0,195.0,0.8262176,0.5909406,0.60541344,1.1825276846387556,,,,,
357,232748,0,548.0,1294.0,1278.0,2.0,181.0,0.7817905,0.52015126,0.6179075,1.1240833674555373,,,,,
358,84608,1,,,,,,0.77694076,0.5122252,0.61900026,1.1176640517850716,1536.0,547.0,541.0,0.0,172.0
359,84708,1,,,,,,0.73989403,0.4512079,0.6274608,1.0699246615381774,1536.0,547.0,541.0,0.0,172.0
360,232848,0,549.0,1295.0,1279.0,2.0,164.0,0.7353469,0.44405437,0.62863183,1.064470450567451,,,,,
361,84808,1,,,,,,0.695772,0.378732,0.63460946,1.0150200774238303,1537.0,548.0,542.0,0.0,155.0
362,232948,0,549.0,1295.0,1279.0,2.0,164.0,0.69142556,0.3719805,0.6353718,1.0100178815008718,,,,,
363,233048,0,550.0,1296.0,1280.0,2.0,147.0,0.6534406,0.3092077,0.6373897,0.9637736620906933,,,,,
364,84908,1,,,,,,0.64924634,0.30269462,0.63775647,0.9591027821715961,1538.0,549.0,543.0,0.0,142.0
365,85008,1,,,,,,0.6116752,0.2428631,0.6384038,0.9168906252726015,1538.0,549.0,543.0,0.0,142.0
366,233148,0,551.0,1297.0,1281.0,2.0,139.0,0.60786736,0.2357867,0.6382833,0.91241639896777,,,,,
367,85108,1,,,,,,0.5996491,0.22089949,0.63675904,0.9021295214554887,1539.0,550.0,544.0,0.0,133.0
368,233248,0,551.0,1297.0,1281.0,2.0,139.0,0.56220114,0.16229552,0.6382698,0.8659089299840934,,,,,
369,85208,1,,,,,,0.52861166,0.10688549,0.6376038,0.8351008478853544,1540.0,551.0,545.0,0.0,118.0
370,233348,0,552.0,1298.0,1282.0,2.0,123.0,0.52435786,0.10048431,0.6382004,0.8320745223561463,,,,,
371,233448,0,553.0,1299.0,1283.0,2.0,111.0,-0.11483715,-0.8832626,0.69022006,1.1268292127171198,,,,,
372,85308,1,,,,,,-0.1147959,-0.8831912,0.6898546,1.126545269068487,1540.0,551.0,545.0,0.0,118.0
373,233548,0,553.0,1299.0,1283.0,2.0,111.0,0.4445657,-0.02732713,0.6423628,0.7816747266112507,,,,,
374,85408,1,,,,,,0.44115385,-0.032377288,0.6425756,0.7801079676929047,1541.0,552.0,546.0,0.0,104.0
375,233648,0,554.0,1300.0,1284.0,2.0,99.0,0.4195849,-0.068280146,0.64173263,0.7697625861929284,,,,,
376,85508,1,,,,,,0.41747868,-0.071896866,0.6413055,0.7685898518846048,1542.0,553.0,547.0,0.0,92.0
377,233748,0,555.0,1301.0,1285.0,2.0,89.0,0.40361133,-0.092440695,0.63598055,0.7588930392151625,,,,,
378,85608,1,,,,,,0.4027639,-0.094401635,0.6346028,0.7575296200660278,1542.0,553.0,547.0,0.0,92.0
379,85708,1,,,,,,0.39972222,-0.102022395,0.62298554,0.7471930180870349,1543.0,554.0,548.0,0.0,83.0
380,233848,0,555.0,1301.0,1285.0,2.0,89.0,0.39989573,-0.10190155,0.6219918,0.7464411130604776,,,,,
381,85808,1,,,,,,0.40397748,-0.09573086,0.61570007,0.7425959714375652,1544.0,555.0,549.0,0.0,80.0
382,233948,0,556.0,1302.0,1286.0,2.0,82.0,0.4047424,-0.09514602,0.615046,0.7423952989301773,,,,,
383,85908,1,,,,,,0.41345543,-0.086326,0.6142755,0.7454743302722681,1544.0,555.0,549.0,0.0,80.0
384,234048,0,557.0,1303.0,1287.0,2.0,80.0,0.41468292,-0.085849345,0.61398697,0.7458632824870522,,,,,
385,86008,1,,,,,,0.42230424,-0.07890725,0.61835706,0.7529493239195639,1545.0,556.0,550.0,0.0,78.0
386,234148,0,557.0,1303.0,1287.0,2.0,80.0,0.42313874,-0.07807232,0.6193781,0.754169010402427,,,,,
387,86108,1,,,,,,0.42815697,-0.07501024,0.62738454,0.7632537546917092,1546.0,557.0,551.0,0.0,85.0
388,234248,0,558.0,1304.0,1288.0,2.0,84.0,0.4284203,-0.07493066,0.62824804,0.7641034985171772,,,,,
389,86208,1,,,,,,0.42895412,-0.07755944,0.63443995,0.7697604509938986,1546.0,557.0,551.0,0.0,85.0
390,234348,0,559.0,1305.0,1289.0,2.0,87.0,0.42869532,-0.07827779,0.63484114,0.7700197197482164,,,,,
391,86308,1,,,,,,0.4272354,-0.08270877,0.63723904,0.771650449133179,1547.0,558.0,552.0,0.0,87.0
392,234448,0,559.0,1305.0,1289.0,2.0,87.0,0.4259411,-0.08507857,0.63821447,0.7719986398232686,,,,,
393,86408,1,,,,,,0.4205943,-0.09446242,0.6389566,0.7707712126923137,1548.0,559.0,552.0,0.0,87.0
394,234548,0,560.0,1306.0,1290.0,2.0,89.0,0.41980729,-0.09566215,0.63905656,0.7705729648291418,,,,,
395,86508,1,,,,,,0.4133202,-0.10682447,0.63908803,0.7685561676781207,1548.0,559.0,552.0,0.0,87.0
396,234648,0,561.0,1307.0,1291.0,2.0,87.0,0.41242874,-0.10795697,0.6391261,0.7682671212919748,,,,,
397,86608,1,,,,,,0.40568393,-0.12029894,0.63873285,0.7661794459998422,1549.0,560.0,553.0,0.0,84.0
398,234748,0,561.0,1307.0,1291.0,2.0,87.0,0.40407273,-0.12236819,0.63927764,0.7661100722638913,,,,,
399,86708,1,,,,,,0.39879832,-0.13285244,0.63923854,0.765059326651589,1550.0,561.0,554.0,0.0,81.0
400,234848,0,562.0,1308.0,1292.0,2.0,83.0,0.39794138,-0.13352276,0.63974154,0.7651502525089393,,,,,
401,234948,0,563.0,1309.0,1293.0,2.0,82.0,0.392642,-0.14423595,0.6390496,0.7637775341944635,,,,,
402,86808,1,,,,,,0.39244822,-0.14543124,0.6387411,0.7636465210896697,1550.0,561.0,554.0,0.0,81.0
403,86908,1,,,,,,0.39212787,-0.1487426,0.63880265,0.7641710879250778,1551.0,562.0,555.0,0.0,80.0
404,235048,0,563.0,1309.0,1293.0,2.0,82.0,0.39250466,-0.14805275,0.6392711,0.7646221561293051,,,,,
405,235148,0,564.0,1310.0,1294.0,2.0,80.0,0.40390298,-0.13663231,0.6363666,0.7660081331243329,,,,,
406,87008,1,,,,,,0.4060541,-0.13598901,0.63463765,0.7655964356600067,1552.0,563.0,556.0,0.0,78.0
407,87108,1,,,,,,0.42633465,-0.11090603,0.6288857,0.7678271854084895,1552.0,563.0,556.0,0.0,78.0
408,235248,0,565.0,1311.0,1295.0,2.0,80.0,0.42962968,-0.107259706,0.6277034,0.7681783017362837,,,,,
409,87208,1,,,,,,0.4685865,-0.05627756,0.6179054,0.7775265476514803,1553.0,564.0,557.0,0.0,80.0
410,235348,0,565.0,1311.0,1295.0,2.0,80.0,0.4727944,-0.050021153,0.616943,0.7788808257020584,,,,,
411,87308,1,,,,,,0.5121927,0.00067735126,0.6088834,0.7956637600359184,1554.0,565.0,558.0,0.0,90.0
412,235448,0,566.0,1312.0,1296.0,2.0,84.0,0.517283,0.007780692,0.6083761,0.7986011057835831,,,,,
413,235548,0,567.0,1313.0,1297.0,2.0,95.0,0.5712429,0.07888882,0.6046176,0.8355264005807035,,,,,
414,87408,1,,,,,,0.5766537,0.08509904,0.60369253,0.8391758046601822,1554.0,565.0,558.0,0.0,90.0
415,87508,1,,,,,,0.6257094,0.15076818,0.6080519,0.885421042514183,1555.0,566.0,559.0,0.0,98.0
416,235648,0,567.0,1313.0,1297.0,2.0,95.0,0.6309701,0.15677667,0.607693,0.8899398959574704,,,,,
417,235748,0,568.0,1314.0,1298.0,2.0,106.0,0.6718025,0.21342972,0.6158291,0.9360108785870389,,,,,
418,87608,1,,,,,,0.67675585,0.21955007,0.6162172,0.9412355399852783,1556.0,567.0,560.0,0.0,109.0
419,87708,1,,,,,,0.71969384,0.27964434,0.6258265,0.9938908191076672,1556.0,567.0,560.0,0.0,109.0
420,235848,0,569.0,1315.0,1299.0,2.0,118.0,0.72438514,0.28611434,0.6267965,0.9997345045044308,,,,,
421,87808,1,,,,,,0.7685983,0.3487904,0.63275796,1.054884240514334,1557.0,568.0,561.0,0.0,123.0
422,235948,0,569.0,1315.0,1299.0,2.0,118.0,0.77262825,0.35608566,0.63413453,1.0610739882409104,,,,,
423,87908,1,,,,,,0.8102628,0.41063702,0.63450766,1.1080381458165978,1558.0,569.0,562.0,0.0,138.0
424,236048,0,570.0,1316.0,1300.0,2.0,136.0,0.8144966,0.41585183,0.63355005,1.1125300366582038,,,,,
425,88008,1,,,,,,0.84690523,0.46495062,0.632264,1.1546364534867017,1558.0,569.0,562.0,0.0,138.0
426,236148,0,571.0,1317.0,1301.0,2.0,143.0,0.8510032,0.47046214,0.63132715,1.1593597795264865,,,,,
427,88108,1,,,,,,0.887786,0.5237697,0.6266108,1.2062917221571607,1559.0,570.0,563.0,0.0,147.0
428,236248,0,571.0,1317.0,1301.0,2.0,143.0,0.8919782,0.52945477,0.6258371,1.2114534775041488,,,,,
429,88208,1,,,,,,0.9292641,0.5845898,0.6229877,1.2622958009168928,1560.0,571.0,564.0,0.0,157.0
430,236348,0,572.0,1318.0,1302.0,2.0,156.0,0.93397945,0.5893322,0.62140954,1.2671937088724714,,,,,
431,88308,1,,,,,,0.9725609,0.64419943,0.61939794,1.3208033097471539,1560.0,571.0,564.0,0.0,157.0
432,236448,0,573.0,1319.0,1303.0,2.0,164.0,0.9766177,0.65037847,0.6198016,1.3269997243099017,,,,,
433,88408,1,,,,,,1.0118985,0.6987019,0.6206128,1.3774190458987945,1561.0,572.0,565.0,0.0,168.0
434,236548,0,573.0,1319.0,1303.0,2.0,164.0,1.015471,0.7033109,0.62062246,1.382389156206284,,,,,
435,88508,1,,,,,,1.040833,0.7387146,0.62164164,1.4196728053528933,1562.0,573.0,566.0,0.0,183.0
436,236648,0,574.0,1320.0,1304.0,2.0,179.0,1.0430124,0.74213094,0.6219153,1.4231696200980548,,,,,
437,88608,1,,,,,,1.05588,0.76030886,0.6160541,1.43960922164877,1562.0,573.0,566.0,0.0,183.0
438,236748,0,575.0,1321.0,1305.0,2.0,190.0,1.0562828,0.7621433,0.6158866,1.4408025668270972,,,,,
439,88708,1,,,,,,1.057242,0.76642644,0.60628545,1.439705618129985,1563.0,574.0,567.0,0.0,189.0
440,236848,0,575.0,1321.0,1305.0,2.0,190.0,1.0570178,0.76551545,0.60442144,1.4382718131813188,,,,,
441,88808,1,,,,,,1.0489804,0.7596643,0.59759766,1.426384447344605,1564.0,575.0,568.0,0.0,190.0
442,236948,0,576.0,1322.0,1306.0,2.0,191.0,1.0478045,0.7578035,0.5960928,1.423898525838792,,,,,
443,237048,0,577.0,1323.0,1307.0,2.0,192.0,1.0360048,0.7444074,0.5933065,1.4069331502355977,,,,,
444,88908,1,,,,,,1.0346501,0.74284834,0.59340966,1.405154609353877,1564.0,575.0,568.0,0.0,190.0
445,89008,1,,,,,,1.0226928,0.7296865,0.5973754,1.391114771917798,1565.0,576.0,569.0,0.0,191.0
446,237148,0,577.0,1323.0,1307.0,2.0,192.0,1.0219642,0.7276925,0.59736454,1.3895292593211395,,,,,
447,89108,1,,,,,,-0.11478758,-0.88319933,0.6902126,1.1267700277438115,1566.0,577.0,570.0,0.0,188.0
448,237248,0,578.0,1324.0,1308.0,2.0,191.0,-0.11479991,-0.88318694,0.6902319,1.126773396104251,,,,,
449,89208,1,,,,,,1.0088128,0.70807445,0.6058938,1.373382666468245,1566.0,577.0,570.0,0.0,188.0
450,237348,0,579.0,1325.0,1309.0,2.0,187.0,1.0086689,0.70715046,0.6056906,1.3727111211254284,,,,,
451,89308,1,,,,,,1.0084332,0.7041957,0.6063692,1.3713178776449804,1567.0,578.0,571.0,0.0,184.0
452,237448,0,579.0,1325.0,1309.0,2.0,187.0,1.0085841,0.70408624,0.60633796,1.3713588652601654,,,,,
453,89408,1,,,,,,1.0114294,0.70488244,0.6059552,1.3736922627559953,1568.0,579.0,572.0,0.0,183.0
454,237548,0,580.0,1326.0,1310.0,2.0,184.0,1.0118803,0.70511067,0.6058904,1.3741127765088181,,,,,
455,89508,1,,,,,,1.016246,0.7087576,0.6055873,1.379068215214369,1568.0,579.0,572.0,0.0,183.0
456,237648,0,581.0,1327.0,1311.0,2.0,182.0,-0.11483764,-0.88310444,0.6898694,1.126490539645201,,,,,
457,89608,1,,,,,,1.0216572,0.7140502,0.6060032,1.3859621393309578,1569.0,580.0,573.0,0.0,182.0
458,237748,0,581.0,1327.0,1311.0,2.0,182.0,1.0222435,0.71465987,0.60618913,1.386789733718436,,,,,
459,237848,0,582.0,1328.0,1312.0,2.0,184.0,1.0257477,0.71839005,0.60714793,1.3917151746284824,,,,,
460,89708,1,,,,,,1.0270495,0.72016895,0.60786897,1.3939077295727518,1570.0,581.0,574.0,0.0,183.0
461,89808,1,,,,,,1.0298675,0.7249283,0.60987777,1.3993209374138091,1570.0,581.0,574.0,0.0,183.0
462,237948,0,583.0,1329.0,1313.0,2.0,185.0,1.0299597,0.72588694,0.6107966,1.4002861284642047,,,,,
463,89908,1,,,,,,1.0285522,0.72583145,0.6134137,1.4003668180721833,1571.0,582.0,575.0,0.0,186.0
464,238048,0,583.0,1329.0,1313.0,2.0,185.0,1.0273572,0.7245648,0.613764,1.3989865002094584,,,,,
465,90008,1,,,,,,1.0166074,0.7103404,0.61303294,1.3834317661837598,1572.0,583.0,576.0,0.0,189.0
466,238148,0,584.0,1330.0,1314.0,2.0,189.0,1.0148401,0.70792186,0.61275434,1.3807685295549357,,,,,
467,90108,1,,,,,,0.99307615,0.6757068,0.6064335,1.345563643516787,1572.0,583.0,576.0,0.0,189.0
468,238248,0,585.0,1331.0,1315.0,2.0,188.0,0.98996294,0.6710753,0.6054852,1.3405151918156684,,,,,
469,238348,0,585.0,1331.0,1315.0,2.0,188.0,0.9573295,0.62010556,0.5967384,1.2872868448172696,,,,,
470,90208,1,,,,,,0.9532389,0.6135079,0.59581244,1.2806439194416355,1573.0,584.0,577.0,0.0,183.0
471,90308,1,,,,,,0.912537,0.5484578,0.5915587,1.2179784016260216,1574.0,585.0,578.0,0.0,176.0
472,238448,0,586.0,1332.0,1316.0,2.0,182.0,0.90764004,0.5410298,0.59182596,1.2111076202105056,,,,,
473,90408,1,,,,,,0.8625675,0.47029743,0.5969163,1.1495701042645412,1574.0,585.0,578.0,0.0,176.0
474,238548,0,587.0,1333.0,1317.0,2.0,176.0,-0.11478443,-0.88314384,0.6899127,1.1265425035724304,,,,,
475,90508,1,,,,,,0.8120145,0.38822177,0.60645497,1.0852978175756078,1575.0,586.0,579.0,0.0,167.0
476,238648,0,587.0,1333.0,1317.0,2.0,176.0,0.80667955,0.38109097,0.60841715,1.0798766829210278,,,,,
477,90608,1,,,,,,0.76237625,0.31160885,0.62001216,1.0308892784561414,1576.0,587.0,580.0,0.0,150.0
478,238748,0,588.0,1334.0,1318.0,2.0,160.0,0.75760305,0.305159,0.6223048,1.0268143248379482,,,,,
479,90708,1,,,,,,0.7151382,0.23927346,0.6300724,0.9826828973600512,1576.0,587.0,580.0,0.0,150.0
480,238848,0,589.0,1335.0,1319.0,2.0,145.0,0.7106619,0.23272938,0.63130784,0.978648491885851,,,,,
481,90808,1,,,,,,0.6697198,0.17372929,0.6367495,0.9402959262942194,1577.0,588.0,581.0,0.0,137.0
482,238948,0,589.0,1335.0,1319.0,2.0,145.0,0.6652028,0.1674226,0.6372676,0.936287918141963,,,,,
483,90908,1,,,,,,0.6260789,0.11082811,0.63905704,0.9014718875473802,1578.0,589.0,582.0,0.0,126.0
484,239048,0,590.0,1336.0,1320.0,2.0,130.0,0.6217695,0.10475873,0.63929725,0.8979268666777285,,,,,
485,91008,1,,,,,,0.5869748,0.056084868,0.6397861,0.8700639128999297,1578.0,589.0,582.0,0.0,126.0
486,239148,0,591.0,1337.0,1321.0,2.0,117.0,0.5827692,0.050078694,0.6398443,0.8669074689920064,,,,,
487,239248,0,591.0,1337.0,1321.0,2.0,117.0,0.55238014,0.008573246,0.64079547,0.8460591930528216,,,,,
488,91108,1,,,,,,0.54764104,0.0028867032,0.6408326,0.842962315632461,1579.0,590.0,583.0,0.0,114.0
489,91208,1,,,,,,0.49594888,-0.070043884,0.64155996,0.8139229806865131,1580.0,591.0,584.0,0.0,100.0
490,239348,0,592.0,1338.0,1322.0,2.0,106.0,0.49161205,-0.07630308,0.6415428,0.8118384808979846,,,,,
491,239448,0,593.0,1339.0,1323.0,2.0,98.0,0.45133337,-0.13086814,0.6433686,0.7967128976765425,,,,,
492,91308,1,,,,,,0.44692957,-0.13606198,0.64395666,0.7955746906628463,1580.0,591.0,584.0,0.0,100.0
493,91408,1,,,,,,-0.11474238,-0.88298404,0.6895676,1.1262016442142913,1581.0,592.0,585.0,0.0,92.0
494,239548,0,593.0,1339.0,1323.0,2.0,98.0,0.40579358,-0.1887989,0.64909244,0.7884379773044344,,,,,
495,91508,1,,,,,,0.37713096,-0.22305414,0.6511424,0.7848358785853908,1582.0,593.0,586.0,0.0,80.0
496,239648,0,594.0,1340.0,1324.0,2.0,87.0,0.37454557,-0.22591187,0.6508854,0.7842017396457064,,,,,
497,239748,0,595.0,1341.0,1325.0,2.0,72.0,0.35678104,-0.24349928,0.6454236,0.7766313271355121,,,,,
498,91608,1,,,,,,0.35554582,-0.24365993,0.6453419,0.7760471140744687,1582.0,593.0,586.0,0.0,80.0
499,91708,1,,,,,,-0.11478361,-0.88311785,0.68989563,1.1265116074720718,1583.0,594.0,587.0,0.0,67.0
500,239848,0,595.0,1341.0,1325.0,2.0,72.0,-0.11477453,-0.88313514,0.68990296,1.1265287234177082,,,,,
501,91808,1,,,,,,0.3478995,-0.2335769,0.6276792,0.7547008939102372,1584.0,595.0,588.0,0.0,68.0
502,239948,0,596.0,1342.0,1326.0,2.0,68.0,0.34841332,-0.23293939,0.626641,0.7538776512660086,,,,,
503,91908,1,,,,,,0.35306075,-0.21714135,0.6265228,0.7512210404867345,1584.0,595.0,588.0,0.0,68.0
504,240048,0,597.0,1343.0,1327.0,2.0,69.0,0.35367677,-0.21540502,0.6268361,0.7512723201482332,,,,,
505,240148,0,597.0,1343.0,1327.0,2.0,69.0,0.3588365,-0.20034902,0.63261735,0.75439252457477,,,,,
506,92008,1,,,,,,0.3594427,-0.19902407,0.6334505,0.7550292627540304,1585.0,596.0,589.0,0.0,68.0
507,92108,1,,,,,,0.3629843,-0.1889655,0.64006543,0.7597034411440218,1586.0,597.0,590.0,0.0,69.0
508,240248,0,598.0,1344.0,1328.0,2.0,70.0,0.36321616,-0.18778336,0.6408317,0.7601669880730412,,,,,
509,240348,0,599.0,1345.0,1329.0,2.0,73.0,0.36464632,-0.1795238,0.6471153,0.7641687820772007,,,,,
510,92208,1,,,,,,0.3646682,-0.179065,0.6473917,0.7643056640669069,1586.0,597.0,590.0,0.0,69.0
511,92308,1,,,,,,0.36360613,-0.17607014,0.64920366,0.7646407638224414,1587.0,598.0,591.0,0.0,73.0
512,240448,0,599.0,1345.0,1329.0,2.0,73.0,0.3633299,-0.17578836,0.64941967,0.764628050462321,,,,,
513,92408,1,,,,,,0.36031988,-0.17564186,0.6490622,0.7628644984547702,1588.0,599.0,592.0,0.0,74.0
514,240548,0,600.0,1346.0,1330.0,2.0,76.0,0.35987902,-0.17590359,0.6488956,0.7625749186727188,,,,,
515,92508,1,,,,,,0.35497236,-0.1775345,0.6477295,0.7596561095722486,1588.0,599.0,592.0,0.0,74.0
516,240648,0,601.0,1347.0,1331.0,2.0,72.0,0.35431805,-0.17815554,0.64736164,0.7591823017310083,,,,,
517,92608,1,,,,,,0.34975958,-0.18103293,0.6463736,0.7569039253029389,1589.0,600.0,593.0,0.0,70.0
518,240748,0,601.0,1347.0,1331.0,2.0,72.0,0.34924287,-0.18151332,0.64623684,0.7566635419964017,,,,,
519,240848,0,602.0,1348.0,1332.0,2.0,74.0,0.34629828,-0.18368998,0.6458048,0.7554656676412976,,,,,
520,92708,1,,,,,,0.34459004,-0.18568824,0.6451757,0.7546350744732638,1590.0,601.0,594.0,0.0,74.0
521,92808,1,,,,,,0.34090728,-0.1888362,0.6447861,0.7534095975326852,1590.0,601.0,594.0,0.0,74.0
522,240948,0,603.0,1349.0,1333.0,2.0,73.0,0.34081265,-0.18890347,0.64482385,0.7534159412746498,,,,,
523,92908,1,,,,,,-0.11478384,-0.8831337,0.6899329,1.126546874762777,1591.0,602.0,595.0,0.0,72.0
524,241048,0,603.0,1349.0,1333.0,2.0,73.0,-0.11478983,-0.8831239,0.6899195,1.1265315620311989,,,,,
525,93008,1,,,,,,-0.11481602,-0.8830779,0.68988216,1.1264753540888908,1592.0,603.0,596.0,0.0,70.0
526,241148,0,604.0,1350.0,1334.0,2.0,72.0,0.35381228,-0.16959761,0.6443128,0.7543775315486216,,,,,
527,93108,1,,,,,,0.36297402,-0.15812896,0.64233816,0.754554977315373,1592.0,603.0,596.0,0.0,70.0
528,241248,0,605.0,1351.0,1335.0,2.0,71.0,0.36530402,-0.15448804,0.6416002,0.7542972823843818,,,,,
529,93208,1,,,,,,0.41465855,-0.08816217,0.62693083,0.7568068097965635,1593.0,604.0,597.0,0.0,72.0
530,241348,0,605.0,1351.0,1335.0,2.0,71.0,0.4189413,-0.082615115,0.6252359,0.7571373789518864,,,,,
531,93308,1,,,,,,0.45765975,-0.030974032,0.6167099,0.7685980252783402,1594.0,605.0,598.0,0.0,82.0
532,241448,0,606.0,1352.0,1336.0,2.0,76.0,0.4681488,-0.016098674,0.6159068,0.7737981775891597,,,,,
533,241548,0,607.0,1353.0,1336.0,2.0,76.0,0.51731443,0.04978007,0.61275554,0.8034684980070901,,,,,
534,93408,1,,,,,,0.52303207,0.055833347,0.6115745,0.8066617888844705,1594.0,605.0,598.0,0.0,82.0
