,timestamp,logNumber,Statistic.recvSeq13,Statistic.recvNum13,Statistic.compute1num13,Statistic.compute2num13
845,65485,log0,1134,979,906,57
846,65545,log0,1135,980,907,57
847,65605,log0,1136,981,908,57
848,65665,log0,1137,982,909,57
849,65725,log0,1138,983,910,57
850,65785,log0,1139,984,911,57
851,65845,log0,1140,985,912,57
852,65905,log0,1141,986,913,57
853,65965,log0,1142,987,914,57
854,66025,log0,1143,988,915,57
855,66085,log0,1144,989,916,57
856,66145,log0,1145,990,917,57
857,66205,log0,1146,991,918,57
858,66265,log0,1147,992,919,57
859,66325,log0,1148,993,920,57
860,66385,log0,1149,994,921,57
861,66445,log0,1150,995,922,57
862,66505,log0,1151,996,923,57
863,66565,log0,1152,997,924,57
864,66625,log0,1153,998,925,57
865,66685,log0,1154,999,926,57
866,66745,log0,1155,1000,927,57
867,66805,log0,1156,1001,928,57
868,66865,log0,1157,1002,929,57
869,66925,log0,1158,1003,930,57
870,66985,log0,1159,1004,931,57
871,67045,log0,1160,1005,932,57
872,67105,log0,1161,1006,933,57
873,67165,log0,1162,1007,934,57
874,67225,log0,1163,1008,935,57
875,67285,log0,1164,1009,936,57
876,67345,log0,1165,1010,937,57
877,67405,log0,1166,1011,938,57
878,67465,log0,1167,1012,939,57
879,67526,log0,1168,1013,940,57
880,67585,log0,1169,1014,941,57
881,67645,log0,1170,1015,942,57
882,67705,log0,1171,1016,943,57
883,67765,log0,1172,1017,944,57
884,67825,log0,1173,1018,945,57
885,67885,log0,1174,1019,946,57
886,67945,log0,1175,1020,947,57
887,68005,log0,1176,1021,948,57
888,68065,log0,1177,1022,949,57
889,68125,log0,1178,1023,950,57
890,68185,log0,1179,1024,951,57
891,68245,log0,1180,1025,952,57
892,68305,log0,1181,1026,953,57
893,68365,log0,1182,1027,954,57
894,68425,log0,1183,1028,955,57
895,68485,log0,1184,1029,956,57
896,68545,log0,1185,1030,957,57
897,68605,log0,1186,1031,958,57
898,68665,log0,1187,1032,959,57
899,68725,log0,1188,1033,960,57
900,68785,log0,1189,1034,961,57
901,68845,log0,1190,1035,962,57
902,68905,log0,1191,1036,963,57
903,68965,log0,1192,1037,964,57
904,69025,log0,1193,1038,965,57
905,69085,log0,1194,1039,965,57
906,69145,log0,1195,1040,966,57
907,69205,log0,1196,1041,967,57
908,69265,log0,1197,1042,968,57
909,69325,log0,1198,1043,969,57
910,69385,log0,1199,1044,970,57
911,69445,log0,1200,1045,971,57
912,69505,log0,1201,1046,972,57
913,69565,log0,1202,1047,973,57
914,69625,log0,1203,1048,974,57
915,69685,log0,1204,1049,975,57
916,69745,log0,1205,1050,976,57
917,69805,log0,1206,1051,977,57
918,69865,log0,1207,1052,978,57
919,69925,log0,1208,1053,979,57
920,69985,log0,1209,1054,980,57
921,70045,log0,1210,1055,981,57
922,70105,log0,1211,1056,982,57
923,70165,log0,1212,1057,983,57
924,70225,log0,1213,1058,984,57
925,70285,log0,1214,1059,985,57
926,70345,log0,1215,1060,986,57
927,70405,log0,1216,1061,987,57
928,70465,log0,1217,1062,988,57
929,70525,log0,1218,1063,989,57
930,70585,log0,1219,1064,990,57
931,70645,log0,1220,1065,991,57
932,70705,log0,1221,1066,992,57
933,70765,log0,1222,1067,993,57
934,70825,log0,1223,1068,994,57
935,70885,log0,1224,1069,994,58
936,70945,log0,1225,1070,994,59
937,71005,log0,1226,1071,994,60
938,71065,log0,1227,1072,994,61
939,71125,log0,1228,1073,995,61
940,71185,log0,1229,1074,996,61
941,71245,log0,1230,1075,997,61
942,71305,log0,1231,1076,998,61
943,71365,log0,1232,1077,999,61
944,71425,log0,1233,1078,1000,61
945,71485,log0,1234,1079,1001,61
946,71545,log0,1235,1080,1002,61
947,71605,log0,1236,1081,1003,61
948,71665,log0,1237,1082,1004,61
949,71725,log0,1238,1083,1005,61
950,71785,log0,1239,1084,1006,61
951,71845,log0,1240,1085,1007,61
952,71905,log0,1241,1086,1007,62
953,71965,log0,1242,1087,1007,63
954,72025,log0,1243,1088,1008,63
955,72085,log0,1244,1089,1009,63
956,72145,log0,1245,1090,1010,63
957,72205,log0,1246,1091,1011,63
958,72265,log0,1247,1092,1012,63
959,72325,log0,1248,1093,1013,63
960,72385,log0,1249,1094,1014,63
961,72445,log0,1250,1095,1014,64
962,72505,log0,1251,1096,1014,65
963,72565,log0,1252,1097,1014,66
964,72625,log0,1253,1098,1014,67
965,72685,log0,1254,1099,1014,68
966,72745,log0,1255,1100,1015,68
967,72805,log0,1256,1101,1016,68
968,72865,log0,1257,1102,1017,68
969,72925,log0,1258,1103,1018,68
970,72985,log0,1259,1104,1019,68
971,73045,log0,1260,1105,1020,68
972,73105,log0,1261,1106,1021,68
973,73165,log0,1262,1107,1022,68
974,73225,log0,1263,1108,1023,68
975,73285,log0,1264,1109,1024,68
976,73345,log0,1265,1110,1025,68
977,73405,log0,1266,1111,1026,68
978,73465,log0,1267,1112,1027,68
979,73525,log0,1268,1113,1027,69
980,73585,log0,1269,1114,1027,70
981,73645,log0,1270,1115,1027,71
982,73705,log0,1271,1116,1027,72
983,73765,log0,1272,1117,1027,73
984,73825,log0,1273,1118,1027,74
985,73885,log0,1274,1119,1027,75
986,73945,log0,1275,1120,1027,76
987,74005,log0,1276,1121,1027,77
988,74065,log0,1277,1122,1027,78
989,74125,log0,1278,1123,1028,78
990,74185,log0,1279,1124,1029,78
991,74245,log0,1280,1125,1030,78
992,74305,log0,1281,1126,1031,78
993,74365,log0,1282,1127,1032,78
994,74425,log0,1283,1128,1032,79
995,74485,log0,1284,1129,1032,80
996,74545,log0,1285,1130,1032,81
997,74605,log0,1286,1131,1032,82
998,74665,log0,1287,1132,1033,82
999,74725,log0,1288,1133,1034,82
1000,74785,log0,1289,1134,1035,82
1001,74845,log0,1290,1135,1036,82
1002,74905,log0,1291,1136,1037,82
1003,74965,log0,1292,1137,1038,82
1004,75025,log0,1293,1138,1039,82
1005,75085,log0,1294,1139,1040,82
1006,75145,log0,1295,1140,1041,82
1007,75205,log0,1296,1141,1041,83
1008,75265,log0,1297,1142,1041,84
1009,75325,log0,1298,1143,1041,85
1010,75385,log0,1299,1144,1041,86
1011,75445,log0,1300,1145,1042,86
1012,75505,log0,1301,1146,1043,86
1013,75565,log0,1302,1147,1044,86
1014,75625,log0,1303,1148,1045,86
1015,75685,log0,1304,1149,1046,86
1016,75745,log0,1305,1150,1047,86
1017,75805,log0,1306,1151,1048,86
1018,75865,log0,1307,1152,1049,86
1019,75925,log0,1308,1153,1050,86
1020,75985,log0,1309,1154,1051,86
1021,76045,log0,1310,1155,1052,86
1022,76105,log0,1311,1156,1053,86
1023,76166,log0,1312,1157,1054,86
1024,76225,log0,1313,1158,1055,86
1025,76285,log0,1314,1159,1056,86
1026,76345,log0,1315,1160,1057,86
1027,76405,log0,1316,1161,1058,86
1028,76465,log0,1317,1162,1059,86
1029,76525,log0,1318,1163,1060,86
1030,76585,log0,1319,1164,1061,86
1031,76645,log0,1320,1165,1062,86
1032,76705,log0,1321,1166,1063,86
1033,76765,log0,1322,1167,1064,86
1034,76825,log0,1323,1168,1065,86
1035,76885,log0,1324,1169,1066,86
1036,76945,log0,1325,1170,1067,86
1037,77005,log0,1326,1171,1068,86
1038,77065,log0,1327,1172,1069,86
1039,77125,log0,1328,1173,1070,86
1040,77185,log0,1329,1174,1071,86
1041,77245,log0,1330,1175,1072,86
1042,77305,log0,1331,1176,1073,86
1043,77365,log0,1332,1177,1074,86
1044,77425,log0,1333,1178,1075,86
1045,77485,log0,1334,1179,1076,86
1046,77545,log0,1335,1180,1077,86
1047,77605,log0,1336,1181,1078,86
1048,77665,log0,1337,1182,1079,86
1049,77725,log0,1338,1183,1080,86
1050,77785,log0,1339,1184,1081,86
1051,77845,log0,1340,1185,1082,86
1052,77905,log0,1341,1186,1083,86
1053,77965,log0,1342,1187,1084,86
1054,78025,log0,1343,1188,1085,86
1055,78085,log0,1344,1189,1086,86
1056,78145,log0,1345,1190,1087,86
1057,78205,log0,1346,1191,1088,86
1058,78265,log0,1347,1192,1089,86
1059,78325,log0,1348,1193,1090,86
1060,78385,log0,1349,1194,1091,86
1061,78445,log0,1350,1195,1092,86
1062,78505,log0,1351,1196,1093,86
1063,78565,log0,1352,1197,1094,86
1064,78625,log0,1353,1198,1095,86
1065,78685,log0,1354,1199,1096,86
1066,78745,log0,1355,1200,1097,86
1067,78805,log0,1356,1201,1098,86
1068,78865,log0,1357,1202,1099,86
1069,78925,log0,1358,1203,1100,86
1070,78985,log0,1359,1204,1101,86
1071,79045,log0,1360,1205,1102,86
1072,79105,log0,1361,1206,1103,86
1073,79165,log0,1362,1207,1104,86
1074,79225,log0,1363,1208,1105,86
1075,79285,log0,1364,1209,1106,86
1076,79345,log0,1365,1210,1107,86
1077,79405,log0,1366,1211,1108,86
1078,79465,log0,1367,1212,1109,86
1079,79525,log0,1368,1213,1110,86
1080,79585,log0,1369,1214,1111,86
1081,79645,log0,1370,1215,1112,86
1082,79705,log0,1371,1216,1113,86
1083,79765,log0,1372,1217,1114,86
1084,79825,log0,1373,1218,1115,86
1085,79885,log0,1374,1219,1116,86
1086,79945,log0,1375,1220,1117,86
1087,80005,log0,1376,1221,1118,86
1088,80065,log0,1377,1222,1119,86
1089,80125,log0,1378,1223,1120,86
1090,80185,log0,1379,1224,1121,86
1091,80245,log0,1380,1225,1122,86
1092,80305,log0,1381,1226,1123,86
1093,80365,log0,1382,1227,1124,86
1094,80425,log0,1383,1228,1125,86
1095,80485,log0,1384,1229,1126,86
1096,80545,log0,1385,1230,1127,86
1097,80605,log0,1386,1231,1128,86
1098,80665,log0,1387,1232,1129,86
1099,80725,log0,1388,1233,1130,86
1100,80785,log0,1389,1234,1131,86
1101,80845,log0,1390,1235,1132,86
1102,80905,log0,1391,1236,1133,86
1103,80965,log0,1392,1237,1134,86
1104,81025,log0,1393,1238,1135,86
1105,81085,log0,1394,1239,1136,86
1106,81145,log0,1395,1240,1137,86
1107,81205,log0,1396,1241,1138,86
1108,81265,log0,1397,1242,1139,86
1109,81325,log0,1398,1243,1140,86
1110,81385,log0,1399,1244,1141,86
1111,81445,log0,1400,1245,1142,86
1112,81505,log0,1401,1246,1143,86
1113,81565,log0,1402,1247,1144,86
1114,81625,log0,1403,1248,1145,86
1115,81685,log0,1404,1249,1146,86
1116,81745,log0,1405,1250,1147,86
1117,81805,log0,1406,1251,1148,86
1118,81865,log0,1407,1252,1149,86
1119,81925,log0,1408,1253,1150,86
1120,81985,log0,1409,1254,1151,86
1121,82045,log0,1410,1255,1152,86
1122,82105,log0,1411,1256,1152,86
1123,82165,log0,1412,1257,1153,86
1124,82225,log0,1413,1258,1154,86
1125,82285,log0,1414,1259,1155,86
1126,82345,log0,1415,1260,1156,86
1127,82405,log0,1416,1261,1157,86
1128,82465,log0,1417,1262,1158,86
1129,82525,log0,1418,1263,1158,86
1130,82585,log0,1419,1264,1159,86
1131,82645,log0,1420,1265,1160,86
1132,82705,log0,1421,1266,1161,86
1133,82765,log0,1422,1267,1162,86
1134,82825,log0,1423,1268,1163,86
1135,82885,log0,1424,1269,1164,86
1136,82945,log0,1425,1270,1165,86
1137,83005,log0,1426,1271,1166,86
1138,83065,log0,1427,1272,1166,86
1139,83125,log0,1428,1273,1166,86
1140,83185,log0,1429,1274,1166,86
1141,83245,log0,1430,1275,1167,86
1142,83305,log0,1430,1275,1167,86
1143,83365,log0,1430,1275,1167,86
1144,83425,log0,1430,1275,1167,86
1145,83485,log0,1430,1275,1167,86
1146,83545,log0,1430,1275,1167,86
1147,83605,log0,1430,1275,1167,86
1148,83665,log0,1430,1275,1167,86
1149,83725,log0,1430,1275,1167,86
1150,83785,log0,1430,1275,1167,86
1151,83845,log0,1430,1275,1167,86
1152,83905,log0,1430,1275,1167,86
1153,83965,log0,1430,1275,1167,86
1154,84025,log0,1430,1275,1167,86
1155,84085,log0,1444,1276,1167,86
1156,84145,log0,1444,1276,1167,86
1157,84205,log0,1446,1277,1167,86
1158,84265,log0,1447,1278,1168,86
1159,84325,log0,1448,1279,1169,86
1160,84385,log0,1449,1280,1169,86
1161,84445,log0,1450,1281,1170,86
1162,84505,log0,1451,1282,1171,86
1163,84565,log0,1452,1283,1171,86
1164,84625,log0,1453,1284,1172,86
1165,84685,log0,1454,1285,1173,86
1166,84745,log0,1455,1286,1174,86
1167,84805,log0,1456,1287,1175,86
1168,84865,log0,1457,1288,1176,86
1169,84925,log0,1458,1289,1177,86
1170,84985,log0,1459,1290,1178,86
1171,85045,log0,1459,1290,1178,86
1172,85105,log0,1459,1290,1178,86
1173,85165,log0,1459,1290,1178,86
1174,85225,log0,1459,1290,1178,86
1175,85285,log0,1459,1290,1178,86
1176,85345,log0,1459,1290,1178,86
1177,85405,log0,1459,1290,1178,86
1178,85465,log0,1467,1291,1178,86
1179,85525,log0,1468,1292,1179,86
1180,85585,log0,1469,1293,1180,86
1181,85645,log0,1470,1294,1181,86
1182,85705,log0,1471,1295,1182,86
1183,85765,log0,1472,1296,1183,86
1184,85825,log0,1473,1297,1184,86
1185,85885,log0,1473,1297,1184,86
1186,85945,log0,1473,1297,1184,86
1187,86005,log0,1473,1297,1184,86
1188,86065,log0,1473,1297,1184,86
1189,86125,log0,1473,1297,1184,86
1190,86185,log0,1479,1298,1184,86
1191,86245,log0,1480,1299,1185,86
1192,86306,log0,1481,1300,1185,86
1193,86365,log0,1482,1301,1186,86
1194,86425,log0,1483,1302,1187,86
1195,86485,log0,1484,1303,1188,86
1196,86545,log0,1485,1304,1189,86
1197,86605,log0,1486,1305,1190,86
1198,86665,log0,1487,1306,1191,86
1199,86725,log0,1488,1307,1192,86
1200,86785,log0,1489,1308,1193,86
1201,86845,log0,1490,1309,1194,86
1202,86905,log0,1491,1310,1195,86
1203,86965,log0,1491,1310,1195,86
1204,87025,log0,1491,1310,1195,86
1205,87085,log0,1491,1310,1195,86
1206,87145,log0,1491,1310,1195,86
1207,87205,log0,1496,1311,1196,86
1208,87265,log0,1497,1312,1197,86
1209,87325,log0,1498,1313,1198,86
1210,87385,log0,1499,1314,1199,86
1211,87445,log0,1500,1315,1200,86
1212,87505,log0,1501,1316,1201,86
1213,87565,log0,1502,1317,1201,87
1214,87625,log0,1503,1318,1202,87
1215,87685,log0,1504,1319,1203,87
1216,87745,log0,1505,1320,1204,87
1217,87805,log0,1506,1321,1205,87
1218,87865,log0,1507,1322,1206,87
1219,87925,log0,1508,1323,1207,87
1220,87985,log0,1509,1324,1208,87
1221,88045,log0,1510,1325,1209,87
1222,88105,log0,1511,1326,1209,88
1223,88165,log0,1512,1327,1209,89
1224,88225,log0,1513,1328,1210,89
1225,88285,log0,1514,1329,1211,89
1226,88345,log0,1515,1330,1212,89
1227,88405,log0,1516,1331,1213,89
1228,88465,log0,1517,1332,1214,89
1229,88525,log0,1518,1333,1215,89
1230,88585,log0,1519,1334,1216,89
1231,88645,log0,1520,1335,1217,89
1232,88705,log0,1521,1336,1218,89
1233,88765,log0,1522,1337,1219,89
1234,88825,log0,1523,1338,1220,89
1235,88885,log0,1524,1339,1221,89
1236,88945,log0,1525,1340,1222,89
1237,89005,log0,1526,1341,1223,89
1238,89065,log0,1527,1342,1224,89
1239,89125,log0,1528,1343,1225,89
1240,89185,log0,1529,1344,1226,89
1241,89245,log0,1530,1345,1227,89
1242,89305,log0,1531,1346,1228,89
1243,89365,log0,1532,1347,1229,89
1244,89425,log0,1533,1348,1230,89
1245,89485,log0,1534,1349,1231,89
1246,89545,log0,1535,1350,1232,89
1247,89605,log0,1536,1351,1233,89
1248,89665,log0,1537,1352,1234,89
1249,89725,log0,1538,1353,1235,89
1250,89785,log0,1539,1354,1236,89
1251,89845,log0,1540,1355,1237,89
1252,89905,log0,1541,1356,1238,89
1253,89965,log0,1542,1357,1239,89
1254,90025,log0,1543,1358,1239,90
1255,90085,log0,1544,1359,1239,91
1256,90145,log0,1545,1360,1239,92
1257,90205,log0,1546,1361,1239,93
1258,90265,log0,1547,1362,1239,94
1259,90325,log0,1548,1363,1240,94
1260,90385,log0,1549,1364,1241,94
1261,90445,log0,1550,1365,1242,94
1262,90505,log0,1551,1366,1243,94
1263,90565,log0,1552,1367,1244,94
1264,90625,log0,1553,1368,1245,94
1265,90685,log0,1554,1369,1246,94
1266,90745,log0,1555,1370,1247,94
1267,90805,log0,1556,1371,1248,94
1268,90865,log0,1557,1372,1249,94
1269,90925,log0,1558,1373,1250,94
1270,90985,log0,1559,1374,1251,94
1271,91045,log0,1560,1375,1252,94
1272,91105,log0,1561,1376,1253,94
1273,91165,log0,1562,1377,1254,94
1274,91225,log0,1563,1378,1255,94
1275,91285,log0,1564,1379,1256,94
1276,91345,log0,1565,1380,1257,94
1277,91405,log0,1566,1381,1258,94
1278,91465,log0,1567,1382,1259,94
1279,91525,log0,1568,1383,1260,94
1280,91585,log0,1569,1384,1261,94
1281,91645,log0,1570,1385,1262,94
1282,91705,log0,1571,1386,1263,94
1283,91765,log0,1572,1387,1264,94
1284,91825,log0,1573,1388,1265,94
1285,91885,log0,1574,1389,1266,94
1286,91945,log0,1575,1390,1267,94
1287,92005,log0,1576,1391,1268,94
1288,92065,log0,1577,1392,1269,94
1289,92125,log0,1578,1393,1270,94
1290,92185,log0,1579,1394,1271,94
1291,92245,log0,1580,1395,1272,94
1292,92305,log0,1581,1396,1273,94
1293,92365,log0,1582,1397,1273,95
1294,92425,log0,1583,1398,1274,95
1295,92485,log0,1584,1399,1275,95
1296,92545,log0,1585,1400,1276,95
1297,92605,log0,1586,1401,1277,95
1298,92665,log0,1587,1402,1278,95
1299,92725,log0,1588,1403,1279,95
1300,92785,log0,1589,1404,1280,95
1301,92845,log0,1590,1405,1281,95
1302,92905,log0,1591,1406,1282,95
1303,92965,log0,1592,1407,1283,95
1304,93025,log0,1593,1408,1284,95
1305,93085,log0,1594,1409,1285,95
1306,93145,log0,1595,1410,1286,95
1307,93205,log0,1596,1411,1287,95
1308,93265,log0,1597,1412,1288,95
1309,93325,log0,1598,1413,1289,95
1310,93385,log0,1599,1414,1290,95
1311,93445,log0,1600,1415,1291,95
1312,93505,log0,1601,1416,1292,95
1313,93565,log0,1602,1417,1293,95
1314,93625,log0,1603,1418,1294,95
1315,93685,log0,1604,1419,1295,95
1316,93745,log0,1605,1420,1296,95
1317,93805,log0,1606,1421,1297,95
1318,93865,log0,1607,1422,1298,95
1319,93925,log0,1608,1423,1299,95
1320,93985,log0,1609,1424,1300,95
1321,94045,log0,1610,1425,1301,95
1322,94105,log0,1611,1426,1302,95
1323,94165,log0,1612,1427,1303,95
1324,94225,log0,1613,1428,1304,95
1325,94285,log0,1614,1429,1305,95
1326,94345,log0,1615,1430,1306,95
1327,94405,log0,1616,1431,1307,95
1328,94465,log0,1617,1432,1308,95
1329,94525,log0,1618,1433,1309,95
1330,94585,log0,1619,1434,1310,95
1331,94645,log0,1620,1435,1311,95
1332,94705,log0,1621,1436,1312,95
1333,94765,log0,1622,1437,1313,95
1334,94825,log0,1623,1438,1314,95
1335,94885,log0,1624,1439,1315,95
1336,94945,log0,1625,1440,1316,95
1337,95005,log0,1626,1441,1317,95
1338,95065,log0,1627,1442,1318,95
1339,95125,log0,1628,1443,1319,95
1340,95185,log0,1629,1444,1320,95
1341,95245,log0,1630,1445,1321,95
1342,95305,log0,1631,1446,1322,95
1343,95365,log0,1632,1447,1323,95
1344,95425,log0,1633,1448,1324,95
1345,95485,log0,1634,1449,1325,95
1346,95545,log0,1635,1450,1326,95
1347,95605,log0,1636,1451,1327,95
1348,95665,log0,1637,1452,1328,95
1349,95725,log0,1638,1453,1329,95
1350,95785,log0,1639,1454,1330,95
1351,95845,log0,1640,1455,1331,95
1352,95905,log0,1641,1456,1332,95
1353,95965,log0,1642,1457,1333,95
1354,96025,log0,1643,1458,1334,95
1355,96085,log0,1644,1459,1335,95
1356,96145,log0,1645,1460,1336,95
1357,96205,log0,1646,1461,1337,95
1358,96265,log0,1647,1462,1338,95
1359,96326,log0,1648,1463,1339,95
1360,96386,log0,1649,1464,1340,95
1361,96445,log0,1650,1465,1341,95
1362,96506,log0,1651,1466,1342,95
1363,96565,log0,1652,1467,1343,95
1364,96625,log0,1653,1468,1344,95
1365,96685,log0,1654,1469,1345,95
1366,96746,log0,1655,1470,1346,95
1367,96806,log0,1656,1471,1347,95
1368,96865,log0,1657,1472,1348,95
1369,96925,log0,1658,1473,1349,95
1370,96985,log0,1659,1474,1350,95
1371,97045,log0,1660,1475,1351,95
1372,97105,log0,1661,1476,1352,95
1373,97165,log0,1662,1477,1353,95
1374,97225,log0,1663,1478,1354,95
1375,97285,log0,1664,1479,1355,95
1376,97345,log0,1665,1480,1356,95
1377,97405,log0,1666,1481,1357,95
1378,97465,log0,1667,1482,1358,95
1379,97525,log0,1668,1483,1359,95
1380,97585,log0,1669,1484,1360,95
1381,97645,log0,1670,1485,1361,95
1382,97705,log0,1671,1486,1362,95
1383,97765,log0,1672,1487,1363,95
1384,97825,log0,1673,1488,1364,95
1385,97885,log0,1674,1489,1365,95
1386,97945,log0,1675,1490,1366,95
1387,98005,log0,1676,1491,1367,95
1388,98065,log0,1677,1492,1368,95
1389,98125,log0,1678,1493,1369,95
1390,98185,log0,1679,1494,1370,95
1391,98245,log0,1680,1495,1371,95
1392,98305,log0,1681,1496,1372,95
1393,98365,log0,1682,1497,1373,95
1394,98425,log0,1683,1498,1374,95
1395,98485,log0,1684,1499,1375,95
1396,98545,log0,1685,1500,1376,95
1397,98605,log0,1686,1501,1377,95
1398,98665,log0,1687,1502,1378,95
1399,98725,log0,1688,1503,1379,95
1400,98785,log0,1689,1504,1380,95
1401,98845,log0,1690,1505,1381,95
1402,98905,log0,1691,1506,1382,95
1403,98965,log0,1692,1507,1383,95
1404,99026,log0,1693,1508,1384,95
1405,99085,log0,1694,1509,1385,95
1406,99145,log0,1695,1510,1386,95
1407,99206,log0,1696,1511,1387,95
1408,99265,log0,1697,1512,1388,95
1409,99325,log0,1698,1513,1389,95
1410,99386,log0,1699,1514,1390,95
1411,99445,log0,1700,1515,1391,95
1412,99506,log0,1701,1516,1392,95
1413,99565,log0,1702,1517,1393,95
1414,99625,log0,1703,1518,1394,95
1415,99686,log0,1704,1519,1395,95
1416,99745,log0,1705,1520,1396,95
1417,99805,log0,1706,1521,1397,95
1418,99865,log0,1707,1522,1398,95
1419,99925,log0,1708,1523,1399,95
1420,99985,log0,1709,1524,1400,95
1421,100045,log0,1710,1525,1401,95
1422,100105,log0,1711,1526,1402,95
1423,100165,log0,1712,1527,1403,95
1424,100225,log0,1713,1528,1404,95
1425,100285,log0,1714,1529,1405,95
1426,100345,log0,1715,1530,1406,95
1427,100405,log0,1716,1531,1407,95
1428,100465,log0,1717,1532,1408,95
1429,100525,log0,1718,1533,1409,95
1430,100585,log0,1719,1534,1410,95
1431,100645,log0,1720,1535,1411,95
1432,100705,log0,1721,1536,1412,95
1433,100765,log0,1722,1537,1413,95
1434,100825,log0,1723,1538,1414,95
1435,100885,log0,1724,1539,1415,95
1436,100945,log0,1725,1540,1416,95
1437,101005,log0,1726,1541,1417,95
1438,101065,log0,1727,1542,1418,95
1439,101125,log0,1728,1543,1419,95
1440,101185,log0,1729,1544,1420,95
1441,101245,log0,1730,1545,1421,95
1442,101305,log0,1731,1546,1422,95
1443,101365,log0,1732,1547,1423,95
1444,101425,log0,1733,1548,1424,95
1445,101485,log0,1734,1549,1425,95
1446,101545,log0,1735,1550,1426,95
1447,101605,log0,1736,1551,1427,95
1448,101665,log0,1737,1552,1428,95
1449,101725,log0,1738,1553,1429,95
1450,101785,log0,1739,1554,1430,95
1451,101845,log0,1740,1555,1431,95
1452,101905,log0,1741,1556,1432,95
1453,101965,log0,1742,1557,1433,95
1454,102025,log0,1743,1558,1434,95
1455,102085,log0,1744,1559,1435,95
1456,102145,log0,1745,1560,1436,95
1457,102205,log0,1746,1561,1437,95
1458,102266,log0,1747,1562,1438,95
1459,102325,log0,1748,1563,1439,95
1460,102385,log0,1749,1564,1440,95
1461,102445,log0,1750,1565,1441,95
1462,102505,log0,1751,1566,1442,95
1463,102565,log0,1752,1567,1443,95
1464,102625,log0,1753,1568,1444,95
1465,102685,log0,1754,1569,1445,95
1466,102745,log0,1755,1570,1446,95
1467,102805,log0,1756,1571,1447,95
1468,102865,log0,1757,1572,1448,95
1469,102925,log0,1758,1573,1449,95
1470,102985,log0,1759,1574,1450,95
1471,103045,log0,1760,1575,1451,95
1472,103105,log0,1761,1576,1452,95
1473,103165,log0,1762,1577,1453,95
1474,103225,log0,1763,1578,1454,95
1475,103285,log0,1764,1579,1455,95
1476,103345,log0,1765,1580,1456,95
1477,103405,log0,1766,1581,1457,95
1478,103466,log0,1767,1582,1458,95
1479,103525,log0,1768,1583,1458,95
1480,103585,log0,1769,1584,1459,95
1481,103645,log0,1770,1585,1460,95
1482,103705,log0,1771,1586,1461,95
1483,103765,log0,1772,1587,1462,95
1484,103825,log0,1773,1588,1463,95
1485,103885,log0,1774,1589,1464,95
1486,103945,log0,1775,1590,1465,95
1487,104005,log0,1776,1591,1466,95
1488,104065,log0,1777,1592,1467,95
1489,104125,log0,1778,1593,1468,95
1490,104185,log0,1779,1594,1469,95
1491,104245,log0,1780,1595,1470,95
1492,104305,log0,1781,1596,1471,95
1493,104365,log0,1782,1597,1472,95
1494,104425,log0,1783,1598,1473,95
1495,104485,log0,1784,1599,1474,95
1496,104545,log0,1785,1600,1475,95
1497,104605,log0,1786,1601,1476,95
1498,104665,log0,1787,1602,1477,95
1499,104725,log0,1788,1603,1478,95
1500,104785,log0,1789,1604,1479,95
1501,104846,log0,1790,1605,1480,95
1502,104905,log0,1791,1606,1481,95
1503,104965,log0,1792,1607,1482,95
1504,105025,log0,1793,1608,1483,95
1505,105085,log0,1794,1609,1484,95
1506,105145,log0,1795,1610,1485,95
1507,105205,log0,1796,1611,1486,95
1508,105265,log0,1797,1612,1487,95
1509,105325,log0,1798,1613,1488,95
1510,105385,log0,1799,1614,1489,95
1511,105445,log0,1800,1615,1490,95
1512,105505,log0,1801,1616,1491,95
1513,105565,log0,1802,1617,1492,95
1514,105625,log0,1803,1618,1493,95
1515,105685,log0,1804,1619,1494,95
1516,105745,log0,1805,1620,1495,95
1517,105805,log0,1806,1621,1496,95
1518,105865,log0,1807,1622,1497,95
1519,105925,log0,1808,1623,1498,95
1520,105985,log0,1809,1624,1499,95
1521,106045,log0,1810,1625,1500,95
1522,106105,log0,1811,1626,1501,95
1523,106165,log0,1812,1627,1502,95
1524,106225,log0,1813,1628,1503,95
1525,106285,log0,1814,1629,1504,95
1526,106345,log0,1815,1630,1505,95
1527,106405,log0,1816,1631,1506,95
1528,106465,log0,1817,1632,1507,95
1529,106525,log0,1817,1632,1507,95
1530,106585,log0,1818,1633,1508,95
1531,106645,log0,1820,1635,1510,95
1532,106705,log0,1821,1636,1511,95
1533,106765,log0,1822,1637,1512,95
1534,106825,log0,1823,1638,1513,95
1535,106885,log0,1824,1639,1514,95
1536,106945,log0,1825,1640,1515,95
1537,107005,log0,1825,1640,1515,95
1538,107065,log0,1827,1642,1517,95
1539,107125,log0,1828,1643,1518,95
1540,107185,log0,1828,1643,1518,95
1541,107245,log0,1829,1644,1519,95
1542,107305,log0,1830,1645,1520,95
1543,107365,log0,1831,1646,1521,95
1544,107425,log0,1832,1647,1522,95
1545,107485,log0,1834,1649,1524,95
1546,107545,log0,1834,1649,1524,95
1547,107606,log0,1836,1651,1526,95
1548,107665,log0,1836,1651,1526,95
1549,107725,log0,1837,1652,1527,95
1550,107785,log0,1838,1653,1528,95
1551,107845,log0,1839,1654,1529,95
1552,107905,log0,1840,1655,1530,95
1553,107965,log0,1841,1656,1531,95
1554,108025,log0,1842,1657,1532,95
