recvSeq,recvNum,compute1num,compute2num,timestamp
672,585,511,68,59331.0
673,586,512,68,59381.0
674,587,513,68,59431.0
675,588,514,68,59481.0
676,589,515,68,59531.0
677,590,516,68,59581.0
678,591,517,68,59631.0
679,592,518,68,59681.0
680,593,519,68,59731.0
681,594,520,68,59781.0
682,595,521,68,59831.0
683,596,522,68,59881.0
684,597,523,68,59931.0
685,598,524,68,59981.0
686,599,525,68,60031.0
687,600,526,68,60081.0
688,601,527,68,60131.0
688,601,527,68,60181.0
690,602,528,68,60231.0
691,603,529,68,60281.0
692,604,529,69,60331.0
693,605,530,69,60381.0
694,606,531,69,60431.0
695,607,532,69,60481.0
696,608,533,69,60531.0
696,608,533,69,60581.0
698,609,534,69,60631.0
699,610,535,69,60681.0
700,611,535,70,60731.0
700,611,535,70,60781.0
702,612,536,70,60831.0
703,613,537,70,60881.0
704,614,537,71,60931.0
705,615,538,71,60981.0
706,616,539,71,61031.0
706,616,539,71,61081.0
708,617,540,71,61131.0
709,618,541,71,61181.0
710,619,541,72,61231.0
711,620,542,72,61281.0
712,621,543,72,61331.0
713,622,544,72,61381.0
714,623,545,72,61431.0
715,624,546,72,61481.0
716,625,547,72,61531.0
717,626,548,72,61581.0
718,627,549,72,61631.0
719,628,550,72,61681.0
719,628,550,72,61731.0
721,629,551,72,61781.0
722,630,552,72,61831.0
722,630,552,72,61881.0
724,631,553,72,61931.0
725,632,554,72,61981.0
726,633,554,73,62031.0
727,634,555,73,62081.0
728,635,556,73,62131.0
729,636,557,73,62181.0
730,637,558,73,62231.0
731,638,559,73,62281.0
732,639,560,73,62331.0
733,640,561,73,62381.0
734,641,562,73,62431.0
735,642,563,73,62481.0
736,643,564,73,62531.0
737,644,565,73,62581.0
738,645,566,73,62631.0
739,646,567,73,62681.0
740,647,568,73,62731.0
740,647,568,73,62781.0
740,647,568,73,62831.0
743,648,569,73,62881.0
744,649,569,74,62931.0
745,650,569,75,62981.0
746,651,570,75,63031.0
747,652,571,75,63081.0
748,653,572,75,63131.0
749,654,573,75,63181.0
750,655,574,75,63231.0
751,656,575,75,63281.0
752,657,576,75,63331.0
752,657,576,75,63381.0
754,658,577,75,63431.0
755,659,578,75,63481.0
756,660,578,76,63531.0
757,661,579,76,63581.0
758,662,580,76,63631.0
759,663,581,76,63681.0
760,664,582,76,63731.0
761,665,583,76,63781.0
762,666,584,76,63831.0
763,667,585,76,63881.0
763,667,585,76,63931.0
765,668,586,76,63981.0
766,669,587,76,64031.0
767,670,587,77,64081.0
768,671,588,77,64131.0
