,timestamp,logNumber,Statistic.recvSeq1,Statistic.recvNum1,Statistic.compute1num1,Statistic.compute2num1,Statistic.dist1,Statistic.distReal1,UAV1x,UAV1y,UAV1z,UAV3x,UAV3y,UAV3z,distance_3_to_1,Statistic.recvSeq3,Statistic.recvNum3,Statistic.compute1num3,Statistic.compute2num3,Statistic.dist3,Statistic.distReal3
223,59478,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83300483,-0.69150233,0.055831343,0.1399218,0.08164526,0.4621494,1.1149958157519144,,,,,,
224,59578,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8328475,-0.6912321,0.055394553,0.11050676,0.10047221,0.45973682,1.1454538190707795,,,,,,
225,59678,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8333385,-0.69148177,0.055636346,0.058628168,0.15273301,0.4526025,1.21262397003677,,,,,,
226,59778,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83335197,-0.691445,0.055593733,-0.003544387,0.2143564,0.4523791,1.2954961821727045,,,,,,
227,59878,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8334972,-0.6917004,0.055999868,-0.061764155,0.276491,0.4589982,1.3788746127659652,,,,,,
228,59978,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83331215,-0.6914016,0.05555609,-0.13483702,0.35388342,0.47142723,1.4842110212579853,,,,,,
229,60078,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83334076,-0.69144607,0.055599146,-0.1963143,0.42814007,0.48430222,1.5803319279959442,,,,,,
230,60178,1,449.0,445.0,439.0,1.0,150.0,0.0,0.833453,-0.6916121,0.055892844,-0.24980818,0.509702,0.4944406,1.6759876568137808,,,,,,
231,60278,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8332422,-0.6915188,0.05566135,-0.30437273,0.5728705,0.50261104,1.7585824058143882,,,,,,
232,60378,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83335054,-0.69144446,0.055584203,-0.35542592,0.64189017,0.5072378,1.8425422397297386,,,,,,
