Ranging.distTo0,Ranging.truthDistTo0,Ranging.distTo2,Ranging.truthDistTo2,Ranging.distTo5,Ranging.truthDistTo5,Ranging.distTo7,Ranging.truthDistTo7,T
99,117.5328751,259,273.2477112,209,221.6542664,116,146.3235168,46.2
100,116.2931595,261,273.2052612,201,217.2584381,119,143.236618,46.26
104,116.299469,259,274.2798767,201,217.2584381,121,142.1692963,46.32
104,116.6268082,260,274.2950439,201,217.2584381,124,142.1692963,46.38
107,118.0040894,260,274.2950439,187,214.9146423,126,144.6153717,46.44
107,118.1830444,259,277.4423523,205,214.8768005,132,145.2385864,46.5
112,118.5976944,260,277.8038025,186,213.3323059,134,147.5398865,46.56
113,118.820343,260,277.8038025,170,213.4164276,134,150.2077484,46.62
115,118.9950256,262,278.903656,173,213.0376282,134,150.2077484,46.68
117,119.0571289,262,278.903656,182,214.6875153,134,150.2077484,46.74
133,119.3551788,262,278.903656,185,214.9252014,135,142.3019104,46.8
134,119.1154556,262,278.903656,185,214.9252014,136,142.0648193,46.86
136,117.3366241,261,276.3731384,185,214.9252014,133,146.5776825,46.92
137,117.3595963,261,276.3731384,185,214.9252014,133,146.5776825,46.98
140,114.5311203,260,272.9398499,187,214.2792358,130,145.0424347,47.04
140,113.9506607,256,271.6390076,187,214.2792358,128,143.4055786,47.1
138,112.1090698,257,271.5728455,187,214.2792358,129,140.9282227,47.16
138,112.0052109,256,271.6268616,187,214.2792358,130,136.2167664,47.22
129,106.9365692,253,266.265564,187,214.2792358,132,134.3769531,47.28
128,106.5168991,252,266.265564,187,214.2792358,126,129.1514893,47.34
117,103.0671921,250,262.6093445,187,214.2792358,125,128.0643463,47.4
116,101.5769501,249,261.4572449,187,214.2792358,112,126.4394073,47.46
81,101.5769501,246,260.6353455,187,201.0665894,108,126.4908218,47.52
80,101.3025742,247,260.6353455,175,198.7384949,111,126.4247208,47.58
95,101.3025742,245,260.6353455,186,198.6668396,113,126.4247208,47.64
95,101.3025742,247,260.6610107,185,198.6668396,110,126.414772,47.7
89,100.2876205,249,258.3348694,182,198.6820221,106,112.3971024,47.76
89,100.9543991,244,257.7851868,181,192.5956573,100,111.345108,47.82
86,101.0480652,250,258.577179,178,191.0102997,96,112.1216278,47.88
86,101.1945877,251,258.5662231,175,193.751236,94,109.6707687,47.94
83,105.7711563,250,261.8890381,176,192.4597626,95,109.0501022,48
83,106.2264328,247,261.9845886,175,192.9694977,92,108.3187485,48.06
84,106.2264328,248,261.1523132,177,192.9694977,90,108.6553345,48.12
85,110.2317963,253,265.0093689,175,196.6342621,91,107.1683884,48.18
95,111.195694,252,266.1986389,174,192.5575104,91,107.8431778,48.24
95,111.5923691,253,266.3731689,176,193.181015,89,107.8431778,48.3
97,113.6485291,253,268.5052795,175,195.1314087,88,109.4563141,48.36
98,114.8145065,256,269.3791809,180,193.3678131,83,110.3337936,48.42
101,115.056282,257,269.3791809,182,193.1877899,82,110.3337936,48.48
101,114.6659546,260,269.3791809,183,192.8985748,83,110.3337936,48.54
102,114.4470215,258,269.3791809,184,193.4731598,84,104.8623428,48.6
102,114.6533203,259,269.3791809,187,193.8043976,82,104.8623428,48.66
97,114.4850388,259,269.809906,186,193.8043976,81,104.8623428,48.72
97,114.5014648,261,270.1433716,185,194.6334229,82,104.8623428,48.78
96,114.6433563,261,269.822937,184,196.0731964,83,103.7503281,48.84
96,114.6927719,259,269.3634644,187,197.2180481,85,102.8308258,48.9
98,114.6927719,261,269.3634644,186,197.8247681,86,102.8308258,48.96
98,114.6927719,259,269.2650452,187,200.0167084,87,102.8308258,49.02
99,114.6927719,261,270.1404114,187,200.9281006,87,102.8308258,49.08
100,114.6927719,261,270.1418152,196,201.9068451,87,103.532959,49.14
99,114.6927719,259,270.1264648,195,203.5275574,87,103.532959,49.2
99,114.6927719,256,270.1419983,199,205.042038,89,103.532959,49.26
100,115.2011795,255,270.1419983,200,206.9300385,88,106.7417374,49.32
100,112.2520447,254,269.1331787,207,207.3359528,90,107.0296555,49.38
98,112.1005478,253,268.9837646,220,207.690506,90,106.7538681,49.44
98,111.4892578,255,268.5850525,205,208.3096619,88,106.5110321,49.5
101,112.0877914,256,268.8807373,201,209.149704,89,106.285965,49.56
101,111.7181015,255,268.3409729,222,208.7933197,89,105.1799469,49.62
98,112.351799,255,268.0684204,229,209.8019409,87,104.4816437,49.68
98,111.6439056,255,268.4692993,210,210.7351685,85,103.3265686,49.74
97,112.5011826,254,268.1025696,233,210.664856,85,103.2580719,49.8
96,112.06707,255,268.1012878,233,210.664856,83,103.2724915,49.86
91,112.0852814,258,268.4414063,233,210.664856,86,103.2101898,49.92
91,111.9967117,255,268.1069031,233,210.664856,96,103.1626282,49.98
99,111.9688492,256,268.1069031,225,208.3885345,94,103.374321,50.04
99,112.8784256,254,267.9376526,220,207.7651215,81,102.1468735,50.1
88,113.0110703,252,267.8206482,225,208.2726746,82,102.119751,50.16
88,112.5494614,252,267.1373901,217,207.2928925,88,101.9108582,50.22
95,112.5494614,252,267.4571228,181,207.2928925,83,101.9108582,50.28
95,112.5494614,253,266.5890198,182,206.1134644,91,102.4843521,50.34
98,112.2033081,252,266.5713501,193,206.2630463,91,102.1456299,50.4
98,111.6204453,254,265.6632385,207,205.4540253,88,101.7405319,50.46
91,111.6204453,252,265.2773438,180,205.3768311,91,102.2604675,50.52
91,112.830368,250,264.9359131,186,206.2635345,84,101.5948105,50.58
90,113.168045,252,265.7275085,195,205.6524353,86,101.8885651,50.64
91,113.273407,251,265.4041138,229,204.879776,88,100.7495499,50.7
100,112.4542618,253,264.3910522,218,204.6572876,86,100.6026917,50.76
100,112.8144302,252,263.9925537,193,205.266037,88,100.1168137,50.82
91,112.5889587,251,263.5682373,186,204.9702148,88,100.1382675,50.88
91,113.1304016,249,263.7331543,197,205.4065857,83,99.42996216,50.94
97,113.3675079,250,263.8140259,206,205.1797485,80,99.29491425,51
97,113.1385269,250,264.0934143,206,204.5301971,86,98.98887634,51.06
94,113.3123016,251,264.2008972,177,205.0332794,87,98.59337616,51.12
94,113.3831787,251,264.213501,178,204.4127197,79,98.17450714,51.18
95,112.5595398,250,263.9630127,185,204.2977905,83,97.91318512,51.24
95,112.6199951,251,264.3072815,186,204.0509491,85,97.36335754,51.3
93,112.6589966,249,263.2557068,190,202.7649231,83,97.16309357,51.36
93,111.5587082,251,263.1846008,208,201.9962769,80,97.13330078,51.42
94,112.137764,250,263.2982788,208,201.9962769,82,96.35176086,51.48
94,111.9509048,251,262.8621521,223,202.140152,83,95.82450867,51.54
94,111.9509048,251,262.8189087,212,202.2079468,83,95.77605438,51.6
93,111.4476242,251,262.8189087,182,201.0021667,76,95.69062805,51.66
96,111.1033478,251,262.8189087,176,201.2564697,70,95.92304993,51.72
95,111.2705917,251,262.8189087,183,200.6227264,75,94.53211975,51.78
94,111.58461,251,262.8189087,180,199.9199829,78,94.28766632,51.84
93,111.3410416,251,262.8189087,184,199.9280548,77,93.89853668,51.9
92,111.309082,251,262.8189087,182,199.8379059,77,93.42205811,51.96
92,111.1786194,251,262.8189087,182,198.7283936,78,92.83232117,52.02
94,111.4079895,251,262.8189087,182,198.7283936,77,92.70040131,52.08
94,111.5762634,251,262.8189087,180,199.2151489,77,92.4699707,52.14
91,111.2386246,251,262.8189087,186,198.3356171,80,92.4699707,52.2
92,111.2386246,251,262.8189087,186,198.3356171,80,92.02383423,52.26
92,111.2386246,251,262.8189087,186,198.3356171,77,92.06468201,52.32
92,111.5455093,251,262.8189087,186,198.3356171,76,92.11644745,52.38
91,111.4023132,251,262.8189087,186,198.3356171,77,92.10767365,52.44
91,111.4899139,251,262.8189087,186,198.3356171,79,92.47809601,52.5
94,112.282608,251,262.8189087,186,198.3356171,78,92.97025299,52.56
94,112.8642731,251,262.8189087,186,198.3356171,78,92.75475311,52.62
94,113.5723114,251,262.8189087,186,198.3356171,76,92.87356567,52.68
93,113.7562103,251,262.8189087,186,198.3356171,76,92.85707855,52.74
95,114.2659454,251,262.8189087,186,198.3356171,78,93.07279968,52.8
96,114.2659454,251,262.8189087,186,198.3356171,80,93.20835876,52.86
94,114.6143188,251,262.8189087,186,198.3356171,82,93.22130585,52.92
94,113.6528397,251,262.8189087,186,198.3356171,78,93.35302734,52.98
92,113.9588318,251,262.8189087,186,198.3356171,79,93.35302734,53.04
93,114.2876511,251,262.8189087,186,198.3356171,81,94.28375244,53.1
94,115.1722794,251,262.8189087,186,198.3356171,83,94.48452759,53.16
94,115.1387177,251,262.8189087,186,198.3356171,83,94.64824677,53.22
97,115.1387177,251,262.8189087,186,198.3356171,81,94.75979614,53.28
96,115.2488327,251,262.8189087,186,198.3356171,83,94.66836548,53.34
96,114.5927582,251,262.8189087,186,198.3356171,85,94.81598663,53.4
97,114.5457001,251,262.8189087,186,198.3356171,86,95.55209351,53.46
93,116.1233063,251,262.8189087,186,198.3356171,86,96.24259186,53.52
94,115.6385193,251,262.8189087,186,198.3356171,85,95.93912506,53.58
96,116.263916,251,262.8189087,186,198.3356171,83,96.33525085,53.64
96,115.5973892,251,262.8189087,186,198.3356171,82,96.5055542,53.7
94,116.3718643,251,262.8189087,186,198.3356171,85,96.90177155,53.76
94,116.2049942,251,262.8189087,186,198.3356171,88,96.90177155,53.82
94,116.2287827,251,262.8189087,186,198.3356171,85,96.66457367,53.88
94,116.2287827,251,262.8189087,186,198.3356171,83,96.66457367,53.94
95,116.7184143,251,262.8189087,186,198.3356171,83,96.66457367,54
95,116.7042923,251,262.8189087,186,198.3356171,87,96.66457367,54.06
96,117.2256851,251,262.8189087,186,198.3356171,88,97.2977066,54.12
95,117.4543457,251,262.8189087,186,198.3356171,88,97.2977066,54.18
96,116.450737,251,262.8189087,186,198.3356171,86,97.07562256,54.24
96,116.6622391,251,262.8189087,186,198.3356171,87,97.23959351,54.3
95,117.1093826,251,262.8189087,186,198.3356171,86,97.12467957,54.36
94,117.0065765,251,262.8189087,186,198.3356171,84,97.10297394,54.42
96,115.8846741,251,262.8189087,186,198.3356171,85,96.93869019,54.48
96,117.4158783,251,262.8189087,186,198.3356171,87,96.94337463,54.54
101,117.4123077,251,262.8189087,186,198.3356171,86,96.92420959,54.6
100,117.4201584,251,262.8189087,186,198.3356171,87,97.23870087,54.66
93,116.9456177,251,262.8189087,186,198.3356171,87,97.10519409,54.72
93,117.4051208,251,262.8189087,186,198.3356171,87,97.11131287,54.78
93,116.9187927,251,262.8189087,186,198.3356171,85,97.24932861,54.84
97,117.2249985,251,262.8189087,186,198.3356171,88,97.24932861,54.9
99,116.9464722,251,262.8189087,186,198.3356171,88,97.24932861,54.96
99,117.4622269,251,262.8189087,186,198.3356171,87,97.24932861,55.02
98,117.4622269,251,262.8189087,186,198.3356171,85,97.09087372,55.08
98,116.1240311,251,262.8189087,186,198.3356171,86,97.23587036,55.14
98,117.213028,251,262.8189087,186,198.3356171,86,97.23587036,55.2
98,117.1169662,251,262.8189087,186,198.3356171,91,97.24187469,55.26
98,117.4276505,251,262.8189087,186,198.3356171,88,97.23226166,55.32
97,117.4276505,251,262.8189087,186,198.3356171,84,97.23310089,55.38
94,117.1223145,251,262.8189087,186,198.3356171,85,97.23310089,55.44
94,116.9204865,251,262.8189087,186,198.3356171,85,97.08302307,55.5
97,116.9199905,251,262.8189087,186,198.3356171,85,97.24508667,55.56
97,116.4782333,251,262.8189087,186,198.3356171,87,96.79480743,55.62
