Ranging.distTo0,Ranging.truthDistTo0,Ranging.distTo2,Ranging.truthDistTo2,Ranging.distTo5,Ranging.truthDistTo5,Ranging.distTo7,Ranging.truthDistTo7,T
141,143.9138489,79,68.6503067,281,289.394104,213,232.3106232,22.8
140,144.1456909,77,68.6503067,281,289.394104,217,232.3106232,22.86
142,144.1456909,76,68.6503067,281,289.7556458,216,232.3106232,22.92
142,145.0447693,75,68.48041534,281,290.7075806,216,233.8103485,22.98
140,145.4136658,78,68.2759552,284,291.1305542,219,235.333374,23.04
140,145.3301697,76,68.03307343,282,291.1180725,220,235.5504608,23.1
140,145.3078003,75,67.84217834,283,291.1627197,222,235.6756439,23.16
140,145.3754578,75,67.84217834,289,291.1627197,221,236.1481018,23.22
143,145.4185638,75,67.42276001,286,293.5272827,221,236.4478149,23.28
143,145.4277649,75,67.12063599,286,293.5761414,219,236.4478149,23.34
142,145.7256622,73,66.77616882,286,293.6891479,219,236.8751678,23.4
142,145.5809784,73,66.77616882,289,293.9831848,218,237.4826508,23.46
141,145.8053284,72,66.60644531,288,293.9831848,218,237.4826508,23.52
141,146.2446594,70,66.60644531,288,293.9831848,216,237.4826508,23.58
142,146.8075409,70,66.80651093,289,294.8013306,215,238.4479065,23.64
142,147.2784271,69,66.93466949,288,295.1502075,217,238.735733,23.7
139,147.2784271,70,66.93466949,288,300.3152771,217,238.735733,23.76
139,147.2784271,73,66.93466949,288,300.7121582,219,238.735733,23.82
144,148.4633026,73,68.45201111,286,301.7427368,218,238.5503693,23.88
145,149.83638,74,68.72956085,290,302.1053467,214,238.5274811,23.94
149,149.9350433,76,69.33968353,292,302.8606567,216,239.1529236,24
149,150.8903809,76,69.03123474,289,301.1615906,215,238.8880157,24.06
155,151.0677338,76,69.67591095,291,301.9090881,215,238.5496826,24.12
155,151.4679871,76,70.34831238,287,301.8890381,214,238.3821564,24.18
153,151.4130554,76,70.51122284,290,301.9213867,214,238.288269,24.24
152,151.5500793,76,70.76608276,290,301.6761169,210,238.0246277,24.3
149,151.3152466,78,71.10349274,289,301.2454529,209,237.4055023,24.36
149,151.0706482,78,70.80052185,288,299.9908142,209,237.8229828,24.42
152,151.0631104,76,70.80052185,289,299.9908142,209,228.7220459,24.48
152,151.2560883,79,70.80052185,287,298.8594971,206,228.2731781,24.54
152,149.8707886,74,69.18228912,288,298.1671753,204,228.4236908,24.6
152,148.7442017,76,68.93422699,283,297.8771057,203,227.8258667,24.66
146,149.3138733,75,68.46096039,283,297.8771057,206,227.8258667,24.72
146,148.9894257,73,68.46096039,279,294.9689026,202,226.014389,24.78
147,145.4177094,73,64.37667084,276,291.714386,199,225.4407043,24.84
147,144.1172638,73,62.79878616,274,289.5862122,189,216.8307343,24.9
136,144.0468445,69,62.79878616,270,286.9534912,189,216.8307343,24.96
136,144.1764832,66,62.79878616,263,285.1277161,189,216.8307343,25.02
131,144.3988037,64,62.79878616,263,282.3529663,189,216.8307343,25.08
131,144.4321136,62,62.79878616,260,282.3529663,182,206.8916626,25.14
133,134.7579041,64,54.04485703,258,272.4609375,175,201.1941833,25.2
133,132.615509,60,52.79910278,251,271.1593323,175,188.2275085,25.26
132,131.3574066,60,52.16195297,251,261.9319153,172,182.7857361,25.32
132,129.8866119,60,51.58058929,243,261.6637878,164,178.0486298,25.38
125,127.5924072,61,50.30334473,238,258.9216919,155,173.7174835,25.44
125,126.9482346,59,49.86143494,232,252.8656616,184,173.2539978,25.5
114,125.7884064,57,49.26527405,230,251.1743774,194,173.2539978,25.56
114,122.9665146,53,48.09657669,230,248.582901,190,171.8201904,25.62
104,123.060173,59,48.09657669,229,248.582901,185,171.8201904,25.68
104,121.0791855,63,47.31928635,227,245.8856659,171,170.8717957,25.74
102,120.2951431,57,46.95155716,225,245.8856659,167,170.8717957,25.8
102,118.2603683,49,50.68994522,220,243.9824524,158,170.1172638,25.86
98,117.7907867,39,51.16527176,220,243.2398071,152,169.8364563,25.92
98,116.2762451,42,60.19089127,217,242.3678436,163,169.8364563,25.98
93,116.0220032,45,62.42240524,218,241.9582214,162,139.6227264,26.04
93,115.6795044,54,59.63733673,210,234.4742279,156,139.8820343,26.1
90,115.3116379,59,59.63733673,208,234.5691071,156,136.4361267,26.16
90,115.2804871,68,78.94413757,205,234.9326019,154,133.2197266,26.22
95,115.0755005,61,78.94413757,200,234.9326019,153,129.0753784,26.28
96,115.1107559,64,74.27552032,223,235.4268951,150,131.1226654,26.34
109,115.5499725,67,72.70412445,244,236.4061127,149,132.0401459,26.4
109,115.260437,69,71.38172913,283,236.0370941,141,129.5955811,26.46
100,114.9460602,64,68.26695251,250,236.0740662,121,129.7177277,26.52
101,114.5370102,64,65.85800171,273,236.3262939,118,128.3934784,26.58
112,114.9960403,65,73.51525116,268,236.3262939,114,128.5767059,26.64
112,115.2505417,64,71.80882263,267,236.5513,118,128.3083801,26.7
108,115.2505417,62,69.93688202,264,234.9183502,119,129.1507568,26.76
108,114.2599792,61,69.43029022,265,235.3301392,124,130.1632843,26.82
113,113.5681763,61,68.91424561,264,233.4949188,126,131.2333374,26.88
113,112.5931854,61,69.08492279,258,233.4949188,129,131.5675507,26.94
113,111.6962891,60,69.23319244,251,231.9829407,128,132.5318909,27
113,110.950386,61,69.44113159,243,231.0734558,129,133.5347595,27.06
109,110.0137329,61,69.91535187,236,225.6908112,128,133.5636292,27.12
109,109.9875107,60,69.8193512,235,225.7572021,130,133.7528076,27.18
109,109.987709,59,69.59622192,231,225.7572021,131,132.7056732,27.24
109,108.0122528,60,70.68583679,238,223.9344177,132,132.8015137,27.3
104,106.3396835,62,72.03873444,233,221.547226,128,130.3137207,27.36
103,105.9489365,59,71.73021698,237,223.930481,128,130.2525635,27.42
101,104.2685394,62,73.41766357,236,222.4824829,125,128.2984161,27.48
100,104.2275009,66,73.64852905,240,221.6429596,121,127.3397293,27.54
91,104.0678864,59,73.60001373,243,223.0538635,119,127.9429626,27.6
91,103.696312,66,73.97466278,239,222.6756439,115,126.9196014,27.66
87,103.7775726,68,75.25705719,239,221.6111755,115,125.7204208,27.72
87,102.7346191,71,75.25705719,240,223.6862946,116,125.4314728,27.78
96,102.5301971,70,75.53409576,238,223.5303497,116,124.6848831,27.84
97,103.4152069,61,76.26335907,233,223.6542358,119,124.8130188,27.9
102,102.621582,67,76.26335907,236,223.6542358,120,123.9443665,27.96
102,102.621582,70,76.26335907,235,225.6743927,119,124.9872894,28.02
104,104.7038345,62,75.43256378,232,226.5135651,119,124.9872894,28.08
103,104.9402237,65,75.43256378,235,225.572876,120,126.0835342,28.14
92,105.8794327,64,74.65674591,234,226.3864899,119,127.426796,28.2
92,106.7643204,63,74.19039917,232,225.4772491,118,128.0491333,28.26
89,107.3992615,68,73.7297287,232,225.2581329,117,128.3573303,28.32
89,106.7336884,68,74.17272186,231,221.7159576,120,129.1603088,28.38
91,106.9606323,65,74.01179504,229,220.1190491,121,129.1589508,28.44
92,106.8304672,65,73.89229584,230,220.9799805,120,129.0700073,28.5
88,107.337822,64,73.24487305,227,220.7169952,120,129.5358582,28.56
87,107.4256134,65,73.36762238,229,220.9655151,120,130.2112885,28.62
92,107.557312,63,72.95696259,228,220.9655151,120,129.572403,28.68
92,107.539856,65,72.53239441,225,220.9655151,119,129.5017853,28.74
101,107.9872818,66,72.30503845,227,221.9237823,119,131.7787323,28.8
101,108.4903336,64,72.508461,228,222.5074158,119,131.3417206,28.86
106,109.6273727,65,72.03227234,226,223.3606567,119,132.4000092,28.92
107,110.1394119,64,71.60316467,228,223.7272644,123,132.7940826,28.98
114,110.2389603,63,71.65086365,231,224.0186615,126,132.8570251,29.04
114,111.0411835,60,70.9088974,240,224.8318024,125,133.6458588,29.1
114,110.8665543,62,70.43055725,235,225.1914215,127,133.8672028,29.16
114,110.6926575,60,69.36915588,232,225.6176758,128,134.0065765,29.22
118,110.9491501,63,69.37558746,224,225.9734039,128,133.9450836,29.28
118,111.2162476,63,69.28966522,227,225.9734039,131,133.9450836,29.34
121,111.2162476,61,69.34407043,228,224.8526306,127,130.5454712,29.4
120,110.5535736,59,68.8349762,229,224.89534,123,130.0987854,29.46
115,110.4137268,63,69.44554901,230,223.6346588,124,127.7104568,29.52
115,109.1408997,62,69.58447266,227,222.9928741,120,126.1774673,29.58
115,108.7659225,70,69.78778076,231,223.4637299,118,125.3347931,29.64
114,108.3574371,68,70.43086243,241,222.5064697,114,122.9671478,29.7
110,108.1119614,65,70.4302597,223,222.5064697,113,121.7771454,29.76
110,106.5892181,64,71.99258423,190,220.6437225,108,120.030365,29.82
106,106.7520523,64,72.5355072,181,219.7490234,109,118.4915466,29.88
106,105.1332855,68,73.43042755,182,218.9400635,113,118.8556824,29.94
94,104.9548264,66,74.82019043,186,218.5110626,112,120.310585,30
94,103.6620483,68,75.99481201,196,217.6464539,115,114.8905945,30.06
97,102.6413956,64,76.62697601,199,217.273819,113,111.1467209,30.12
97,102.6413956,69,78.50494385,206,216.7979126,108,113.8482666,30.18
109,101.7409973,72,79.17195129,207,216.5115662,106,110.25,30.24
111,101.2419586,69,80.37549591,213,216.3165894,102,111.0942993,30.3
115,101.6966171,70,80.24757385,215,217.0482025,101,111.649437,30.36
114,102.1091995,69,81.13103485,221,217.9926453,107,112.4225616,30.42
111,103.2262573,70,82.20850372,223,218.0809174,108,115.0541992,30.48
111,105.0470352,68,82.24143982,225,220.0442505,108,116.5039597,30.54
96,106.9704285,69,82.52890778,229,221.8264923,114,117.4331436,30.6
96,106.9083862,69,82.54118347,236,243.6848907,119,120.6714172,30.66
95,109.6483002,71,82.03076172,242,243.6848907,119,120.4834824,30.72
96,109.6551437,73,82.64213562,245,243.6848907,118,120.0517731,30.78
112,112.3531265,71,83.954216,248,248.2462006,121,128.5002136,30.84
113,113.252388,69,85.46389771,252,249.5266876,122,131.078186,30.9
121,115.2287598,75,86.03110504,255,251.5957184,127,134.2267761,30.96
121,116.3737488,78,87.53766632,251,252.0620422,140,135.5554657,31.02
126,116.4123001,80,87.53766632,251,252.0620422,142,135.5554657,31.08
126,116.4123001,81,89.67198181,250,254.6266937,145,139.5985107,31.14
126,118.7033234,83,89.67198181,253,254.6266937,143,144.256485,31.2
126,120.9664459,85,92.16675568,252,257.4248657,141,144.4013062,31.26
121,121.1462784,86,92.74144745,253,257.4248657,142,144.4013062,31.32
121,120.8986664,88,92.74240112,252,257.4248657,145,142.6197815,31.38
118,121.0218277,90,98.12288666,251,263.8121033,147,151.221405,31.44
119,126.9660034,91,100.3861847,258,263.6178589,152,153.7936249,31.5
120,128.2703247,92,101.0963211,258,265.1112366,153,152.6050262,31.56
120,128.2703247,94,100.5715256,262,265.1112366,154,152.2450714,31.62
128,130.609024,96,105.4297791,266,268.5531311,156,158.5099182,31.68
128,131.1477051,100,106.3415756,269,268.5531311,160,157.0101318,31.74
132,131.037674,100,105.6696014,267,268.5531311,162,157.0101318,31.8
132,130.9298706,103,105.6696014,269,268.5531311,162,157.0101318,31.86
134,134.6243744,102,110.9817734,270,272.131134,164,163.3006744,31.92
134,134.3685455,101,111.1250763,273,272.131134,166,163.3006744,31.98
140,138.0650787,103,113.3021088,273,275.8746033,167,164.3355255,32.04
140,138.0650787,106,112.7242966,273,275.8746033,168,164.8377228,32.1
142,137.8427887,107,113.3146896,274,275.8746033,168,165.389328,32.16
142,139.1506042,112,116.6711273,276,277.4029541,168,169.6438446,32.22
141,138.7125854,112,116.2647629,277,277.136261,168,169.1652679,32.28
140,138.9660645,112,116.8729248,276,277.5182495,173,171.3631592,32.34
138,139.0936279,113,116.9968414,277,277.5182495,174,171.5378113,32.4
138,138.9450378,114,116.9968414,276,277.5182495,176,173.9409637,32.46
136,140.4837494,114,117.9526978,276,278.9508667,177,175.0704498,32.52
136,140.6295166,114,118.3053589,275,279.0703125,178,174.779541,32.58
133,141.5055542,114,117.8546219,274,278.0630493,180,174.2828369,32.64
133,139.5809174,113,117.9758301,273,278.0357361,180,175.1282043,32.7
135,139.9880066,111,117.9758301,273,278.0357361,181,175.1282043,32.76
135,140.2323761,113,118.606102,274,278.0357361,181,175.1282043,32.82
133,140.3242035,112,118.1861267,273,280.3628235,181,176.9629974,32.88
133,141.8684235,115,120.3223801,275,279.4256897,184,176.9335327,32.94
136,142.2167053,113,121.6915131,272,278.7463074,183,177.3628998,33
136,141.441925,114,121.5407486,273,278.7463074,184,176.9695587,33.06
140,144.5810394,116,122.7922287,272,281.7498779,185,179.2330322,33.12
140,144.9967499,118,123.4582748,273,282.0754089,184,179.9116669,33.18
137,145.0719147,120,124.3647385,278,281.9429016,185,180.1822052,33.24
137,144.9121704,121,124.1768112,274,281.6554565,182,181.5832062,33.3
140,144.7474823,121,125.4453354,275,282.2245483,182,182.1646423,33.36
140,145.1812286,124,125.8787766,275,283.5205383,183,182.4784241,33.42
140,146.175827,123,125.3611526,275,283.1929626,185,183.1266479,33.48
140,147.2581787,124,126.7263489,277,285.4236145,186,185.4254303,33.54
142,148.4261169,121,125.7057419,278,284.5576477,187,184.869278,33.6
142,146.799469,122,126.1741867,280,283.9963379,188,185.9665375,33.66
144,146.799469,121,126.1864777,280,286.0968933,189,186.6110992,33.72
144,148.9705658,122,126.5462036,280,285.3610535,191,188.5639343,33.78
144,148.417923,124,127.5149002,277,285.3799133,190,187.8840637,33.84
144,148.3003082,124,126.7889175,276,285.4100037,190,188.2355042,33.9
147,149.2569885,123,126.536438,277,284.2491455,191,186.5832977,33.96
147,147.2408295,123,125.7535629,277,284.2491455,191,186.7256927,34.02
150,147.1280975,124,125.795517,275,284.2491455,190,186.8992462,34.08
150,146.9602509,125,126.3992081,275,284.2491455,192,186.2000427,34.14
146,146.8827209,124,126.203743,275,284.2491455,193,185.9351654,34.2
145,146.8827209,123,126.203743,277,284.2491455,190,185.6485443,34.26
145,146.8827209,125,127.1357956,275,284.1600952,190,186.3409576,34.32
145,146.6886444,123,127.3975906,276,283.9546509,189,186.5068817,34.38
141,145.8135223,124,127.5783997,277,283.9546509,189,186.9498138,34.44
140,145.3232269,124,128.0328522,274,283.5485535,188,187.1461792,34.5
141,146.1987915,127,128.8197632,273,284.0715027,188,186.1788635,34.56
141,144.6001434,128,129.0552216,274,282.6539612,188,184.943573,34.62
139,142.5862885,126,129.5542908,273,280.5626831,188,184.0486145,34.68
139,143.6941223,127,130.7993317,266,281.6154785,188,184.171402,34.74
137,140.0963898,127,130.9683685,268,277.3138733,184,180.6387482,34.8
137,138.9383545,127,131.625412,266,276.6990051,183,180.7233887,34.86
133,138.9383545,129,131.6202393,264,261.8397217,181,178.5604706,34.92
133,137.5575562,133,134.5422974,258,262.5107117,178,175.493576,34.98
129,136.0866089,133,135.3933258,254,261.0064392,177,173.911499,35.04
129,136.0866089,134,135.3933258,249,261.0064392,172,173.911499,35.1
131,136.0865784,135,135.3933258,245,261.0064392,171,173.911499,35.16
131,136.0718536,137,136.0174866,243,261.0064392,165,164.5083618,35.22
126,135.9037628,139,135.5760345,237,261.0064392,164,167.7660828,35.28
126,127.9191284,138,143.4882355,236,252.5959473,159,162.8976898,35.34
122,127.9191284,142,147.6607971,232,249.4685211,159,162.5820007,35.4
122,122.8334045,140,147.3697815,230,247.149765,156,160.9418793,35.46
115,123.6198654,139,148.2155914,228,247.8597107,154,158.4967499,35.52
114,123.5072327,141,148.2070618,225,247.8597107,154,155.7429199,35.58
110,123.7509384,143,148.2070618,226,232.085144,151,153.7137299,35.64
111,118.4263306,142,153.2122192,224,226.1062469,152,156.7117004,35.7
112,117.5201797,146,153.9243164,219,223.8643951,150,151.588089,35.76
112,115.485405,148,155.3029938,218,222.4029694,150,151.4729309,35.82
109,114.2174377,147,156.8928528,216,221.185379,148,149.9780579,35.88
109,114.1532364,147,156.8928528,214,221.185379,144,146.5132599,35.94
107,109.0787277,149,160.837326,212,216.366745,144,149.0751801,36
107,107.9158173,147,161.4718018,211,215.2618866,137,145.7827454,36.06
106,107.5866318,149,162.2896576,209,211.9538574,137,143.087677,36.12
106,107.1674728,152,165.7424164,206,210.9975128,134,143.3321991,36.18
97,107.0481796,154,165.7424164,205,210.4376831,136,143.3321991,36.24
97,105.7214737,153,169.1801758,206,208.2599335,134,141.1162262,36.3
95,105.2118149,159,170.7626495,206,207.9225616,132,139.9130249,36.36
95,103.2618713,158,172.2991028,205,205.5581818,132,139.1020508,36.42
96,103.1558456,160,172.3016052,204,205.5581818,133,136.4180908,36.48
96,103.1272049,163,172.2955933,206,205.5581818,129,132.1938477,36.54
97,103.2261581,163,171.6647644,205,205.5581818,128,129.9770355,36.6
97,103.2802887,163,172.3069153,205,205.5581818,125,127.2106781,36.66
96,103.1976547,164,172.2247009,205,205.5581818,123,126.1159515,36.72
96,104.5736618,166,179.794281,206,208.6718292,124,133.3053284,36.78
95,106.393013,166,180.4811859,205,205.9784546,124,133.6424713,36.84
96,106.0616302,167,181.4028015,204,203.9597321,126,134.493988,36.9
98,107.4726257,167,181.7313385,203,204.462204,129,133.5483551,36.96
98,108.02742,167,183.8182831,201,205.2372894,128,134.7823029,37.02
101,108.409462,169,184.6763916,200,203.5421295,130,135.7418823,37.08
101,108.4943085,169,184.6267853,197,203.6148682,133,135.7418823,37.14
102,108.486496,171,185.4643707,196,199.9085846,135,136.9965668,37.2
103,108.1771088,173,185.4429626,192,197.0279388,132,140.9228058,37.26
106,107.6806641,175,190.0718079,191,197.0396729,132,141.6170044,37.32
106,107.7129211,175,190.6535645,189,195.7240295,132,143.5063629,37.38
106,106.3952484,179,192.397934,188,193.4962616,134,145.0115051,37.44
106,105.0773849,182,195.2291718,188,189.1974182,139,148.9792938,37.5
105,104.6243057,182,196.1439819,188,188.0666199,140,149.3556213,37.56
105,103.8528137,183,197.4248352,188,186.8623352,140,150.3534241,37.62
104,103.4625473,183,197.5531158,184,186.1355438,136,155.0239868,37.68
104,102.748436,184,197.9011383,181,185.4328308,141,155.1112213,37.74
103,102.0685272,184,197.7036438,182,184.404541,141,156.1212921,37.8
103,102.0749207,185,197.7036438,179,183.7729034,142,155.5594635,37.86
95,100.9907227,183,197.1748657,181,184.3677979,142,156.6396942,37.92
95,100.9725342,182,197.1775665,181,184.3677979,141,152.0825653,37.98
92,98.27620697,181,191.8234558,182,182.0392456,142,149.7244568,38.04
92,95.72039795,178,187.4891052,182,182.6071625,140,146.9503021,38.1
91,95.69655609,177,187.4738007,181,183.9752808,140,146.2796021,38.16
91,96.11302185,174,187.4738007,180,183.9402161,129,146.2796021,38.22
98,93.70548248,169,178.4823456,181,181.6796112,125,133.8916168,38.28
99,93.71608734,166,178.3747406,182,181.6796112,117,132.8611603,38.34
98,93.38004303,164,178.4652557,186,182.7967682,120,132.8611603,38.4
99,93.33914185,160,178.3621063,186,183.0656738,112,126.9742355,38.46
99,93.33914185,161,178.3621063,188,183.0656738,114,118.0194931,38.52
99,95.66954041,159,171.4552155,188,185.9775085,108,117.6281357,38.58
98,97.07190704,159,170.9256592,187,186.7921906,106,114.0917358,38.64
98,98.31735229,155,171.4403839,184,187.7638245,104,112.3988876,38.7
99,98.31052399,156,171.1422882,186,187.7638245,105,112.3988876,38.76
99,98.29091644,156,171.4410248,189,187.7638245,106,110.4009857,38.82
99,98.25339508,158,171.4410248,186,187.7638245,106,109.8344345,38.88
99,98.25339508,158,171.4349365,188,186.4725952,109,109.6638641,38.94
97,98.25339508,162,176.4111328,190,190.6200256,108,115.2840424,39
96,102.5234909,162,177.0062103,188,189.4942169,111,116.1437454,39.06
99,101.8082581,161,177.0062103,188,189.4942169,111,116.1437454,39.12
99,101.7920914,161,177.9526672,185,187.6174469,107,117.583046,39.18
99,101.5333939,163,178.5427551,188,188.9330444,111,117.4618912,39.24
100,102.1691818,166,178.9621735,189,187.2450409,111,117.7178421,39.3
106,102.3841858,167,178.3619232,188,188.0809479,111,117.5989761,39.36
106,102.3477783,165,178.3619232,189,188.7416992,114,117.643837,39.42
102,102.6605682,165,178.9603729,184,188.7416992,112,117.513588,39.48
102,102.3818054,167,179.0312195,179,188.7416992,108,117.4449997,39.54
101,102.3818054,163,180.0144958,185,186.0266266,111,117.3805542,39.6
102,99.89717102,164,179.8212585,184,185.6901703,108,116.7663498,39.66
101,100.3484116,164,180.3317719,186,185.3221436,109,117.4357071,39.72
101,100.1386032,166,180.4876099,190,186.3769684,114,115.8791428,39.78
98,99.82311249,168,180.4876099,185,187.5091553,113,115.0305557,39.84
98,100.2735977,170,183.9214935,185,185.636673,109,118.0532074,39.9
99,98.8365097,172,185.4401703,185,185.7538147,109,118.6736145,39.96
99,96.72871399,173,186.6453247,184,184.9615173,104,119.6939011,40.02
96,96.03839111,175,187.9696503,183,184.1596222,104,118.76017,40.08
96,95.50241089,177,189.3330231,185,183.791275,106,121.2680588,40.14
94,95.48773956,179,190.5377045,184,184.7582397,103,122.7297897,40.2
94,95.04265594,182,192.9543304,184,184.0249329,102,124.3794937,40.26
95,93.4535675,182,193.8506165,184,183.9446564,100,125.9300003,40.32
95,93.61714172,182,195.2212219,185,183.9446564,101,125.9300003,40.38
103,93.39573669,186,194.5296936,185,187.7806854,99,123.550148,40.44
102,93.18209839,187,199.7804565,186,187.0861511,98,123.280571,40.5
99,93.5151062,190,201.8175812,188,188.6984711,98,124.348381,40.56
99,93.54936981,194,204.7014313,190,190.3458405,96,123.8986359,40.62
105,95.40498352,196,206.8274841,189,192.7918701,96,126.0199814,40.68
105,95.24758911,198,206.8274841,193,193.6977081,97,123.2787857,40.74
101,97.56707001,201,211.5608368,190,197.62146,102,127.1363144,40.8
101,98.62104034,204,212.8483429,197,197.62146,147,125.7378922,40.86
103,98.50097656,205,212.8616943,196,197.62146,140,124.2218704,40.92
103,98.90470886,207,213.023407,198,197.62146,147,123.6603775,40.98
101,98.90470886,209,213.0385742,201,207.2497253,153,121.6040192,41.04
101,105.8507004,212,223.6116333,207,215.4532776,154,133.8329315,41.1
105,108.4842987,215,226.417923,209,218.8362274,154,135.0901947,41.16
104,108.4008865,217,225.8556671,217,221.3962097,160,135.0901947,41.22
107,108.4619827,222,226.5943909,217,223.6333618,160,135.0901947,41.28
107,113.0441208,224,233.547699,218,232.3518372,155,143.6297607,41.34
110,114.9020233,225,235.8510132,225,234.8451233,140,143.0736084,41.4
110,114.9020233,227,235.4657898,233,234.8451233,142,143.0736084,41.46
113,117.5715942,229,239.9107056,232,237.6535492,146,149.8955383,41.52
113,118.8763809,233,242.9086304,232,239.3577118,154,152.3646698,41.58
116,120.1718521,235,244.9123688,239,240.7448273,161,154.3385773,41.64
117,121.6920471,236,247.5626221,241,251.1409149,159,155.7064667,41.7
118,123.0139694,238,249.95224,245,256.0240479,160,158.966156,41.76
118,124.597496,242,252.4059906,250,259.146698,164,160.812851,41.82
120,124.597496,244,252.3899536,253,260.1563416,168,160.6736908,41.88
121,127.2296295,245,256.1546326,254,263.760498,166,165.1450348,41.94
127,127.2296295,248,255.4157257,257,264.0699463,165,165.1450348,42
127,126.9861145,250,255.4122467,259,271.8358459,169,174.6544495,42.06
128,133.2468414,252,263.4442444,265,273.2800598,173,176.0879822,42.12
128,133.6404572,255,265.3287659,271,274.4875793,179,176.1370239,42.18
134,133.5502167,256,265.3287659,269,278.1478271,179,179.6749573,42.24
134,137.0795135,259,269.7865295,270,279.0223999,183,184.1829681,42.3
131,137.5955505,261,269.829834,272,280.6063232,182,184.1829681,42.36
132,139.2380829,262,272.6416626,272,282.524353,188,186.2371674,42.42
136,140.5649109,262,273.9933777,273,284.052948,188,188.3404388,42.48
137,140.5010529,265,273.7998657,274,284.119812,185,189.9947052,42.54
137,142.1403351,267,275.5408325,275,285.8788147,189,192.4797974,42.6
137,142.1403351,268,275.5408325,276,286.0145264,190,192.4797974,42.66
140,142.1403351,268,275.5502625,277,286.2663879,191,192.4797974,42.72
140,142.1403351,268,275.7393494,281,289.6881104,190,195.1631622,42.78
140,146.3251038,271,279.823822,279,291.3236084,190,196.1343536,42.84
140,146.4873657,269,280.1082458,280,291.8173523,195,196.5739746,42.9
143,146.6145477,272,280.5983276,282,292.2717896,196,197.2206268,42.96
143,147.3905487,269,280.402832,282,293.613678,197,196.8108063,43.02
143,147.411438,269,280.6129761,286,293.613678,197,197.4603729,43.08
143,147.4594574,272,281.8835449,287,297.0036316,197,198.3522797,43.14
144,148.5310669,273,282.1361084,286,297.6403503,197,201.4114227,43.2
144,148.5803223,274,282.3079529,290,298.1537476,201,202.3037262,43.26
144,148.8852234,273,282.8121643,289,299.9697571,203,202.6014709,43.32
144,148.2619171,272,282.5701599,286,299.4164124,203,205.3742065,43.38
142,148.1535645,272,282.0490723,292,300.939209,203,206.578186,43.44
143,148.8736267,274,284.1516724,291,302.1422729,206,206.3832092,43.5
144,148.9576416,273,283.6291199,292,302.8613586,206,206.6806335,43.56
144,148.36586,274,284.3628235,293,303.0119934,205,206.6806335,43.62
144,148.2662964,273,284.1418457,293,303.9039307,207,207.6897888,43.68
144,148.5771637,274,284.9590149,295,304.0701904,205,208.1426239,43.74
143,148.5705872,276,285.2694092,296,304.153717,207,208.3471069,43.8
143,147.5835114,277,284.5990295,294,304.3284302,206,208.720108,43.86
147,148.4260559,275,285.5190735,293,304.3284302,205,208.720108,43.92
147,148.8210449,275,286.0764465,294,304.4181519,204,203.5375824,43.98
144,148.1298981,275,285.3388367,293,303.9430237,204,203.2431488,44.04
144,149.0207672,275,286.0657959,294,304.8187256,200,203.877655,44.1
144,148.9953156,276,286.0657959,292,302.4200439,200,199.0971832,44.16
144,148.9625702,276,286.053009,293,301.8971252,197,197.4105988,44.22
147,148.9637451,276,286.0504456,292,301.8098145,195,197.4105988,44.28
147,148.9637451,275,285.3814697,293,301.1504211,196,197.4105988,44.34
149,148.7634125,276,285.3814697,290,301.1565552,192,197.9440918,44.4
149,148.7714233,277,285.1553955,290,300.6351318,187,197.5549011,44.46
152,149.2964783,278,285.7124023,289,300.8590088,187,191.9645996,44.52
152,149.2598572,276,285.7032776,287,300.7522278,188,190.6645508,44.58
150,148.5337372,278,285.7032776,288,300.7522278,186,190.6645508,44.64
150,148.4163361,277,285.5514526,285,297.4647827,182,190.9332581,44.7
143,145.7623291,275,284.1550598,282,295.7273254,182,190.3074341,44.76
143,143.2706909,272,282.8645935,289,293.5205383,181,190.4748383,44.82
138,143.2309113,272,283.618927,285,292.1272583,180,181.1958008,44.88
138,143.2309113,273,283.8443604,281,286.9391479,181,179.141037,44.94
133,136.8267822,272,279.8695068,274,283.6018982,179,179.2024689,45
132,135.5756226,270,278.4614258,272,280.8034973,174,178.8434296,45.06
129,134.6751251,268,278.456665,266,280.8034973,172,170.3192902,45.12
128,130.2218018,264,274.1165771,262,271.8988647,170,168.9937744,45.18
119,128.963623,264,274.4707642,260,270.4069824,169,163.4532471,45.24
119,128.963623,264,271.7247925,255,265.0271606,164,163.1573181,45.3
115,125.5127945,261,272.2225952,249,264.7411194,159,158.8812866,45.36
114,122.8992233,258,270.5135803,246,262.4592285,153,160.0812073,45.42
108,121.9699783,256,269.3903198,239,256.2884216,157,160.8609772,45.48
108,120.0892792,258,269.5447083,229,253.219696,162,154.1203766,45.54
104,119.2558823,259,269.5898438,230,248.8217468,165,154.779007,45.6
104,118.8955994,261,270.132782,230,247.0432129,166,149.9863586,45.66
103,118.7159958,259,270.2099304,231,243.9019623,167,149.1968079,45.72
103,118.0924454,259,271.0130005,229,239.5412292,168,148.6665955,45.78
104,118.2939835,259,270.7240906,229,237.4966736,168,146.8897247,45.84
104,117.9533157,262,271.7589722,224,234.8036652,181,149.8949738,45.9
100,117.9533157,261,271.7434082,223,229.7194977,164,149.8949738,45.96
100,117.4665985,259,271.7414856,217,229.7194977,124,149.8949738,46.02
102,117.4350662,260,271.7424927,215,223.4992676,113,149.8949738,46.08
102,117.4252319,260,272.8305969,209,221.6542664,115,159.2103271,46.14
