recvSeq1,recvNum1,compute1num1,compute2num1,compute3num1,timestamp
229,132,72,43,57,11632.0
230,133,73,43,57,11692.0
231,134,74,43,57,11752.0
231,134,74,43,57,11812.0
232,135,75,43,57,11872.0
233,136,75,44,58,11932.0
233,136,75,44,58,11992.0
235,138,76,45,59,12052.0
235,138,76,45,59,12112.0
236,139,77,45,59,12172.0
237,140,78,45,59,12232.0
237,140,78,45,59,12292.0
238,141,79,45,59,12352.0
239,142,79,46,60,12412.0
240,143,80,46,60,12472.0
242,145,80,47,62,12532.0
242,145,80,47,62,12592.0
243,146,81,47,62,12652.0
244,147,81,48,63,12712.0
245,148,82,48,63,12772.0
246,149,83,48,63,12832.0
247,150,84,48,63,12892.0
248,151,85,48,63,12952.0
248,151,85,48,63,13012.0
249,152,85,49,64,13072.0
250,153,85,49,65,13132.0
251,154,86,49,65,13192.0
252,155,86,50,66,13252.0
253,156,87,50,66,13312.0
254,157,87,51,67,13372.0
256,159,87,51,68,13432.0
256,159,87,51,68,13492.0
257,160,87,51,69,13552.0
258,161,88,51,69,13612.0
259,162,88,52,70,13672.0
260,163,89,52,70,13732.0
261,164,90,52,70,13792.0
262,165,91,52,70,13852.0
262,165,91,52,70,13912.0
264,167,92,53,71,13972.0
265,168,93,53,71,14032.0
266,169,93,54,72,14092.0
267,170,94,54,72,14152.0
268,171,94,55,73,14212.0
269,172,95,55,73,14272.0
270,173,96,55,73,14332.0
271,174,96,56,74,14392.0
272,175,96,56,75,14452.0
274,176,97,56,75,14512.0
275,177,97,57,76,14572.0
276,178,98,57,76,14632.0
278,180,99,58,77,14692.0
279,181,99,59,78,14752.0
280,182,100,59,78,14812.0
281,183,101,59,78,14872.0
281,183,101,59,78,14932.0
283,185,102,60,79,14992.0
283,185,102,60,79,15052.0
285,187,103,61,80,15112.0
286,188,104,61,80,15172.0
287,189,104,62,81,15232.0
289,190,104,62,82,15292.0
290,191,105,62,82,15352.0
291,192,105,63,83,15412.0
292,193,105,63,84,15472.0
293,194,106,63,84,15532.0
294,195,106,64,85,15592.0
295,196,107,64,85,15652.0
296,197,107,65,86,15712.0
297,198,107,65,87,15772.0
298,199,108,65,87,15832.0
299,200,109,65,87,15892.0
300,201,109,66,88,15952.0
301,202,110,66,88,16012.0
302,203,111,66,88,16072.0
304,205,112,67,89,16132.0
304,205,112,67,89,16192.0
306,206,112,68,90,16253.0
306,206,112,68,90,16312.0
308,207,112,68,91,16372.0
310,209,113,69,92,16432.0
310,209,113,69,92,16492.0
312,210,113,69,93,16552.0
313,211,114,69,93,16612.0
315,212,114,70,94,16672.0
315,212,114,70,94,16732.0
316,213,115,70,94,16792.0
317,214,116,70,94,16852.0
318,215,116,71,95,16912.0
318,215,116,71,95,16972.0
319,216,117,71,95,17032.0
320,217,118,71,95,17092.0
322,219,119,72,96,17152.0
323,220,119,73,97,17212.0
323,220,119,73,97,17272.0
325,222,120,74,98,17332.0
326,223,121,74,98,17392.0
327,224,122,74,98,17452.0
328,225,122,75,99,17512.0
329,226,122,75,99,17572.0
329,226,122,75,99,17632.0
330,227,123,75,99,17692.0
332,228,124,75,99,17752.0
332,228,124,75,99,17812.0
333,229,124,76,100,17872.0
334,230,125,76,100,17932.0
335,231,126,76,100,17992.0
336,232,126,77,101,18052.0
337,233,126,77,102,18112.0
338,234,127,77,102,18172.0
339,235,128,77,102,18232.0
340,236,128,78,103,18292.0
341,237,129,78,103,18352.0
342,238,129,79,104,18412.0
344,240,130,80,105,18472.0
345,241,131,80,105,18532.0
346,242,132,80,105,18592.0
346,242,132,80,105,18652.0
348,243,133,80,105,18712.0
348,243,133,80,105,18772.0
350,244,134,80,105,18832.0
352,245,135,80,105,18892.0
