recvSeq1,recvNum1,compute1num1,compute2num1,compute3num1,timestamp
171,90,49,29,38,9334.0
173,91,50,29,38,9394.0
173,91,50,29,38,9454.0
175,92,51,29,38,9514.0
176,93,51,30,39,9574.0
178,95,51,30,41,9634.0
178,95,51,30,41,9694.0
180,97,52,31,42,9754.0
180,97,52,31,42,9814.0
181,98,53,31,42,9874.0
182,99,54,31,42,9934.0
183,100,55,31,42,9994.0
184,101,55,32,43,10054.0
185,102,56,32,43,10114.0
187,104,57,33,44,10174.0
187,104,57,33,44,10234.0
189,105,57,34,45,10294.0
189,105,57,34,45,10354.0
190,106,58,34,45,10414.0
191,107,59,34,45,10474.0
192,108,59,35,46,10534.0
192,108,59,35,46,10594.0
193,109,59,35,47,10654.0
194,110,59,35,48,10714.0
195,111,60,35,48,10774.0
196,112,60,36,49,10834.0
197,113,61,36,49,10894.0
198,114,62,36,49,10954.0
199,115,62,37,50,11014.0
199,115,62,37,50,11074.0
201,116,63,37,50,11134.0
202,117,63,38,51,11194.0
203,118,64,38,51,11254.0
205,120,64,39,53,11314.0
206,121,64,39,54,11374.0
207,122,64,39,55,11434.0
208,123,65,39,55,11494.0
209,124,66,39,55,11554.0
211,126,67,40,56,11614.0
212,127,67,41,57,11674.0
213,128,68,41,57,11734.0
214,129,69,41,57,11794.0
215,130,70,41,57,11854.0
216,131,70,42,58,11914.0
216,131,70,42,58,11974.0
218,132,71,42,58,12034.0
220,134,72,43,59,12094.0
221,135,72,44,60,12154.0
222,136,72,44,61,12214.0
224,138,73,44,62,12274.0
225,139,73,45,63,12334.0
226,140,74,45,63,12394.0
226,140,74,45,63,12454.0
228,141,74,46,64,12514.0
229,142,75,46,64,12574.0
229,142,75,46,64,12634.0
230,143,76,46,64,12694.0
231,144,77,46,64,12754.0
232,145,78,46,64,12814.0
232,145,78,46,64,12874.0
233,146,78,47,65,12934.0
234,147,79,47,65,12994.0
235,148,79,48,66,13054.0
236,149,80,48,66,13114.0
236,149,80,48,66,13174.0
236,149,80,48,66,13234.0
238,150,81,48,66,13294.0
239,151,81,49,67,13354.0
240,152,82,49,67,13415.0
241,153,82,50,68,13474.0
242,154,82,50,69,13534.0
243,155,83,50,69,13594.0
244,156,83,51,70,13654.0
245,157,84,51,70,13714.0
246,158,85,51,70,13774.0
246,158,85,51,70,13834.0
246,158,85,51,70,13894.0
248,159,86,51,70,13954.0
249,160,87,51,70,14014.0
250,161,87,52,71,14074.0
250,161,87,52,71,14134.0
252,163,88,53,72,14194.0
253,164,89,53,72,14254.0
254,165,89,54,73,14314.0
255,166,90,54,73,14374.0
