recvSeq1,recvNum1,compute1num1,compute2num1,compute3num1,timestamp
671,202,173,23,26,17541.0
673,203,174,23,26,17601.0
674,204,175,23,26,17661.0
675,205,176,23,26,17721.0
676,206,177,23,26,17781.0
677,207,177,24,27,17841.0
677,207,177,24,27,17901.0
679,208,178,24,27,17961.0
680,209,178,25,28,18021.0
681,210,179,25,28,18081.0
682,211,180,25,28,18141.0
683,212,181,25,28,18201.0
684,213,182,25,28,18261.0
685,214,182,26,29,18321.0
686,215,183,26,29,18381.0
687,216,183,27,30,18441.0
687,216,183,27,30,18501.0
689,217,184,27,30,18561.0
690,218,185,27,30,18621.0
690,218,185,27,30,18681.0
692,219,186,27,30,18741.0
692,219,186,27,30,18801.0
694,220,187,27,30,18861.0
695,221,188,27,30,18921.0
696,222,189,27,30,18981.0
696,222,189,27,30,19041.0
698,223,190,27,30,19101.0
699,224,191,27,30,19161.0
700,225,192,27,30,19221.0
701,226,193,27,30,19281.0
702,227,194,27,30,19341.0
703,228,194,28,31,19401.0
703,228,194,28,31,19461.0
705,229,195,28,31,19521.0
706,230,196,28,31,19581.0
707,231,197,28,31,19641.0
708,232,198,28,31,19701.0
709,233,199,28,31,19761.0
710,234,200,28,31,19821.0
711,235,200,29,32,19881.0
712,236,201,29,32,19941.0
713,237,202,29,32,20001.0
713,237,202,29,32,20061.0
715,238,203,29,32,20121.0
715,238,203,29,32,20181.0
717,239,204,29,32,20241.0
718,240,204,30,33,20301.0
719,241,204,30,34,20361.0
720,242,205,30,34,20421.0
721,243,205,31,35,20481.0
721,243,205,31,35,20541.0
721,243,205,31,35,20601.0
724,244,206,31,35,20661.0
724,244,206,31,35,20721.0
726,245,207,31,35,20781.0
726,245,207,31,35,20841.0
728,246,208,31,35,20901.0
729,247,209,31,35,20961.0
730,248,209,32,36,21021.0
731,249,210,32,36,21081.0
732,250,211,32,36,21141.0
732,250,211,32,36,21201.0
734,251,212,32,36,21261.0
735,252,213,32,36,21321.0
736,253,213,33,37,21381.0
737,254,213,33,38,21441.0
738,255,214,33,38,21501.0
738,255,214,33,38,21561.0
740,256,215,33,38,21621.0
741,257,215,34,39,21681.0
742,258,215,34,40,21741.0
743,259,216,34,40,21801.0
744,260,217,34,40,21861.0
745,261,218,34,40,21921.0
746,262,219,34,40,21981.0
746,262,219,34,40,22041.0
748,263,220,34,40,22101.0
749,264,221,34,40,22161.0
750,265,222,34,40,22221.0
751,266,223,34,40,22281.0
752,267,223,35,41,22341.0
753,268,224,35,41,22401.0
753,268,224,35,41,22461.0
755,269,225,35,41,22521.0
756,270,226,35,41,22581.0
757,271,227,35,41,22641.0
758,272,228,35,41,22701.0
759,273,229,35,41,22761.0
760,274,230,35,41,22821.0
761,275,231,35,41,22881.0
762,276,232,35,41,22941.0
763,277,233,35,41,23001.0
764,278,234,35,41,23061.0
765,279,235,35,41,23121.0
766,280,236,35,41,23181.0
767,281,236,36,42,23241.0
768,282,236,36,43,23301.0
768,282,236,36,43,23361.0
770,283,237,36,43,23421.0
771,284,238,36,43,23481.0
772,285,239,36,43,23541.0
772,285,239,36,43,23601.0
772,285,239,36,43,23661.0
775,286,240,36,43,23721.0
776,287,241,36,43,23781.0
777,288,242,36,43,23841.0
778,289,243,36,43,23901.0
778,289,243,36,43,23961.0
780,290,244,36,43,24021.0
781,291,244,37,44,24081.0
781,291,244,37,44,24141.0
783,292,245,37,44,24201.0
784,293,246,37,44,24261.0
785,294,247,37,44,24321.0
785,294,247,37,44,24381.0
787,295,248,37,44,24441.0
788,296,249,37,44,24501.0
789,297,250,37,44,24561.0
790,298,251,37,44,24621.0
790,298,251,37,44,24681.0
792,299,252,37,44,24741.0
793,300,253,37,44,24801.0
794,301,253,38,45,24861.0
795,302,254,38,45,24921.0
796,303,255,38,45,24981.0
797,304,256,38,45,25041.0
798,305,257,38,45,25101.0
799,306,258,38,45,25161.0
800,307,259,38,45,25221.0
801,308,260,38,45,25281.0
802,309,260,39,46,25341.0
803,310,261,39,46,25401.0
803,310,261,39,46,25461.0
805,311,261,40,47,25521.0
806,312,262,40,47,25581.0
807,313,262,41,48,25641.0
808,314,262,41,49,25701.0
809,315,263,41,49,25761.0
810,316,264,41,49,25821.0
811,317,264,42,50,25881.0
812,318,265,42,50,25941.0
813,319,266,42,50,26001.0
813,319,266,42,50,26061.0
815,320,267,42,50,26121.0
816,321,267,43,51,26181.0
817,322,268,43,51,26241.0
818,323,269,43,51,26301.0
819,324,270,43,51,26361.0
820,325,271,43,51,26421.0
821,326,272,43,51,26481.0
821,326,272,43,51,26541.0
823,327,273,43,51,26601.0
824,328,273,44,52,26661.0
825,329,274,44,52,26721.0
825,329,274,44,52,26781.0
827,330,275,44,52,26841.0
828,331,276,44,52,26901.0
828,331,276,44,52,26961.0
830,332,277,44,52,27021.0
831,333,278,44,52,27081.0
832,334,279,44,52,27141.0
833,335,280,44,52,27201.0
834,336,281,44,52,27261.0
835,337,282,44,52,27321.0
836,338,283,44,52,27381.0
837,339,284,44,52,27441.0
838,340,285,44,52,27501.0
838,340,285,44,52,27561.0
840,341,285,45,53,27621.0
841,342,285,45,54,27681.0
842,343,286,45,54,27741.0
842,343,286,45,54,27801.0
844,344,287,45,54,27861.0
845,345,287,46,55,27921.0
845,345,287,46,55,27981.0
847,346,288,46,55,28041.0
848,347,288,47,56,28101.0
849,348,288,47,57,28161.0
850,349,289,47,57,28221.0
851,350,290,47,57,28281.0
852,351,291,47,57,28341.0
853,352,292,47,57,28401.0
854,353,293,47,57,28461.0
854,353,293,47,57,28521.0
856,354,294,47,57,28581.0
857,355,295,47,57,28641.0
857,355,295,47,57,28701.0
859,356,295,48,58,28761.0
860,357,296,48,58,28821.0
860,357,296,48,58,28881.0
862,358,297,48,58,28941.0
863,359,298,48,58,29001.0
864,360,299,48,58,29061.0
864,360,299,48,58,29121.0
866,361,300,48,58,29181.0
867,362,301,48,58,29241.0
868,363,302,48,58,29301.0
868,363,302,48,58,29361.0
870,364,302,49,59,29421.0
871,365,303,49,59,29481.0
872,366,303,50,60,29541.0
873,367,303,50,61,29601.0
873,367,303,50,61,29661.0
873,367,303,50,61,29721.0
873,367,303,50,61,29781.0
873,367,303,50,61,29841.0
878,368,304,50,61,29901.0
879,369,305,50,61,29961.0
880,370,306,50,61,30021.0
880,370,306,50,61,30081.0
882,371,307,50,61,30141.0
882,371,307,50,61,30201.0
884,372,308,50,61,30261.0
885,373,309,50,61,30321.0
885,373,309,50,61,30381.0
885,373,309,50,61,30441.0
888,374,310,50,61,30501.0
889,375,311,50,61,30561.0
890,376,312,50,61,30621.0
890,376,312,50,61,30681.0
892,377,313,50,61,30741.0
893,378,314,50,61,30801.0
894,379,314,51,62,30861.0
894,379,314,51,62,30921.0
896,380,315,51,62,30981.0
897,381,316,51,62,31041.0
898,382,317,51,62,31101.0
898,382,317,51,62,31161.0
898,382,317,51,62,31221.0
901,383,318,51,62,31281.0
902,384,319,51,62,31341.0
902,384,319,51,62,31401.0
904,385,320,51,62,31461.0
905,386,320,52,63,31521.0
906,387,320,52,64,31581.0
906,387,320,52,64,31641.0
906,387,320,52,64,31701.0
909,388,321,52,64,31761.0
910,389,322,52,64,31821.0
911,390,323,52,64,31881.0
912,391,324,52,64,31941.0
912,391,324,52,64,32001.0
912,391,324,52,64,32061.0
915,392,325,52,64,32121.0
916,393,326,52,64,32181.0
917,394,326,53,65,32241.0
918,395,327,53,65,32301.0
919,396,328,53,65,32361.0
920,397,329,53,65,32421.0
921,398,330,53,65,32481.0
922,399,331,53,65,32541.0
923,400,332,53,65,32601.0
924,401,333,53,65,32661.0
925,402,334,53,65,32721.0
926,403,335,53,65,32781.0
927,404,335,54,66,32841.0
928,405,336,54,66,32901.0
928,405,336,54,66,32961.0
930,406,337,54,66,33021.0
931,407,338,54,66,33081.0
931,407,338,54,66,33141.0
933,408,339,54,66,33201.0
934,409,340,54,66,33261.0
935,410,340,55,67,33321.0
936,411,341,55,67,33381.0
937,412,342,55,67,33441.0
937,412,342,55,67,33501.0
939,413,343,55,67,33561.0
940,414,343,56,68,33621.0
