recvSeq1,recvNum1,compute1num1,compute2num1,timestamp
698,139,108,0,11102.0
699,140,108,0,11162.0
700,141,109,0,11222.0
701,142,110,0,11282.0
702,143,111,0,11343.0
703,144,112,0,11403.0
703,144,112,0,11463.0
705,146,114,0,11523.0
706,147,115,0,11583.0
707,148,115,0,11643.0
708,149,116,0,11703.0
709,150,117,0,11763.0
710,151,118,0,11822.0
711,152,119,0,11882.0
713,154,120,0,11942.0
713,154,120,0,12002.0
715,156,121,0,12062.0
716,157,122,0,12122.0
717,158,122,0,12182.0
718,159,123,0,12242.0
719,160,124,0,12302.0
720,161,125,0,12362.0
721,162,126,0,12422.0
721,162,126,0,12482.0
722,163,127,0,12542.0
723,164,128,0,12602.0
724,165,129,0,12662.0
725,166,130,0,12722.0
726,167,130,0,12782.0
728,168,131,0,12842.0
729,169,132,0,12902.0
729,169,132,0,12962.0
731,171,134,0,13022.0
732,172,134,0,13082.0
733,173,135,0,13142.0
734,174,135,0,13203.0
735,175,136,0,13262.0
736,176,137,0,13323.0
737,177,138,0,13382.0
737,177,138,0,13442.0
739,178,138,0,13502.0
739,178,138,0,13562.0
741,180,139,0,13622.0
742,181,140,0,13682.0
743,182,141,0,13742.0
743,182,141,0,13802.0
745,184,143,0,13862.0
746,185,144,0,13922.0
747,186,145,0,13982.0
748,187,146,0,14042.0
749,188,147,0,14102.0
750,189,148,0,14162.0
751,190,149,0,14222.0
752,191,149,0,14282.0
753,192,149,0,14342.0
755,194,150,0,14402.0
756,195,151,0,14462.0
757,196,152,0,14522.0
758,197,153,0,14582.0
758,197,153,0,14642.0
759,198,154,0,14702.0
760,199,155,0,14762.0
762,201,156,0,14822.0
763,202,157,0,14882.0
763,202,157,0,14942.0
764,203,158,0,15002.0
765,204,159,0,15062.0
765,204,159,0,15122.0
767,206,161,0,15182.0
767,206,161,0,15242.0
768,207,162,0,15302.0
769,208,163,0,15362.0
771,210,165,0,15422.0
771,210,165,0,15482.0
772,211,166,0,15542.0
774,213,167,0,15602.0
775,214,167,0,15662.0
776,215,168,0,15722.0
777,216,169,0,15782.0
778,217,170,0,15842.0
779,218,171,0,15902.0
780,219,172,0,15963.0
781,220,173,0,16022.0
782,221,174,0,16082.0
783,222,174,0,16142.0
784,223,175,0,16202.0
785,224,176,0,16262.0
786,225,177,0,16322.0
788,227,178,0,16382.0
789,228,178,0,16442.0
790,229,179,0,16502.0
791,230,180,0,16562.0
792,231,180,0,16622.0
794,233,181,0,16682.0
795,234,182,0,16742.0
795,234,182,0,16802.0
796,235,183,0,16862.0
797,236,184,0,16922.0
798,237,185,0,16982.0
799,238,186,0,17042.0
800,239,186,0,17103.0
801,240,187,0,17162.0
802,241,188,0,17222.0
803,242,189,0,17282.0
804,243,190,0,17343.0
805,244,190,0,17402.0
805,244,190,0,17462.0
807,246,191,0,17522.0
808,247,192,0,17582.0
809,248,193,0,17642.0
810,249,194,0,17702.0
811,250,195,0,17762.0
812,251,195,0,17822.0
812,251,195,0,17882.0
813,252,196,0,17942.0
814,253,197,0,18002.0
815,254,198,0,18062.0
817,256,200,0,18122.0
818,257,201,0,18182.0
819,258,202,0,18242.0
820,259,202,0,18302.0
821,260,203,0,18362.0
823,262,205,0,18423.0
823,262,205,0,18482.0
824,263,206,0,18542.0
826,265,207,0,18603.0
827,266,208,0,18662.0
827,266,208,0,18722.0
828,267,209,0,18782.0
830,269,211,0,18842.0
