Ranging.distTo0,Ranging.truthDistTo0,Ranging.distTo2,Ranging.truthDistTo2,Ranging.distTo5,Ranging.truthDistTo5
88,93,116,102,208,201
111,93,114,101,205,202
116,89,112,101,208,203
115,88,112,98,204,200
91,89,115,94,204,200
89,87,108,91,204,200
89,87,108,91,204,200
88,87,100,91,204,200
60,82,108,89,204,200
83,81,110,89,204,206
87,79,103,89,204,206
76,79,96,92,211,205
76,79,96,92,221,209
62,79,93,96,216,207
58,78,98,81,216,208
62,79,98,86,215,207
69,81,95,84,215,207
84,82,90,86,215,210
84,82,90,86,211,212
75,84,98,87,213,205
71,85,92,80,219,203
74,84,85,80,221,200
107,92,91,81,221,200
108,94,86,82,222,209
108,94,86,82,216,208
116,99,81,82,219,210
117,103,91,83,211,210
121,104,76,83,223,210
125,109,79,62,223,210
130,112,79,62,220,209
130,112,79,60,219,212
129,114,71,56,218,213
129,114,69,56,217,213
128,114,74,56,223,212
133,115,74,59,223,212
128,114,69,56,219,212
128,114,69,56,226,213
128,112,64,57,220,211
123,110,59,57,214,212
124,106,61,48,213,210
124,104,62,45,213,210
123,98,64,47,214,209
123,98,64,47,207,206
125,95,58,50,207,206
112,90,57,45,197,205
109,86,58,45,201,204
109,84,59,44,201,204
96,81,59,44,201,204
96,81,59,44,197,202
95,78,55,41,201,201
106,78,58,42,198,201
101,72,58,42,190,201
100,71,55,39,190,201
92,68,49,41,192,200
92,68,49,41,204,202
92,71,53,39,201,197
94,69,50,39,198,192
92,70,45,35,197,193
87,71,37,37,197,193
84,71,35,34,192,191
84,71,35,34,194,191
86,76,30,35,193,190
113,76,30,34,191,189
78,80,29,32,197,187
57,86,31,34,197,187
60,86,27,34,189,186
60,86,27,34,194,186
58,89,26,36,197,186
59,89,29,36,199,185
80,93,31,36,202,186
81,95,30,37,202,186
91,98,29,37,200,187
91,98,29,37,201,187
123,98,29,35,201,190
114,98,30,35,201,192
118,102,31,31,204,198
98,107,30,26,204,198
111,108,28,24,197,201
124,109,28,24,203,202
124,109,24,25,205,203
120,109,30,20,211,203
115,111,31,24,212,200
123,107,30,21,212,200
120,107,32,18,207,211
125,105,32,18,211,211
125,105,30,24,220,211
124,103,33,18,217,210
120,101,30,19,211,209
112,99,26,18,211,209
112,95,23,19,207,207
112,95,23,19,208,205
121,95,23,19,209,203
115,91,25,19,213,204
114,94,17,19,209,203
113,94,18,19,209,203
106,94,18,22,207,206
106,94,18,22,207,199
105,86,17,24,214,199
105,84,14,24,212,196
107,84,15,27,208,198
115,84,33,26,208,198
47,82,49,26,206,197
47,82,49,26,204,197
99,83,51,26,207,195
65,86,50,28,207,195
66,84,48,32,200,190
74,87,40,28,200,190
83,92,39,28,206,194
83,92,39,28,206,194
91,93,32,26,206,194
102,95,33,26,206,192
116,100,26,24,212,194
107,101,30,24,212,194
101,101,31,22,205,195
101,101,31,22,200,198
115,105,30,22,200,198
121,106,33,22,192,200
127,106,32,20,192,200
129,107,30,20,192,200
121,110,32,19,192,200
120,109,32,19,209,204
120,109,31,20,243,204
114,105,27,19,246,207
116,104,23,19,257,208
114,101,22,19,257,208
103,97,19,20,256,207
90,94,19,20,250,207
90,94,47,19,250,207
96,92,43,21,250,207
101,87,47,21,235,206
99,86,10,21,235,206
86,82,15,23,237,206
86,82,15,23,233,206
123,76,18,22,231,202
128,74,28,23,230,202
107,76,34,25,223,205
106,74,39,25,223,205
104,75,37,25,217,206
104,75,37,25,217,203
101,75,40,30,211,203
104,76,43,31,206,203
96,76,40,30,206,203
111,78,45,34,206,203
114,79,46,36,208,203
114,79,46,36,206,203
118,82,45,34,203,202
44,83,41,34,197,202
56,83,42,40,203,202
57,86,45,40,203,202
73,85,42,41,201,202
73,85,42,41,200,199
72,85,44,49,205,199
72,87,44,50,205,198
70,87,47,51,207,198
79,91,50,51,207,198
90,92,59,50,213,199
90,92,59,50,217,199
99,95,66,49,224,200
107,96,67,49,224,200
108,99,75,50,231,200
93,99,72,50,231,200
96,101,68,54,254,201
96,101,68,54,209,206
103,102,67,53,209,206
100,103,68,55,189,207
101,106,75,58,222,207
80,106,73,57,222,207
80,106,74,58,193,208
126,106,74,58,201,208
126,106,77,61,212,207
137,105,79,65,225,207
156,104,79,62,225,207
800,104,79,61,225,207
133,104,76,57,222,207
79,103,76,57,224,205
79,103,69,57,219,205
86,103,71,52,219,205
84,103,66,50,218,203
76,102,60,48,218,203
76,98,62,47,214,203
77,96,62,47,207,198
77,96,56,39,207,198
86,94,52,40,204,194
98,93,37,41,204,194
93,91,33,38,204,194
103,90,25,39,273,191
110,90,25,39,264,189
110,90,21,39,246,189
107,92,21,39,246,189
107,89,61,37,246,189
96,91,45,39,246,189
98,88,45,37,246,189
97,90,45,37,246,206
97,90,51,39,246,206
98,91,51,40,246,206
94,92,51,40,225,207
97,91,52,39,225,207
97,93,52,35,227,206
94,91,52,35,217,206
94,91,55,37,222,204
94,91,53,42,222,204
96,91,53,42,225,204
93,92,55,41,227,208
93,93,54,39,227,208
96,91,54,39,226,207
96,91,55,41,221,207
97,94,55,42,220,207
91,94,57,40,214,207
92,94,54,38,220,204
92,95,52,40,220,204
93,95,52,40,213,204
93,95,53,40,207,203
92,93,58,40,207,203
92,96,55,41,204,201
92,93,58,40,204,201
93,93,58,37,204,201
92,94,58,37,208,201
92,94,38,37,207,202
90,94,25,37,205,202
93,94,5,36,205,202
96,93,22,36,213,205
100,93,20,31,213,205
109,99,20,31,210,205
109,99,25,35,211,209
107,100,30,37,213,210
109,104,33,35,217,212
114,103,38,37,228,213
114,106,47,40,228,213
108,109,47,40,228,215
108,109,56,40,230,215
109,110,59,43,234,214
112,112,55,42,242,217
117,113,38,48,238,219
118,114,34,48,238,219
122,115,34,48,241,219
122,115,36,49,243,242
127,116,32,52,248,242
128,119,47,53,239,247
130,121,60,56,246,248
134,121,100,58,246,248
132,125,100,58,246,248
132,125,92,63,251,249
132,125,83,65,252,252
134,126,94,65,252,252
133,127,88,68,256,252
134,134,87,75,256,252
136,136,87,75,263,257
136,136,92,80,262,259
140,137,97,79,267,260
145,139,94,83,271,262
146,141,97,85,271,262
149,142,96,86,273,263
151,142,96,86,273,264
151,142,100,91,277,266
151,144,103,92,278,267
150,145,106,92,283,274
155,146,111,92,278,273
151,146,106,93,278,273
