recvSeq,recvNum,compute1num,compute2num,timestamp
391,348,325,20,48721.0
392,349,326,20,48771.0
393,350,327,20,48821.0
394,351,328,20,48871.0
395,352,329,20,48921.0
396,353,330,20,48971.0
397,354,331,20,49021.0
398,355,332,20,49071.0
399,356,333,20,49121.0
400,357,334,20,49171.0
401,358,335,20,49221.0
402,359,336,20,49271.0
403,360,337,20,49321.0
404,361,338,20,49371.0
405,362,339,20,49421.0
406,363,340,20,49471.0
407,364,341,20,49521.0
408,365,342,20,49571.0
409,366,343,20,49621.0
410,367,344,20,49671.0
411,368,345,20,49721.0
412,369,346,20,49771.0
413,370,347,20,49821.0
414,371,348,20,49871.0
415,372,349,20,49921.0
416,373,350,20,49971.0
417,374,351,20,50021.0
418,375,352,20,50071.0
419,376,352,21,50121.0
420,377,353,21,50171.0
421,378,354,21,50221.0
422,379,354,22,50271.0
422,379,354,22,50321.0
424,380,355,22,50371.0
425,381,356,22,50421.0
425,381,356,22,50471.0
427,382,357,22,50521.0
428,383,358,22,50571.0
429,384,359,22,50621.0
430,385,360,22,50671.0
431,386,361,22,50721.0
432,387,362,22,50771.0
433,388,362,23,50821.0
434,389,363,23,50871.0
435,390,364,23,50921.0
436,391,365,23,50971.0
436,391,365,23,51021.0
438,392,366,23,51071.0
439,393,367,23,51121.0
440,394,368,23,51171.0
441,395,369,23,51221.0
442,396,370,23,51271.0
443,397,371,23,51321.0
444,398,372,23,51371.0
445,399,373,23,51421.0
446,400,374,23,51471.0
447,401,375,23,51521.0
448,402,376,23,51571.0
449,403,377,23,51621.0
450,404,378,23,51671.0
451,405,379,23,51721.0
452,406,380,23,51771.0
453,407,380,23,51821.0
454,408,381,23,51871.0
455,409,382,23,51921.0
456,410,383,23,51971.0
457,411,384,23,52021.0
458,412,385,23,52071.0
459,413,386,23,52121.0
460,414,387,23,52171.0
461,415,387,24,52221.0
462,416,387,25,52271.0
463,417,388,25,52321.0
464,418,389,25,52371.0
464,418,389,25,52421.0
464,418,389,25,52471.0
467,419,390,25,52521.0
468,420,391,25,52571.0
468,420,391,25,52621.0
470,421,392,25,52671.0
471,422,393,25,52721.0
472,423,394,25,52771.0
473,424,395,25,52821.0
474,425,396,25,52871.0
475,426,396,26,52921.0
476,427,397,26,52971.0
477,428,398,26,53021.0
478,429,399,26,53071.0
478,429,399,26,53121.0
480,430,400,26,53171.0
481,431,401,26,53221.0
482,432,402,26,53271.0
483,433,403,26,53321.0
484,434,404,26,53371.0
485,435,405,26,53421.0
486,436,406,26,53471.0
487,437,407,26,53521.0
488,438,408,26,53571.0
489,439,409,26,53621.0
490,440,410,26,53671.0
491,441,411,26,53721.0
492,442,412,26,53771.0
493,443,413,26,53821.0
494,444,414,26,53871.0
495,445,415,26,53921.0
496,446,416,26,53971.0
497,447,417,26,54021.0
498,448,418,26,54071.0
499,449,419,26,54121.0
500,450,420,26,54171.0
501,451,421,26,54221.0
502,452,422,26,54271.0
503,453,423,26,54321.0
504,454,424,26,54371.0
505,455,425,26,54421.0
506,456,426,26,54471.0
507,457,427,26,54521.0
508,458,428,26,54571.0
509,459,429,26,54621.0
510,460,430,26,54671.0
511,461,431,26,54721.0
512,462,432,26,54771.0
513,463,433,26,54821.0
514,464,434,26,54871.0
515,465,435,26,54921.0
516,466,436,26,54971.0
517,467,437,26,55021.0
518,468,438,26,55071.0
519,469,439,26,55121.0
520,470,440,26,55171.0
521,471,441,26,55221.0
522,472,441,27,55271.0
523,473,442,27,55321.0
524,474,443,27,55371.0
525,475,444,27,55421.0
525,475,444,27,55471.0
527,476,445,27,55521.0
528,477,446,27,55571.0
529,478,447,27,55621.0
530,479,448,27,55671.0
531,480,449,27,55721.0
532,481,450,27,55771.0
533,482,451,27,55821.0
534,483,452,27,55871.0
535,484,453,27,55921.0
536,485,454,27,55971.0
537,486,455,27,56021.0
538,487,456,27,56071.0
539,488,457,27,56121.0
540,489,458,27,56171.0
541,490,459,27,56221.0
542,491,460,27,56271.0
543,492,461,27,56321.0
544,493,462,27,56371.0
545,494,463,27,56421.0
546,495,463,28,56471.0
547,496,464,28,56521.0
548,497,465,28,56571.0
549,498,466,28,56621.0
549,498,466,28,56671.0
551,499,467,28,56721.0
552,500,468,28,56771.0
553,501,469,28,56821.0
554,502,470,28,56871.0
555,503,471,28,56921.0
556,504,472,28,56971.0
557,505,473,28,57021.0
558,506,474,28,57071.0
559,507,475,28,57121.0
560,508,476,28,57171.0
561,509,477,28,57221.0
562,510,478,28,57271.0
563,511,479,28,57321.0
564,512,480,28,57371.0
565,513,481,28,57421.0
566,514,482,28,57471.0
567,515,483,28,57521.0
568,516,484,28,57571.0
569,517,485,28,57621.0
570,518,486,28,57671.0
571,519,487,28,57721.0
572,520,488,28,57771.0
573,521,489,28,57821.0
574,522,490,28,57871.0
575,523,491,28,57921.0
576,524,492,28,57971.0
577,525,493,28,58021.0
578,526,494,28,58071.0
579,527,495,28,58121.0
580,528,496,28,58171.0
581,529,497,28,58221.0
582,530,498,28,58271.0
583,531,499,28,58321.0
584,532,500,28,58371.0
585,533,501,28,58421.0
586,534,502,28,58471.0
587,535,502,29,58521.0
588,536,502,30,58571.0
589,537,503,30,58621.0
590,538,504,30,58671.0
590,538,504,30,58721.0
590,538,504,30,58771.0
593,539,505,30,58821.0
594,540,506,30,58871.0
595,541,507,30,58921.0
596,542,508,30,58971.0
597,543,509,30,59021.0
598,544,510,30,59071.0
599,545,511,30,59121.0
600,546,512,30,59171.0
601,547,512,31,59221.0
602,548,513,31,59271.0
603,549,514,31,59321.0
604,550,515,31,59371.0
604,550,515,31,59421.0
606,551,516,31,59471.0
607,552,517,31,59521.0
608,553,518,31,59571.0
609,554,519,31,59621.0
610,555,520,31,59671.0
611,556,521,31,59721.0
612,557,522,31,59771.0
613,558,523,31,59821.0
614,559,524,31,59871.0
615,560,525,31,59921.0
616,561,526,31,59971.0
617,562,527,31,60021.0
618,563,528,31,60071.0
619,564,528,32,60121.0
620,565,529,32,60171.0
621,566,530,32,60221.0
622,567,531,32,60271.0
622,567,531,32,60321.0
624,568,532,32,60371.0
625,569,533,32,60421.0
626,570,534,32,60471.0
627,571,534,33,60521.0
628,572,535,33,60571.0
629,573,536,33,60621.0
630,574,537,33,60671.0
630,574,537,33,60721.0
632,575,538,33,60771.0
633,576,539,33,60821.0
634,577,540,33,60871.0
635,578,541,33,60921.0
636,579,542,33,60971.0
637,580,543,33,61021.0
638,581,544,33,61071.0
639,582,545,33,61121.0
640,583,546,33,61171.0
641,584,547,33,61221.0
642,585,548,33,61271.0
643,586,549,33,61321.0
644,587,550,33,61371.0
645,588,551,33,61421.0
646,589,552,33,61471.0
647,590,553,33,61521.0
648,591,554,33,61571.0
649,592,555,33,61621.0
650,593,556,33,61671.0
651,594,557,33,61721.0
652,595,557,34,61771.0
653,596,558,34,61821.0
654,597,559,34,61871.0
655,598,560,34,61921.0
655,598,560,34,61971.0
657,599,561,34,62021.0
658,600,562,34,62071.0
659,601,563,34,62121.0
660,602,564,34,62171.0
661,603,565,34,62221.0
662,604,566,34,62271.0
663,605,567,34,62321.0
664,606,568,34,62371.0
665,607,569,34,62421.0
666,608,569,35,62471.0
667,609,570,35,62521.0
668,610,571,35,62571.0
669,611,572,35,62621.0
669,611,572,35,62671.0
671,612,573,35,62721.0
672,613,574,35,62771.0
673,614,575,35,62821.0
674,615,576,35,62871.0
675,616,577,35,62921.0
676,617,578,35,62971.0
677,618,579,35,63021.0
678,619,580,35,63071.0
679,620,581,35,63121.0
680,621,582,35,63171.0
681,622,583,35,63221.0
682,623,584,35,63271.0
683,624,585,35,63321.0
684,625,586,35,63371.0
685,626,587,35,63421.0
686,627,588,35,63471.0
687,628,589,35,63521.0
688,629,589,36,63571.0
689,630,590,36,63621.0
690,631,591,36,63671.0
691,632,592,36,63721.0
691,632,592,36,63771.0
693,633,593,36,63821.0
694,634,594,36,63871.0
695,635,595,36,63921.0
696,636,596,36,63971.0
697,637,597,36,64021.0
698,638,598,36,64071.0
699,639,599,36,64121.0
700,640,599,37,64171.0
701,641,600,37,64221.0
702,642,601,37,64271.0
703,643,602,37,64321.0
703,643,602,37,64371.0
705,644,603,37,64421.0
706,645,604,37,64471.0
707,646,605,37,64521.0
708,647,606,37,64571.0
709,648,607,37,64621.0
710,649,608,37,64671.0
711,650,609,37,64721.0
712,651,610,37,64771.0
713,652,611,37,64821.0
714,653,612,37,64871.0
715,654,613,37,64921.0
716,655,614,37,64971.0
717,656,615,37,65021.0
718,657,616,37,65071.0
719,658,617,37,65121.0
720,659,618,37,65171.0
721,660,619,37,65221.0
722,661,619,38,65271.0
723,662,620,38,65321.0
724,663,621,38,65371.0
725,664,622,38,65421.0
725,664,622,38,65471.0
727,665,623,38,65521.0
728,666,624,38,65571.0
729,667,625,38,65621.0
730,668,626,38,65671.0
731,669,627,38,65721.0
732,670,628,38,65771.0
733,671,629,38,65821.0
734,672,630,38,65871.0
735,673,631,38,65921.0
736,674,632,38,65971.0
737,675,633,38,66021.0
738,676,634,38,66071.0
739,677,635,38,66121.0
740,678,636,38,66171.0
741,679,637,38,66221.0
742,680,638,38,66271.0
743,681,639,38,66321.0
744,682,640,38,66371.0
745,683,641,38,66421.0
746,684,642,38,66471.0
747,685,643,38,66521.0
748,686,644,38,66571.0
749,687,645,38,66621.0
750,688,646,38,66671.0
751,689,647,38,66721.0
752,690,647,39,66771.0
753,691,648,39,66821.0
754,692,649,39,66871.0
755,693,650,39,66921.0
755,693,650,39,66971.0
757,694,651,39,67021.0
758,695,652,39,67071.0
759,696,653,39,67121.0
760,697,654,39,67171.0
761,698,655,39,67221.0
762,699,656,39,67271.0
763,700,657,39,67321.0
764,701,658,39,67371.0
765,702,659,39,67421.0
766,703,660,39,67471.0
767,704,661,39,67521.0
768,705,661,40,67571.0
769,706,662,40,67621.0
770,707,663,40,67671.0
771,708,664,40,67721.0
771,708,664,40,67771.0
773,709,665,40,67821.0
774,710,666,40,67871.0
775,711,667,40,67921.0
776,712,668,40,67971.0
777,713,669,40,68021.0
778,714,670,40,68071.0
779,715,671,40,68121.0
780,716,672,40,68171.0
781,717,673,40,68221.0
782,718,674,40,68271.0
783,719,675,40,68321.0
784,720,676,40,68371.0
785,721,677,40,68421.0
786,722,678,40,68471.0
787,723,679,40,68521.0
788,724,680,40,68571.0
789,725,680,41,68621.0
790,726,681,41,68671.0
791,727,681,42,68721.0
792,728,682,42,68771.0
792,728,682,42,68821.0
794,729,683,42,68871.0
794,729,683,42,68921.0
796,730,684,42,68971.0
797,731,684,42,69021.0
797,731,684,42,69071.0
799,732,685,42,69121.0
800,733,686,42,69171.0
801,734,687,42,69221.0
802,735,688,42,69271.0
803,736,689,42,69321.0
804,737,690,42,69371.0
805,738,691,42,69421.0
806,739,692,42,69471.0
807,740,693,42,69521.0
808,741,694,42,69571.0
809,742,695,42,69621.0
810,743,695,43,69671.0
811,744,696,43,69721.0
812,745,697,43,69771.0
813,746,698,43,69821.0
813,746,698,43,69871.0
815,747,699,43,69921.0
816,748,700,43,69971.0
817,749,701,43,70021.0
818,750,702,43,70071.0
819,751,703,43,70121.0
820,752,704,43,70171.0
821,753,705,43,70221.0
822,754,706,43,70271.0
823,755,707,43,70321.0
824,756,708,43,70371.0
825,757,709,43,70421.0
826,758,710,43,70471.0
