Ranging.distTo0,Ranging.truthDistTo0,Ranging.distTo2,Ranging.truthDistTo2,Ranging.distTo5,Ranging.truthDistTo5
91,96,112,99,-1,194
90,96,108,99,-1,194
87,96,108,99,-1,194
95,96,108,99,-1,194
89,97,108,99,-1,194
89,97,106,98,-1,194
91,97,105,98,-1,194
93,96,108,98,-1,194
84,96,110,98,-1,194
86,96,110,98,-1,194
79,95,110,98,-1,194
79,95,108,97,-1,194
76,93,110,97,-1,194
68,94,113,97,-1,192
140,96,106,97,-1,192
116,96,105,97,-1,192
88,99,105,97,186,192
88,99,110,100,186,195
85,100,117,103,188,194
83,102,114,108,190,195
93,101,109,103,185,192
91,101,109,109,185,192
85,101,109,109,185,192
85,101,115,107,187,193
91,101,112,106,184,193
87,99,110,112,184,193
85,99,114,107,184,193
95,98,110,108,184,193
87,97,110,108,184,193
87,97,110,105,184,193
70,96,111,105,184,196
142,96,108,102,184,196
130,98,105,101,184,196
122,97,107,98,184,196
119,98,107,98,184,196
119,98,106,96,184,208
112,92,110,93,207,206
112,92,111,90,205,210
108,95,118,93,205,210
119,92,50,93,205,210
106,88,50,93,211,212
106,88,121,91,211,212
107,91,112,88,211,212
107,91,107,88,211,212
106,84,102,84,211,212
122,84,98,91,211,212
114,84,98,91,211,212
114,84,96,89,211,212
115,85,98,90,211,212
115,85,92,89,211,218
121,88,95,88,211,218
120,90,98,85,211,218
114,92,98,85,211,218
114,92,103,86,211,218
120,93,100,88,211,218
127,93,99,87,211,218
119,95,101,85,211,208
124,98,104,89,211,208
124,98,104,89,211,208
124,98,108,97,186,208
118,98,110,95,197,207
109,99,113,94,197,207
97,96,115,98,196,200
88,100,114,98,196,200
75,100,114,98,196,200
75,100,114,98,197,200
70,97,119,102,197,200
73,96,123,106,197,193
96,96,120,107,197,193
83,96,121,109,197,193
85,97,121,109,190,197
85,97,127,113,196,201
87,97,124,110,202,202
96,98,122,111,205,203
102,100,123,111,197,205
110,101,125,111,197,205
113,102,125,111,200,206
113,102,123,111,200,206
117,104,123,112,206,210
116,107,125,111,209,211
101,107,123,110,211,211
100,110,121,109,211,211
104,110,121,109,215,215
104,110,119,107,216,216
104,110,121,106,213,216
115,110,120,107,216,212
115,107,123,105,214,214
114,108,121,105,214,214
114,108,121,105,215,213
114,108,121,105,217,213
108,106,120,105,217,210
113,104,117,105,214,216
100,103,117,108,215,215
99,99,118,108,215,215
98,98,118,108,213,214
98,98,121,107,211,214
85,94,124,107,207,214
79,85,110,111,206,210
77,84,113,112,206,210
78,83,121,112,206,210
114,86,121,112,209,208
114,86,129,132,210,209
86,85,132,133,206,206
76,84,143,130,205,201
105,79,117,128,200,202
62,79,136,128,200,202
62,78,136,128,194,202
62,78,145,128,186,201
63,77,132,129,188,201
100,75,127,129,185,198
72,75,127,131,190,193
59,73,139,131,190,193
57,72,139,131,182,191
57,72,140,132,182,191
57,73,142,134,183,191
59,73,146,134,180,188
60,73,144,138,174,188
60,73,149,138,174,188
60,68,149,138,174,186
60,68,149,137,175,186
60,67,148,139,174,186
60,67,149,141,172,186
58,66,147,137,174,186
57,67,150,139,174,186
58,65,150,139,175,183
58,65,146,138,175,183
56,64,146,137,173,182
55,64,147,135,171,182
59,63,148,135,170,182
56,64,142,135,170,182
56,65,142,135,167,180
56,65,142,135,171,180
56,66,143,135,168,180
57,67,141,135,164,178
61,69,140,135,167,176
62,71,140,128,167,176
61,72,140,128,162,174
61,72,140,128,163,175
65,74,137,127,163,175
66,75,138,127,158,175
68,79,135,127,161,174
69,80,136,127,161,174
69,81,136,127,159,174
69,81,135,127,163,174
69,83,134,127,164,174
71,83,135,127,167,174
75,83,139,128,165,179
73,83,136,128,165,179
73,83,136,128,168,179
73,83,137,131,168,179
75,83,138,131,170,183
76,83,143,133,172,185
76,83,143,134,175,188
75,90,143,136,175,188
74,90,143,136,183,189
74,90,143,138,183,189
76,90,148,140,184,189
76,91,148,145,187,194
79,91,151,142,184,195
77,91,152,142,184,195
77,91,152,142,185,195
77,91,154,142,188,198
78,95,153,146,190,198
77,95,155,148,191,198
81,95,157,151,189,198
89,97,158,151,189,198
84,95,158,151,193,201
84,95,155,147,197,203
87,95,156,147,194,204
86,95,157,147,197,204
89,94,157,150,197,206
89,92,157,150,197,206
83,92,157,150,199,206
83,92,155,145,200,207
80,89,155,144,201,208
75,88,152,144,206,209
75,88,152,142,198,209
70,88,148,142,198,209
69,86,148,142,202,209
69,86,153,141,207,209
68,86,150,141,206,209
64,82,150,138,206,209
63,80,147,137,204,209
64,78,148,136,204,209
63,78,148,136,199,209
63,78,148,135,200,202
63,77,148,135,201,199
62,76,144,133,192,198
62,76,141,132,189,195
61,76,143,131,189,195
62,76,143,131,187,193
62,76,142,131,184,193
63,77,139,130,182,189
62,78,142,128,178,189
62,78,144,128,179,186
64,79,141,128,179,186
65,79,141,128,174,184
65,79,140,128,173,184
63,79,138,128,178,184
62,79,137,127,174,184
63,80,141,127,171,186
62,80,142,124,171,186
61,81,142,124,175,186
61,81,142,124,177,187
62,79,134,124,178,188
63,79,140,125,181,189
64,79,148,123,175,189
64,81,146,123,175,189
65,81,146,123,178,189
65,81,124,123,179,191
64,81,141,123,180,192
62,81,142,123,183,192
66,81,129,123,182,192
70,81,127,125,182,192
74,81,127,125,184,192
74,81,121,123,183,192
74,79,113,123,190,192
76,79,106,123,199,190
83,79,96,122,199,190
86,81,106,123,199,190
119,81,106,123,199,190
119,81,100,121,199,190
117,79,147,121,199,190
127,80,122,122,199,190
164,80,114,122,199,186
139,81,107,122,199,186
154,80,107,122,248,186
154,80,121,123,260,187
169,80,127,123,281,185
173,81,130,123,317,185
194,79,137,120,281,185
186,79,152,123,281,185
190,79,152,123,282,185
190,79,151,120,285,185
197,80,151,121,293,185
197,80,151,121,301,185
190,80,155,122,304,185
192,80,153,122,304,185
195,82,153,122,303,185
195,82,173,123,304,185
197,82,182,127,307,185
204,82,164,124,307,187
200,82,165,150,304,306
193,197,158,150,304,306
200,196,158,150,310,306
200,196,163,149,313,306
208,196,158,149,305,306
206,196,150,149,317,306
211,196,161,149,316,306
210,196,165,149,316,306
209,196,165,149,316,306
209,196,166,146,316,306
252,196,163,146,316,306
245,196,165,148,316,305
224,196,144,147,334,304
207,196,158,147,334,304
214,196,158,147,322,304
214,196,164,147,322,304
214,196,142,147,329,305
213,196,142,147,323,305
213,196,144,144,323,305
218,195,147,144,323,305
215,195,147,144,325,305
215,195,142,148,325,306
215,195,142,149,329,306
216,197,144,149,329,306
216,197,144,149,329,306
216,197,157,153,329,306
216,195,157,153,329,306
216,195,188,156,329,306
228,195,185,158,329,306
228,195,170,161,329,306
226,195,167,163,329,306
225,195,167,163,329,306
225,195,167,163,329,306
225,195,167,163,329,306
225,195,159,174,329,306
225,195,192,175,329,306
225,195,167,175,329,306
225,196,175,175,329,306
229,196,175,175,329,306
229,196,173,183,329,317
232,197,165,188,329,317
229,197,170,191,360,319
228,197,178,196,362,317
228,196,177,200,362,317
228,196,177,200,361,318
228,196,180,198,362,318
224,196,184,203,358,318
221,196,185,203,358,318
221,196,183,203,358,318
222,196,188,203,358,318
235,198,188,203,358,318
235,198,192,203,358,318
227,196,193,218,358,321
225,197,195,219,368,321
236,197,195,221,386,321
223,197,198,222,386,321
216,197,198,222,349,321
216,197,201,222,377,321
235,197,203,227,385,321
242,197,191,227,393,321
237,196,209,229,384,321
238,195,208,228,384,321
239,195,208,228,385,319
239,195,211,230,382,321
237,193,212,229,381,319
238,193,208,232,380,319
237,193,210,232,377,319
235,192,207,232,377,319
235,194,207,232,378,320
235,194,206,234,378,320
235,194,204,233,377,320
234,194,201,233,372,320
227,193,195,233,368,320
227,194,197,236,368,320
229,193,197,236,368,320
229,193,205,235,372,320
230,193,205,237,371,320
234,193,205,238,371,320
234,195,209,237,369,321
228,195,205,239,369,321
229,194,205,239,368,322
229,194,208,239,368,322
229,194,206,239,368,322
230,194,207,243,368,322
231,194,211,243,368,322
228,194,218,240,368,322
236,194,218,240,368,322
236,194,213,242,368,322
239,194,221,244,368,322
239,194,222,245,368,322
237,194,224,245,368,322
240,194,219,245,368,322
241,194,219,245,368,322
241,194,221,244,368,322
238,194,225,244,368,321
233,194,217,244,368,321
235,194,212,242,368,321
232,194,212,240,368,321
228,223,212,240,368,321
228,223,208,214,368,321
230,223,207,214,368,370
228,220,205,214,384,370
228,220,201,213,387,370
228,220,198,214,387,370
230,220,198,214,386,370
230,220,197,214,387,369
232,220,205,214,383,368
228,220,216,212,383,368
228,220,213,214,381,368
231,220,213,214,381,368
227,219,213,214,380,365
227,219,213,218,386,365
234,219,217,219,380,362
237,219,221,226,380,362
227,219,223,228,373,357
232,219,217,228,373,357
235,219,217,228,367,354
235,219,235,231,367,354
244,219,228,235,371,352
237,221,247,238,371,352
246,219,255,243,371,352
240,219,259,246,371,352
235,221,259,246,371,352
235,221,259,247,371,352
239,221,259,247,371,337
240,219,259,247,357,334
246,219,262,258,349,331
240,219,265,260,349,331
239,221,265,260,344,329
239,221,265,261,343,327
239,219,267,261,342,323
239,219,273,266,342,321
235,219,273,269,335,321
238,219,276,270,335,321
242,219,276,270,338,319
242,219,277,274,340,318
240,218,278,277,334,314
241,218,281,276,339,314
244,220,290,283,339,314
260,220,307,284,339,314
267,220,307,284,339,314
267,220,307,284,339,314
281,220,307,284,341,307
278,220,307,284,357,306
267,218,307,293,352,305
261,218,315,293,352,305
265,217,315,293,348,302
265,217,317,299,350,302
266,217,319,300,348,297
274,217,342,300,338,296
296,216,338,301,328,294
292,216,338,301,328,294
290,216,338,301,351,294
290,216,338,301,377,292
281,216,353,306,372,292
280,215,341,307,355,292
278,215,343,305,355,292
268,215,341,306,355,292
288,215,341,306,346,292
288,215,349,306,346,292
288,215,348,306,343,293
287,214,357,306,344,293
268,214,354,306,348,294
266,214,359,308,348,294
265,215,359,308,347,292
265,215,353,308,343,292
264,215,340,308,341,292
262,215,336,308,342,292
269,214,359,309,333,293
262,216,374,309,333,293
269,216,374,309,333,293
269,216,343,309,346,291
269,215,339,308,346,291
266,215,314,308,344,288
265,214,367,310,334,287
264,214,381,308,334,287
259,215,381,308,334,287
259,215,381,308,319,284
268,215,352,309,326,284
265,216,347,309,327,282
265,216,348,309,332,282
259,216,341,311,332,282
258,216,341,311,329,281
258,216,338,311,327,283
259,216,338,311,327,281
262,216,337,311,327,281
262,216,342,311,327,281
263,216,347,310,327,281
263,216,347,310,330,281
263,216,346,311,332,281
266,216,341,312,332,281
266,216,342,311,334,286
265,216,342,311,338,287
264,216,342,312,338,287
264,216,342,312,335,287
264,216,339,312,335,289
264,216,341,311,338,291
263,216,339,309,339,292
263,215,335,309,336,292
268,215,335,310,336,292
266,215,335,310,339,292
266,215,337,310,342,294
264,215,335,309,340,294
263,215,342,308,342,293
260,215,341,308,343,293
261,216,338,309,343,293
262,216,338,309,340,292
262,216,339,308,337,292
260,216,342,309,334,291
260,217,354,306,335,289
259,217,362,305,332,287
259,217,365,306,332,287
264,219,365,306,330,283
264,219,367,304,327,283
265,217,344,304,325,278
266,217,344,305,324,275
267,218,345,305,317,273
262,218,359,303,317,273
257,218,359,303,316,273
257,218,353,303,313,273
255,218,348,303,307,269
256,218,342,305,311,269
256,216,341,305,312,269
254,216,343,305,312,269
257,216,343,305,311,269
257,216,344,304,308,261
256,216,343,304,308,260
258,216,340,304,307,260
258,216,336,308,304,260
286,216,336,308,304,260
283,216,336,308,290,260
283,216,331,312,287,257
273,216,341,312,300,257
244,217,353,312,306,257
255,216,361,312,307,257
258,216,364,313,307,257
