Ranging.distTo0,Ranging.truthDistTo0,Ranging.distTo1,Ranging.truthDistTo1,Ranging.distTo5,Ranging.truthDistTo5,Ranging.distTo7,Ranging.truthDistTo7
154,163.63307189941406,101,163.59625244140625,-1,265.1804504394531,234,253.96530151367188
154,163.62356567382812,101,163.59625244140625,-1,265.1804504394531,234,253.96530151367188
153,163.70127868652344,101,163.59625244140625,-1,265.1804504394531,234,254.28578186035156
153,164.23074340820312,101,163.59625244140625,-1,265.1804504394531,234,254.45054626464844
152,164.23074340820312,101,163.59625244140625,-1,265.1804504394531,234,254.4578094482422
152,164.23074340820312,101,163.59625244140625,-1,265.1804504394531,234,254.22430419921875
152,164.31996154785156,101,163.59625244140625,-1,265.1804504394531,234,254.41966247558594
152,164.32611083984375,101,163.59625244140625,-1,265.1804504394531,234,254.4454803466797
152,164.31752014160156,101,163.59625244140625,-1,265.1804504394531,234,254.42276000976562
149,164.14816284179688,101,163.59625244140625,-1,265.1804504394531,234,254.41802978515625
155,164.1513214111328,101,163.59625244140625,-1,265.1804504394531,234,254.45477294921875
155,164.31321716308594,101,163.59625244140625,-1,265.1804504394531,234,254.45870971679688
156,164.26548767089844,101,163.59625244140625,-1,265.1804504394531,234,254.407470703125
156,164.1607208251953,101,163.59625244140625,-1,265.1804504394531,231,254.45703125
156,164.25335693359375,101,163.59625244140625,-1,265.1804504394531,235,254.41778564453125
156,164.25453186035156,101,163.59625244140625,-1,265.1804504394531,233,254.28285217285156
154,164.18421936035156,101,163.59625244140625,-1,265.1804504394531,231,254.40908813476562
154,164.18421936035156,101,163.59625244140625,-1,265.1804504394531,233,254.41050720214844
153,164.18421936035156,101,163.59625244140625,-1,265.1804504394531,234,254.2315216064453
154,164.2798614501953,101,163.59625244140625,-1,265.1804504394531,232,254.43853759765625
152,164.28602600097656,101,163.59625244140625,-1,265.1804504394531,236,254.3945770263672
152,164.35675048828125,101,163.59625244140625,-1,265.1804504394531,236,254.3945770263672
155,164.3278045654297,101,163.59625244140625,-1,265.1804504394531,238,254.47335815429688
155,164.16334533691406,101,163.59625244140625,-1,265.1804504394531,239,254.37867736816406
155,164.16334533691406,101,163.59625244140625,-1,265.1804504394531,239,254.4431610107422
155,164.16334533691406,101,163.59625244140625,-1,265.1804504394531,238,254.501220703125
151,164.25042724609375,101,163.59625244140625,-1,265.1804504394531,236,254.4892578125
152,164.25457763671875,101,163.59625244140625,-1,265.1804504394531,236,254.47982788085938
158,164.34271240234375,101,163.59625244140625,-1,265.1804504394531,235,254.27493286132812
157,164.34271240234375,101,163.59625244140625,-1,265.1804504394531,235,254.24290466308594
152,164.39700317382812,101,163.59625244140625,-1,265.1804504394531,235,254.4927215576172
152,164.39700317382812,101,163.59625244140625,-1,265.1804504394531,235,254.62928771972656
150,164.25775146484375,101,163.59625244140625,-1,265.1804504394531,236,254.45350646972656
150,164.25775146484375,101,163.59625244140625,-1,265.1804504394531,236,254.46229553222656
150,164.26466369628906,101,163.59625244140625,-1,265.1804504394531,236,254.28286743164062
157,164.158447265625,101,163.59625244140625,-1,265.1804504394531,235,254.44996643066406
157,164.14288330078125,101,163.59625244140625,-1,265.1804504394531,236,253.94247436523438
153,163.60267639160156,306,163.21957397460938,-1,265.1804504394531,235,253.88363647460938
153,163.61605834960938,306,163.21957397460938,-1,265.1804504394531,233,253.92068481445312
152,163.63291931152344,306,163.21957397460938,-1,265.1804504394531,233,253.72940063476562
153,163.63291931152344,306,163.21957397460938,-1,265.1804504394531,236,253.9085693359375
156,163.63291931152344,306,163.21957397460938,-1,265.1804504394531,235,254.40481567382812
155,164.157470703125,306,163.21957397460938,-1,265.1804504394531,234,254.56146240234375
155,164.23553466796875,306,163.21957397460938,-1,265.1804504394531,233,254.6089324951172
155,164.42335510253906,306,163.21957397460938,-1,265.1804504394531,233,254.6175079345703
155,164.24037170410156,306,163.21957397460938,-1,265.1804504394531,233,254.611083984375
155,164.24037170410156,306,163.60861206054688,-1,265.1804504394531,237,254.43882751464844
158,164.24037170410156,306,163.60861206054688,-1,265.1804504394531,236,254.56320190429688
158,164.24037170410156,306,163.60861206054688,-1,265.1804504394531,236,254.63926696777344
154,164.24037170410156,306,163.60861206054688,-1,265.1804504394531,235,254.63211059570312
154,164.2310791015625,306,163.60861206054688,-1,265.1804504394531,236,254.65432739257812
151,164.25193786621094,306,163.59124755859375,-1,265.1804504394531,236,254.3944854736328
151,164.25193786621094,306,163.24281311035156,-1,265.1804504394531,233,254.3858184814453
154,164.2503662109375,306,163.24281311035156,-1,265.1804504394531,234,254.44126892089844
154,164.3330078125,306,163.24281311035156,-1,265.1804504394531,233,254.5846405029297
154,164.3330078125,96,163.64263916015625,-1,265.1804504394531,233,254.42459106445312
154,164.31936645507812,99,164.20838928222656,-1,265.1804504394531,233,253.95773315429688
153,163.71372985839844,99,163.61172485351562,-1,265.1804504394531,235,253.89317321777344
153,163.6289520263672,99,163.61172485351562,-1,265.1804504394531,236,253.93533325195312
156,163.728515625,99,163.61172485351562,-1,265.1804504394531,235,253.94540405273438
156,163.6140899658203,99,163.61172485351562,-1,265.1804504394531,234,253.70884704589844
152,163.69544982910156,99,163.61172485351562,-1,265.1804504394531,234,253.70884704589844
153,164.2476043701172,101,164.1950225830078,-1,265.1804504394531,230,254.42221069335938
160,164.1466522216797,102,164.1818084716797,-1,265.1804504394531,232,254.26174926757812
159,164.1466522216797,102,164.1818084716797,-1,265.1804504394531,234,254.42355346679688
153,164.1466522216797,102,164.1818084716797,-1,265.1804504394531,235,254.42567443847656
153,164.14010620117188,102,164.22775268554688,-1,265.1804504394531,239,254.43304443359375
155,164.1356201171875,102,164.15835571289062,-1,265.1804504394531,238,254.24026489257812
155,164.22239685058594,103,163.58934020996094,-1,265.1804504394531,235,254.4060516357422
151,164.23910522460938,103,163.58934020996094,-1,265.1804504394531,234,254.4060516357422
151,164.23910522460938,103,163.58934020996094,-1,265.1804504394531,231,254.55780029296875
152,164.26414489746094,103,163.66287231445312,-1,265.1804504394531,233,254.44668579101562
153,164.26414489746094,103,163.6368865966797,-1,265.1804504394531,235,254.27268981933594
153,164.1637725830078,103,164.18060302734375,-1,265.1804504394531,233,254.45974731445312
152,164.25718688964844,104,164.16250610351562,-1,265.1804504394531,236,254.26388549804688
153,164.26254272460938,104,164.16250610351562,-1,265.1804504394531,235,254.26388549804688
154,164.35751342773438,104,163.65176391601562,-1,265.1804504394531,237,254.41990661621094
154,164.35995483398438,104,163.2317657470703,-1,265.1804504394531,238,254.60250854492188
153,164.3435516357422,104,163.2317657470703,-1,265.1804504394531,236,254.36019897460938
149,164.3435516357422,104,163.2317657470703,-1,265.1804504394531,235,254.36019897460938
148,164.34039306640625,104,163.2317657470703,-1,265.1804504394531,235,254.36019897460938
148,164.34634399414062,104,163.2317657470703,-1,265.1804504394531,235,254.58840942382812
148,164.2533721923828,104,163.6200408935547,-1,265.1804504394531,235,254.63760375976562
148,164.33355712890625,105,163.6168975830078,-1,265.1804504394531,235,254.47610473632812
153,164.2501983642578,105,163.6168975830078,-1,265.1804504394531,235,254.46163940429688
157,164.2501983642578,105,163.6168975830078,-1,265.1804504394531,235,254.46786499023438
156,164.33087158203125,96,164.19241333007812,-1,265.1804504394531,231,254.4443817138672
155,164.24063110351562,99,164.2144012451172,-1,265.1804504394531,232,254.44149780273438
154,163.6007080078125,99,163.61990356445312,-1,265.1804504394531,234,253.94883728027344
153,163.61203002929688,99,163.61990356445312,-1,265.1804504394531,232,253.97105407714844
153,163.63705444335938,99,163.63037109375,-1,265.1804504394531,232,253.8945770263672
152,163.60147094726562,99,163.61544799804688,-1,265.1804504394531,230,253.76954650878906
153,163.5881805419922,99,163.6024627685547,-1,265.1804504394531,232,253.90765380859375
157,163.70179748535156,99,163.6067657470703,-1,265.1804504394531,234,253.73617553710938
157,163.59690856933594,99,163.5960235595703,-1,265.1804504394531,233,253.84957885742188
151,163.5852508544922,99,163.5960235595703,-1,265.1804504394531,231,253.88246154785156
151,164.21755981445312,100,163.6659698486328,-1,265.1804504394531,237,254.54830932617188
154,164.2164306640625,100,163.24436950683594,-1,265.1804504394531,235,254.41700744628906
154,164.1513671875,100,164.16648864746094,-1,265.1804504394531,232,254.43678283691406
153,164.3606719970703,100,164.22935485839844,-1,265.1804504394531,235,254.42034912109375
153,164.3606719970703,100,164.22935485839844,-1,265.1804504394531,232,254.23757934570312
156,164.34600830078125,100,164.22935485839844,-1,265.1804504394531,232,254.398681640625
155,164.34600830078125,100,164.22935485839844,-1,265.1804504394531,233,254.3061065673828
157,164.1617431640625,100,164.16197204589844,-1,265.1804504394531,235,254.4378662109375
157,164.32569885253906,100,164.16197204589844,-1,265.1804504394531,235,254.48353576660156
156,164.16744995117188,100,164.16197204589844,-1,265.1804504394531,235,254.47865295410156
155,164.26695251464844,100,164.16197204589844,-1,265.1804504394531,238,254.47865295410156
153,164.17742919921875,100,163.82302856445312,-1,265.1804504394531,237,254.4762725830078
153,164.417236328125,100,163.592529296875,-1,265.1804504394531,235,254.60316467285156
155,164.41212463378906,100,163.6453399658203,-1,265.1804504394531,236,254.54608154296875
155,164.41346740722656,100,163.6453399658203,-1,265.1804504394531,234,254.62298583984375
159,164.40545654296875,100,163.5918731689453,-1,265.1804504394531,235,254.3516387939453
158,164.3979949951172,100,163.5833282470703,-1,265.1804504394531,234,254.40415954589844
153,164.3979949951172,100,163.60781860351562,-1,265.1804504394531,233,254.40415954589844
152,164.32672119140625,100,164.16551208496094,-1,265.1804504394531,234,254.41688537597656
155,164.23281860351562,100,163.60244750976562,-1,265.1804504394531,236,254.4191436767578
155,164.1390380859375,103,164.1574249267578,-1,265.1804504394531,234,254.2821502685547
152,164.35975646972656,101,164.19187927246094,-1,265.1804504394531,233,254.47154235839844
152,164.35975646972656,102,164.21153259277344,-1,265.1804504394531,233,254.28897094726562
152,164.35975646972656,102,164.18463134765625,-1,265.1804504394531,235,254.3904266357422
150,163.83688354492188,102,163.5841522216797,-1,265.1804504394531,234,253.9490203857422
154,163.83688354492188,100,164.16859436035156,-1,265.1804504394531,232,254.27352905273438
154,164.41387939453125,100,164.14883422851562,-1,265.1804504394531,236,254.45748901367188
155,164.23777770996094,100,164.16848754882812,-1,265.1804504394531,236,254.61705017089844
154,164.33262634277344,100,163.6094207763672,-1,265.1804504394531,232,254.54241943359375
156,164.40402221679688,100,163.61492919921875,-1,265.1804504394531,233,254.62513732910156
155,164.40402221679688,100,163.61627197265625,-1,265.1804504394531,233,254.6208038330078
153,164.23561096191406,100,163.61814880371094,-1,265.1804504394531,235,254.6208038330078
153,164.42544555664062,100,163.59291076660156,-1,265.1804504394531,233,254.63816833496094
152,164.25430297851562,100,163.60134887695312,-1,265.1804504394531,233,254.54319763183594
152,164.2158203125,100,163.22161865234375,-1,265.1804504394531,234,254.6041717529297
155,164.2158203125,101,163.22518920898438,-1,265.1804504394531,235,254.6216583251953
155,164.2158203125,101,163.62722778320312,-1,265.1804504394531,232,254.62081909179688
151,164.34486389160156,98,163.60316467285156,-1,265.1804504394531,231,254.62081909179688
151,164.346923828125,97,163.59727478027344,-1,265.1804504394531,233,254.60960388183594
152,164.346923828125,97,164.1990966796875,-1,265.1804504394531,234,254.44277954101562
152,164.27430725097656,100,164.17868041992188,-1,265.1804504394531,234,254.43930053710938
152,164.2721405029297,101,164.23834228515625,-1,265.1804504394531,229,254.6120147705078
151,164.36317443847656,101,164.18255615234375,-1,265.1804504394531,230,254.44903564453125
153,164.25238037109375,100,164.2642364501953,-1,265.1804504394531,233,254.20150756835938
153,164.15333557128906,100,164.18154907226562,-1,265.1804504394531,234,254.47093200683594
154,164.1549530029297,101,164.18466186523438,-1,265.1804504394531,232,254.28334045410156
154,164.16592407226562,101,164.22157287597656,-1,265.1804504394531,235,254.44972229003906
156,164.24594116210938,101,164.2206573486328,-1,265.1804504394531,235,254.18624877929688
156,164.23692321777344,101,164.2206573486328,-1,265.1804504394531,233,254.48475646972656
149,164.28195190429688,101,164.2206573486328,-1,265.1804504394531,232,254.49354553222656
150,164.2664031982422,101,164.2314910888672,-1,265.1804504394531,235,254.2637481689453
151,164.24554443359375,99,164.23265075683594,-1,265.1804504394531,236,253.88990783691406
151,163.7779998779297,98,163.56983947753906,-1,265.1804504394531,235,253.96249389648438
155,163.62066650390625,98,163.6156005859375,-1,265.1804504394531,234,254.61468505859375
155,164.24440002441406,98,163.59130859375,-1,265.1804504394531,232,254.623291015625
152,164.24440002441406,101,163.59130859375,-1,265.1804504394531,234,254.623291015625
152,164.24440002441406,100,163.62962341308594,-1,265.1804504394531,233,254.63108825683594
154,164.23895263671875,100,163.61859130859375,-1,265.1804504394531,235,254.58920288085938
154,164.23895263671875,99,163.61859130859375,-1,265.1804504394531,236,254.55711364746094
152,164.23895263671875,99,163.26776123046875,-1,265.1804504394531,235,254.5479736328125
152,164.23678588867188,100,163.6634521484375,-1,265.1804504394531,236,254.36436462402344
155,164.2206573486328,101,163.6180419921875,-1,265.1804504394531,238,254.36436462402344
155,164.2293243408203,100,163.6180419921875,-1,265.1804504394531,236,254.36436462402344
153,164.3422088623047,98,163.62100219726562,-1,265.1804504394531,235,254.37937927246094
153,163.7186737060547,99,163.61863708496094,-1,265.1804504394531,234,253.71974182128906
152,163.7292938232422,102,163.60134887695312,-1,265.1804504394531,235,254.40206909179688
152,164.22756958007812,102,163.59661865234375,-1,265.1804504394531,234,254.64756774902344
153,164.22756958007812,100,164.18008422851562,-1,265.1804504394531,234,254.480712890625
153,164.33790588378906,98,164.1632537841797,-1,265.1804504394531,230,254.4794158935547
151,164.34803771972656,98,164.22569274902344,-1,265.1804504394531,231,254.4794158935547
151,164.34803771972656,98,164.20867919921875,-1,265.1804504394531,235,254.32130432128906
155,164.35247802734375,98,163.634765625,-1,265.1804504394531,237,254.446533203125
156,164.35009765625,98,163.62030029296875,-1,265.1804504394531,235,254.4173583984375
152,164.26422119140625,98,163.6027374267578,-1,265.1804504394531,233,254.4349822998047
152,164.25816345214844,98,163.59811401367188,-1,265.1804504394531,232,254.55929565429688
151,164.37649536132812,100,163.62770080566406,-1,265.1804504394531,233,254.53929138183594
152,164.24148559570312,100,163.63172912597656,-1,265.1804504394531,230,253.9043731689453
155,163.60787963867188,101,163.5984344482422,-1,265.1804504394531,230,253.89218139648438
155,163.6129608154297,101,163.62660217285156,-1,265.1804504394531,231,253.89218139648438
150,164.2364501953125,101,163.6670379638672,-1,265.1804504394531,233,254.56202697753906
150,164.2364501953125,99,163.66354370117188,-1,265.1804504394531,231,254.5787811279297
152,164.12844848632812,98,164.21974182128906,-1,265.1804504394531,229,254.40606689453125
152,164.2246551513672,98,163.79855346679688,-1,265.1804504394531,233,254.40606689453125
