Ranging.distTo0,Ranging.truthDistTo0,Ranging.distTo2,Ranging.truthDistTo2,Ranging.distTo5,Ranging.truthDistTo5,Ranging.distTo7,Ranging.truthDistTo7
93,111,96,118,102,125,114,133
87,111,95,117,102,125,116,133
90,111,96,116,101,125,115,133
90,111,95,117,103,126,115,132
88,111,100,117,95,126,113,132
85,111,101,118,93,126,110,132
85,112,101,118,96,128,110,132
86,112,98,120,96,128,111,131
87,112,100,120,98,128,110,131
87,112,100,120,103,128,110,131
87,112,99,120,101,128,110,131
91,112,99,120,104,128,109,131
94,112,99,120,102,128,109,131
91,112,101,120,102,128,107,131
91,112,100,120,104,128,107,131
91,112,99,120,104,128,108,131
91,118,101,124,104,135,106,132
88,118,98,124,105,136,106,131
90,119,98,124,105,136,106,131
90,119,97,124,105,136,106,131
89,119,97,124,104,136,105,131
89,119,100,125,106,137,105,129
88,119,97,126,106,137,105,129
89,119,99,125,107,138,103,129
89,119,99,125,106,138,103,129
90,119,98,125,106,138,101,129
90,120,98,127,108,139,101,126
90,120,101,127,107,139,104,126
90,120,102,127,108,139,102,126
91,120,103,127,108,139,100,126
92,120,103,127,107,140,100,124
90,119,100,127,107,140,100,124
90,119,99,127,107,140,102,124
90,119,98,128,106,140,100,123
91,119,99,128,106,140,98,123
90,118,100,128,110,140,99,122
90,118,100,128,113,139,100,122
90,118,100,128,113,139,100,122
91,118,99,127,113,139,96,122
91,118,103,128,112,139,98,121
91,117,105,128,109,139,97,121
91,117,107,127,110,138,95,121
93,117,107,127,106,138,97,120
88,116,106,128,106,138,97,120
89,116,104,129,109,138,96,120
89,116,106,129,107,138,97,120
89,116,106,129,107,138,98,119
86,116,105,128,109,137,97,118
87,115,105,128,112,138,97,118
89,115,108,128,112,138,95,119
88,115,104,129,112,137,94,117
88,115,105,128,109,138,95,118
87,115,109,129,114,138,98,117
87,115,108,131,113,138,98,116
89,114,108,131,111,138,94,116
91,114,109,131,111,138,94,116
91,113,109,131,111,138,98,116
91,113,110,131,114,138,97,116
88,114,111,131,112,138,98,116
89,114,111,131,113,138,98,116
91,114,111,131,113,138,97,116
91,114,112,131,113,138,97,116
89,114,112,131,111,138,97,116
89,114,111,132,114,138,98,115
86,114,109,132,113,137,97,115
88,114,110,131,112,137,96,117
88,114,110,131,114,137,99,117
89,114,110,130,114,137,99,117
90,113,109,130,108,136,100,117
90,113,108,130,106,136,98,117
88,113,109,130,109,136,99,117
89,113,107,129,108,134,99,119
88,111,107,129,110,134,101,118
86,111,109,129,110,134,101,118
86,111,110,128,110,133,102,119
86,111,107,128,108,132,103,120
86,110,109,128,108,132,103,120
88,110,111,129,108,132,104,120
82,110,111,129,108,132,101,120
82,110,109,129,108,132,101,120
