Ranging.distTo0,Ranging.truthDistTo0,Ranging.distTo2,Ranging.truthDistTo2,Ranging.distTo5,Ranging.truthDistTo5
86,96,108,98,-1,195
86,96,106,103,-1,195
91,96,109,99,-1,195
91,96,107,99,-1,195
88,96,106,99,-1,195
93,96,110,99,-1,195
89,96,110,99,-1,195
89,96,111,98,-1,195
88,96,109,99,-1,195
92,96,109,98,-1,195
93,96,108,98,-1,195
89,98,108,97,-1,195
92,94,108,97,-1,195
92,94,107,97,-1,195
88,96,108,99,-1,195
89,96,108,98,-1,195
90,97,108,98,-1,195
89,97,112,98,-1,195
89,98,112,98,-1,195
89,98,111,98,-1,195
91,97,108,99,-1,195
85,98,106,98,-1,195
89,98,107,98,-1,195
90,97,110,99,-1,195
93,96,110,99,-1,195
93,96,108,99,-1,195
90,96,111,100,-1,195
91,97,108,99,-1,195
93,96,109,99,-1,195
90,96,106,98,-1,195
91,96,106,98,-1,195
91,96,108,98,-1,195
88,97,110,98,-1,195
92,97,108,98,-1,195
89,98,108,98,-1,195
91,97,109,98,-1,195
86,96,109,98,-1,195
86,96,111,99,-1,195
86,96,106,100,-1,195
88,94,108,99,-1,195
88,97,110,98,-1,195
89,96,107,99,-1,195
91,96,107,99,-1,195
91,96,108,99,-1,195
90,96,112,99,-1,195
92,97,111,98,-1,195
92,96,110,98,-1,195
91,96,107,99,-1,195
89,97,107,99,-1,195
89,97,107,96,-1,195
93,98,110,98,-1,195
92,98,110,102,-1,195
90,96,106,99,-1,195
88,97,110,98,-1,195
88,97,110,98,-1,195
88,97,113,98,-1,195
91,96,111,98,-1,195
92,96,110,98,-1,195
85,97,107,98,-1,195
86,96,109,99,-1,195
91,98,109,99,-1,195
91,98,109,99,-1,195
91,96,109,99,-1,195
85,98,109,99,-1,195
90,96,107,98,-1,195
91,97,107,98,-1,195
91,97,107,98,-1,195
91,97,107,103,-1,195
88,96,106,99,-1,195
92,96,106,99,-1,195
93,96,106,99,-1,195
88,96,107,98,-1,195
90,97,107,98,-1,195
90,97,107,98,-1,195
88,96,110,99,-1,195
87,94,107,97,-1,195
87,94,108,97,-1,195
93,94,107,97,-1,195
87,94,107,97,-1,195
87,94,111,97,-1,195
95,96,109,99,-1,195
90,98,110,98,-1,195
91,98,107,98,-1,195
88,98,109,97,-1,195
91,98,109,97,-1,195
91,98,111,98,-1,195
89,98,111,98,-1,195
90,96,107,99,-1,195
88,96,111,99,-1,195
92,96,109,98,-1,195
90,97,109,98,-1,195
90,97,108,97,-1,195
91,94,107,97,-1,195
88,96,109,98,-1,195
90,96,107,98,-1,195
89,97,110,98,-1,195
89,97,110,98,-1,195
89,97,110,98,-1,195
89,97,107,98,-1,195
87,97,107,98,-1,195
88,97,113,98,-1,195
91,97,110,98,-1,195
94,96,110,98,-1,195
94,96,112,99,-1,195
88,98,110,98,-1,195
90,98,110,98,-1,195
91,96,111,98,-1,195
91,96,112,98,-1,195
88,96,112,98,-1,195
88,96,109,96,-1,195
91,96,110,98,-1,195
86,97,107,98,-1,195
94,96,109,102,-1,195
92,97,110,102,-1,195
92,96,110,102,-1,195
92,96,109,103,-1,195
89,96,109,99,-1,195
89,97,111,98,-1,195
98,97,112,99,-1,195
91,97,111,100,-1,195
90,96,111,100,-1,195
90,96,110,98,-1,195
95,96,107,99,-1,195
87,96,109,99,-1,195
90,96,106,98,-1,195
93,95,110,98,-1,195
87,97,110,98,-1,195
87,97,108,98,-1,195
89,97,106,99,-1,195
92,96,109,98,-1,195
90,96,108,99,-1,195
93,96,110,99,-1,195
91,96,110,99,-1,195
91,96,111,99,-1,195
90,96,108,98,-1,195
92,96,106,99,-1,195
89,96,111,99,-1,195
93,96,108,98,-1,195
91,96,108,98,-1,195
