2278572132,2278576358
2285484016,2285488258
2299754369,2299758647
2305399050,2305403351
2311352496,2311356777
2317384250,2317388541
2324725173,2324729506
2329627965,2329632323
2343208630,2343213000
2349775422,2349779823
2352682962,2352687354
2356817255,2356821644
2362593521,2362597926
2369645167,2369649586
2376403962,2376408364
2384264560,2384269009
2392660724,2392665194
2397513333,2397517801
2403805688,2403810172
2412034929,2412039430
2419579629,2419584152
2424391292,2424395822
2436783583,2436788144
4932920698,4932930350
2258656495,2258660689
2263031410,2263035598
2267118562,2267122741
2273836884,2273841095
2280060093,2280064345
2288306228,2288310475
2298697129,2298701409
2306044182,2306048489
2312386207,2312390517
2316897272,2316901603
2328257903,2328262234
2335254223,2335258596
2337831495,2337835865
2344863160,2344867551
2350985514,2350989899
2356818588,2356822981
2363436529,2363440940
2372737885,2372742319
2378022590,2378027047
2384214070,2384218526
2391897478,2391901944
2399006930,2399011430
2403546675,2403551205
2416721284,2416725843
2423079676,2423084200
2424184409,2424188962
2430909357,2430913921
4933503213,4933512925
2255546936,2255551139
2261774772,2261778925
2264987388,2264991554
2273454155,2273458346
2281700131,2281704448
2294650485,2294654901
2298882024,2298886476
2312124724,2312129170
2315749499,2315753959
2318939112,2318943529
2323924264,2323928698
2332280960,2332285359
2338789836,2338794284
